Datetime,Temperature,Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-02 17:00:00,45 °F,87%,128.172,547.2,0.0,4.0,505.0
2007-01-02 18:00:00,45 °F,81%,118.324,501.8,0.0,30.0,1038.0
2007-01-02 19:00:00,45 °F,81%,91.098,379.6,0.0,0.0,1053.0
2007-01-02 20:00:00,45 °F,81%,154.412,651.4,0.0,35.0,1045.0
2007-01-02 21:00:00,45 °F,81%,79.286,333.8,0.0,0.0,156.0
2007-01-02 22:00:00,45 °F,81%,31.694,136.4,0.0,27.0,0.0
2007-01-02 23:00:00,45 °F,87%,44.634,185.0,0.0,7.0,0.0
2007-01-03 00:00:00,45 °F,87%,67.526,278.6,0.0,0.0,0.0
2007-01-03 01:00:00,45 °F,87%,54.042,224.8,0.0,34.0,0.0
2007-01-03 02:00:00,43 °F,87%,18.29,83.2,0.0,0.0,0.0
2007-01-03 03:00:00,41 °F,87%,19.998,94.8,0.0,34.0,0.0
2007-01-03 04:00:00,41 °F,87%,17.93,79.2,0.0,1.0,0.0
2007-01-03 05:00:00,39 °F,93%,57.098,235.2,0.0,0.0,653.0
2007-01-03 06:00:00,39 °F,93%,20.06,93.0,0.0,34.0,0.0
2007-01-03 07:00:00,41 °F,87%,18.102,81.8,0.0,0.0,0.0
2007-01-03 08:00:00,39 °F,93%,19.176,88.8,0.0,34.0,0.0
2007-01-03 09:00:00,39 °F,93%,36.15,161.6,0.0,0.0,0.0
2007-01-03 10:00:00,41 °F,87%,52.454,228.6,0.0,0.0,0.0
2007-01-03 11:00:00,43 °F,87%,58.584,249.4,0.0,34.0,507.0
2007-01-03 12:00:00,43 °F,87%,83.866,342.8,0.0,0.0,1079.0
2007-01-03 13:00:00,45 °F,87%,85.196,348.4,0.0,34.0,1084.0
2007-01-03 14:00:00,45 °F,87%,65.422,272.4,0.0,0.0,764.0
2007-01-03 15:00:00,45 °F,87%,18.12,85.0,0.0,4.0,0.0
2007-01-03 16:00:00,45 °F,87%,22.06,108.6,0.0,31.0,0.0
2007-01-03 17:00:00,46 °F,87%,17.108,75.2,0.0,0.0,0.0
2007-01-03 18:00:00,46 °F,87%,21.672,104.4,0.0,35.0,0.0
2007-01-03 19:00:00,45 °F,87%,17.34,77.8,0.0,0.0,0.0
2007-01-03 20:00:00,45 °F,87%,19.576,92.6,0.0,9.0,0.0
2007-01-03 21:00:00,45 °F,87%,66.926,284.6,0.0,25.0,0.0
2007-01-03 22:00:00,46 °F,81%,57.242,237.0,0.0,0.0,160.0
2007-01-03 23:00:00,46 °F,87%,100.116,412.4,0.0,35.0,518.0
2007-01-04 00:00:00,46 °F,87%,202.504,845.4,509.0,572.0,0.0
2007-01-04 01:00:00,46 °F,87%,173.804,726.2,542.0,20.0,0.0
2007-01-04 02:00:00,46 °F,87%,143.24,589.2,0.0,16.0,0.0
2007-01-04 03:00:00,45 °F,93%,141.722,583.8000000000001,0.0,0.0,0.0
2007-01-04 04:00:00,45 °F,93%,142.202,588.6,0.0,36.0,0.0
2007-01-04 05:00:00,45 °F,93%,140.712,580.6,0.0,0.0,0.0
2007-01-04 06:00:00,46 °F,93%,141.524,584.0,0.0,24.0,0.0
2007-01-04 07:00:00,46 °F,93%,139.574,579.8000000000001,0.0,12.0,0.0
2007-01-04 08:00:00,48 °F,93%,144.228,602.4,0.0,0.0,0.0
2007-01-04 09:00:00,50 °F,87%,160.024,673.4,0.0,36.0,998.0
2007-01-04 10:00:00,48 °F,93%,113.882,475.8,0.0,0.0,1059.0
2007-01-04 11:00:00,52 °F,82%,120.38,504.0,0.0,32.0,1068.0
2007-01-04 12:00:00,52 °F,76%,243.994,1031.8,0.0,2403.0,1042.0
2007-01-04 13:00:00,52 °F,76%,212.704,896.6,0.0,2100.0,1053.0
2007-01-04 14:00:00,52 °F,76%,120.792,503.2,0.0,301.0,1076.0
2007-01-04 15:00:00,52 °F,71%,52.758,224.8,0.0,40.0,456.0
2007-01-04 16:00:00,50 °F,71%,197.388,826.8,0.0,1549.0,1058.0
2007-01-04 17:00:00,48 °F,82%,164.478,697.0,0.0,248.0,1038.0
2007-01-04 18:00:00,50 °F,71%,156.33,655.8,0.0,78.0,1035.0
2007-01-04 19:00:00,50 °F,66%,171.244,723.0,0.0,10.0,1013.0
2007-01-04 20:00:00,48 °F,76%,89.912,380.0,0.0,50.0,0.0
2007-01-04 21:00:00,48 °F,76%,28.728,123.8,0.0,10.0,0.0
2007-01-04 22:00:00,48 °F,76%,25.18,113.8,0.0,45.0,0.0
2007-01-04 23:00:00,48 °F,76%,32.108,138.8,0.0,15.0,0.0
2007-01-05 00:00:00,48 °F,76%,118.082,487.6,0.0,15.0,536.0
2007-01-05 01:00:00,48 °F,82%,143.21,591.6,0.0,26.0,0.0
2007-01-05 02:00:00,48 °F,82%,143.684,589.0,0.0,0.0,0.0
2007-01-05 03:00:00,48 °F,82%,144.942,598.0,0.0,38.0,0.0
2007-01-05 04:00:00,48 °F,82%,143.822,588.4,0.0,0.0,0.0
2007-01-05 05:00:00,48 °F,87%,144.442,595.4,0.0,36.0,0.0
2007-01-05 06:00:00,48 °F,87%,142.068,583.6,0.0,0.0,0.0
2007-01-05 07:00:00,48 °F,87%,141.092,585.8000000000001,0.0,13.0,0.0
2007-01-05 08:00:00,48 °F,87%,139.016,578.6,0.0,24.0,0.0
2007-01-05 09:00:00,48 °F,87%,141.852,593.0,0.0,0.0,42.0
2007-01-05 10:00:00,48 °F,87%,159.362,670.2,0.0,37.0,573.0
2007-01-05 11:00:00,48 °F,87%,21.35,99.2,0.0,0.0,0.0
2007-01-05 12:00:00,50 °F,82%,21.264,99.0,0.0,37.0,0.0
2007-01-05 13:00:00,52 °F,82%,20.506,92.8,0.0,0.0,0.0
2007-01-05 14:00:00,52 °F,82%,22.64,99.4,0.0,9.0,0.0
2007-01-05 15:00:00,52 °F,82%,28.67,131.6,0.0,29.0,0.0
2007-01-05 16:00:00,52 °F,82%,50.19,216.4,0.0,0.0,375.0
2007-01-05 17:00:00,50 °F,87%,134.444,567.0,0.0,36.0,1036.0
2007-01-05 18:00:00,50 °F,94%,143.976,608.6,0.0,0.0,1015.0
2007-01-05 19:00:00,50 °F,94%,122.334,522.6,5.0,35.0,331.0
2007-01-05 20:00:00,52 °F,88%,178.542,752.6,880.0,7.0,534.0
2007-01-05 21:00:00,52 °F,88%,160.464,675.1999999999999,502.0,6.0,1036.0
2007-01-05 22:00:00,52 °F,88%,143.082,599.2,96.0,31.0,1052.0
2007-01-05 23:00:00,52 °F,88%,104.33,429.8,0.0,0.0,1072.0
2007-01-06 00:00:00,52 °F,94%,89.584,370.4,0.0,37.0,1064.0
2007-01-06 01:00:00,52 °F,94%,26.008,114.0,0.0,0.0,131.0
2007-01-06 02:00:00,52 °F,94%,20.0,94.0,0.0,34.0,0.0
2007-01-06 03:00:00,52 °F,94%,18.772,87.4,0.0,5.0,0.0
2007-01-06 04:00:00,52 °F,94%,18.214,82.4,0.0,3.0,0.0
2007-01-06 05:00:00,52 °F,94%,20.116,93.8,0.0,34.0,0.0
2007-01-06 06:00:00,52 °F,100%,17.924,80.2,0.0,0.0,0.0
2007-01-06 07:00:00,52 °F,100%,20.22,96.4,0.0,38.0,0.0
2007-01-06 08:00:00,54 °F,88%,17.724,80.2,0.0,0.0,0.0
2007-01-06 09:00:00,52 °F,94%,37.388,160.8,0.0,26.0,0.0
2007-01-06 10:00:00,52 °F,94%,91.534,386.8,0.0,14.0,0.0
2007-01-06 11:00:00,54 °F,88%,155.532,664.4,0.0,0.0,971.0
2007-01-06 12:00:00,54 °F,88%,240.176,1049.8,1329.0,37.0,989.0
2007-01-06 13:00:00,54 °F,88%,113.426,485.2,7.0,0.0,1037.0
2007-01-06 14:00:00,54 °F,88%,101.974,431.8,0.0,38.0,1055.0
2007-01-06 15:00:00,55 °F,82%,68.922,293.6,0.0,0.0,268.0
2007-01-06 16:00:00,55 °F,82%,52.876,229.6,0.0,23.0,0.0
2007-01-06 17:00:00,54 °F,88%,53.938,235.2,0.0,15.0,0.0
2007-01-06 18:00:00,54 °F,94%,51.332,221.6,0.0,0.0,0.0
2007-01-06 19:00:00,54 °F,88%,110.042,480.4,0.0,38.0,0.0
2007-01-06 20:00:00,54 °F,88%,60.908,271.2,0.0,0.0,0.0
2007-01-06 21:00:00,54 °F,82%,60.752,269.8,0.0,38.0,0.0
2007-01-06 22:00:00,48 °F,82%,30.7,132.6,0.0,0.0,0.0
2007-01-06 23:00:00,46 °F,81%,30.316,131.6,0.0,22.0,163.0
2007-01-07 00:00:00,45 °F,81%,54.192,227.8,0.0,16.0,589.0
2007-01-07 01:00:00,45 °F,87%,17.785999999999998,78.6,0.0,0.0,0.0
2007-01-07 02:00:00,45 °F,93%,21.144,102.6,0.0,38.0,0.0
2007-01-07 03:00:00,46 °F,87%,17.92,85.8,0.0,0.0,0.0
2007-01-07 04:00:00,45 °F,87%,21.352,104.6,0.0,38.0,0.0
2007-01-07 05:00:00,43 °F,93%,17.122,80.0,0.0,0.0,0.0
2007-01-07 06:00:00,41 °F,93%,20.298,96.4,0.0,10.0,0.0
2007-01-07 07:00:00,41 °F,93%,18.764,84.4,0.0,27.0,0.0
2007-01-07 08:00:00,41 °F,93%,18.602,83.8,0.0,0.0,0.0
2007-01-07 09:00:00,41 °F,100%,22.536,107.6,0.0,38.0,0.0
2007-01-07 10:00:00,43 °F,100%,62.486,267.8,0.0,0.0,622.0
2007-01-07 11:00:00,45 °F,93%,64.106,283.2,0.0,450.0,234.0
2007-01-07 12:00:00,46 °F,87%,33.094,151.4,0.0,4.0,0.0
2007-01-07 13:00:00,48 °F,82%,199.916,854.2,493.0,1433.0,949.0
2007-01-07 14:00:00,52 °F,71%,151.986,630.0,498.0,495.0,1082.0
2007-01-07 15:00:00,52 °F,76%,226.246,950.4,0.0,1977.0,1069.0
2007-01-07 16:00:00,50 °F,82%,136.846,572.0,0.0,49.0,1061.0
2007-01-07 17:00:00,50 °F,76%,144.284,611.4,0.0,194.0,1018.0
2007-01-07 18:00:00,48 °F,82%,312.692,1357.2,0.0,1913.0,987.0
2007-01-07 19:00:00,48 °F,82%,174.988,750.6,40.0,33.0,1013.0
2007-01-07 20:00:00,48 °F,82%,211.392,905.4,445.0,27.0,1014.0
2007-01-07 21:00:00,48 °F,82%,284.302,1211.0,511.0,1355.0,1022.0
2007-01-07 22:00:00,48 °F,87%,127.734,529.0,0.0,21.0,1070.0
2007-01-07 23:00:00,48 °F,93%,87.832,361.8,0.0,59.0,1080.0
2007-01-08 00:00:00,50 °F,87%,81.628,334.2,0.0,18.0,1079.0
2007-01-08 01:00:00,50 °F,87%,81.04,334.4,0.0,13.0,1066.0
2007-01-08 02:00:00,50 °F,87%,83.09,341.8,0.0,48.0,1069.0
2007-01-08 03:00:00,50 °F,87%,81.414,333.8,0.0,10.0,1072.0
2007-01-08 04:00:00,50 °F,87%,82.554,340.2,0.0,51.0,1069.0
2007-01-08 05:00:00,52 °F,82%,66.272,275.8,0.0,0.0,828.0
2007-01-08 06:00:00,50 °F,94%,28.088,125.6,0.0,15.0,0.0
2007-01-08 07:00:00,50 °F,94%,60.758,258.8,0.0,25.0,131.0
2007-01-08 08:00:00,50 °F,94%,128.37,538.0,0.0,0.0,1013.0
2007-01-08 09:00:00,50 °F,94%,99.878,419.6,0.0,40.0,750.0
2007-01-08 10:00:00,50 °F,87%,77.798,323.0,0.0,0.0,1038.0
2007-01-08 11:00:00,52 °F,82%,70.506,302.0,0.0,25.0,772.0
2007-01-08 12:00:00,52 °F,76%,19.736,92.2,0.0,14.0,0.0
2007-01-08 13:00:00,52 °F,82%,38.592,172.6,0.0,0.0,0.0
2007-01-08 14:00:00,52 °F,82%,111.054,462.8,0.0,39.0,1002.0
2007-01-08 15:00:00,52 °F,82%,113.106,467.6,0.0,0.0,1081.0
2007-01-08 16:00:00,52 °F,88%,127.346,533.6,0.0,37.0,1071.0
2007-01-08 17:00:00,50 °F,94%,113.886,478.8,0.0,3.0,1037.0
2007-01-08 18:00:00,50 °F,94%,174.478,742.4,0.0,0.0,1016.0
2007-01-08 19:00:00,52 °F,94%,167.644,718.6,0.0,41.0,1015.0
2007-01-08 20:00:00,52 °F,94%,205.502,871.0,0.0,5.0,1027.0
2007-01-08 21:00:00,54 °F,94%,150.458,632.4,0.0,40.0,411.0
2007-01-08 22:00:00,55 °F,88%,58.198,240.6,0.0,0.0,0.0
2007-01-08 23:00:00,55 °F,88%,19.964,94.6,0.0,43.0,0.0
2007-01-09 00:00:00,55 °F,88%,16.19,72.8,0.0,0.0,0.0
2007-01-09 01:00:00,55 °F,94%,18.71,89.0,0.0,40.0,0.0
2007-01-09 02:00:00,55 °F,88%,17.244,78.39999999999999,0.0,0.0,0.0
2007-01-09 03:00:00,55 °F,88%,28.18,124.4,0.0,30.0,129.0
2007-01-09 04:00:00,55 °F,88%,39.672,169.79999999999998,0.0,10.0,374.0
2007-01-09 05:00:00,55 °F,88%,16.47,76.8,0.0,3.0,0.0
2007-01-09 06:00:00,55 °F,88%,67.408,288.6,0.0,36.0,352.0
2007-01-09 07:00:00,54 °F,94%,143.218,600.0,15.0,0.0,1047.0
2007-01-09 08:00:00,54 °F,94%,128.136,536.0,559.0,39.0,1054.0
2007-01-09 09:00:00,55 °F,88%,112.102,468.8,565.0,0.0,1043.0
2007-01-09 10:00:00,54 °F,94%,80.95400000000001,337.6,0.0,30.0,1044.0
2007-01-09 11:00:00,54 °F,94%,56.084,233.6,0.0,8.0,667.0
2007-01-09 12:00:00,55 °F,88%,16.616,74.6,0.0,0.0,0.0
2007-01-09 13:00:00,55 °F,82%,18.094,82.8,0.0,39.0,0.0
2007-01-09 14:00:00,57 °F,77%,16.0,73.8,0.0,0.0,0.0
2007-01-09 15:00:00,57 °F,77%,33.89,156.2,0.0,42.0,90.0
2007-01-09 16:00:00,57 °F,72%,88.28,362.8,0.0,0.0,1069.0
2007-01-09 17:00:00,55 °F,77%,126.376,539.6,0.0,23.0,1038.0
2007-01-09 18:00:00,54 °F,82%,142.384,605.2,0.0,17.0,1035.0
2007-01-09 19:00:00,54 °F,82%,137.248,581.2,194.0,514.0,171.0
2007-01-09 20:00:00,52 °F,88%,192.636,818.4,355.0,887.0,189.0
2007-01-09 21:00:00,54 °F,82%,197.548,838.8,0.0,1118.0,488.0
2007-01-09 22:00:00,54 °F,82%,77.476,318.8,0.0,154.0,0.0
2007-01-09 23:00:00,52 °F,82%,98.138,422.4,0.0,1277.0,0.0
2007-01-10 00:00:00,52 °F,82%,31.074,138.0,0.0,63.0,187.0
2007-01-10 01:00:00,52 °F,88%,39.234,166.20000000000002,0.0,9.0,376.0
2007-01-10 02:00:00,52 °F,82%,20.422,97.2,0.0,51.0,0.0
2007-01-10 03:00:00,52 °F,82%,16.162,73.4,0.0,10.0,0.0
2007-01-10 04:00:00,52 °F,82%,20.814,99.0,0.0,50.0,0.0
2007-01-10 05:00:00,50 °F,82%,16.078,73.0,0.0,11.0,0.0
2007-01-10 06:00:00,48 °F,87%,53.856,235.4,0.0,36.0,145.0
2007-01-10 07:00:00,50 °F,82%,141.774,592.0,0.0,12.0,1055.0
2007-01-10 08:00:00,50 °F,82%,178.376,746.8,0.0,1.0,1046.0
2007-01-10 09:00:00,50 °F,82%,119.714,501.6,0.0,573.0,1047.0
2007-01-10 10:00:00,50 °F,87%,85.626,355.0,0.0,66.0,1052.0
2007-01-10 11:00:00,50 °F,87%,238.246,1009.8,771.0,1897.0,960.0
2007-01-10 12:00:00,52 °F,88%,85.846,357.6,0.0,257.0,887.0
2007-01-10 13:00:00,54 °F,82%,33.226,152.6,0.0,38.0,30.0
2007-01-10 14:00:00,55 °F,77%,101.724,434.4,0.0,1088.0,11.0
2007-01-10 15:00:00,54 °F,82%,77.474,320.2,0.0,96.0,605.0
2007-01-10 16:00:00,54 °F,88%,41.012,180.6,0.0,65.0,0.0
2007-01-10 17:00:00,54 °F,82%,109.464,465.4,0.0,17.0,118.0
2007-01-10 18:00:00,50 °F,76%,201.864,849.0,0.0,42.0,1041.0
2007-01-10 19:00:00,46 °F,81%,191.414,817.0,0.0,2.0,1016.0
2007-01-10 20:00:00,45 °F,81%,176.036,752.4,0.0,36.0,1016.0
2007-01-10 21:00:00,41 °F,87%,101.682,424.4,0.0,0.0,420.0
2007-01-10 22:00:00,43 °F,87%,51.114,212.8,0.0,36.0,0.0
2007-01-10 23:00:00,41 °F,87%,22.568,101.4,0.0,0.0,0.0
2007-01-11 00:00:00,41 °F,87%,20.19,97.8,0.0,35.0,0.0
2007-01-11 01:00:00,39 °F,93%,15.276,70.6,0.0,0.0,0.0
2007-01-11 02:00:00,39 °F,93%,18.52,88.4,0.0,28.0,0.0
2007-01-11 03:00:00,39 °F,93%,53.53,224.4,0.0,7.0,614.0
2007-01-11 04:00:00,39 °F,93%,16.23,74.6,0.0,6.0,0.0
2007-01-11 05:00:00,39 °F,93%,17.855999999999998,82.8,0.0,29.0,0.0
2007-01-11 06:00:00,41 °F,87%,44.182,193.0,0.0,0.0,175.0
2007-01-11 07:00:00,41 °F,87%,162.13,676.2,0.0,34.0,1054.0
2007-01-11 08:00:00,41 °F,87%,150.316,630.2,841.0,0.0,1060.0
2007-01-11 09:00:00,43 °F,81%,82.212,338.2,0.0,34.0,1065.0
2007-01-11 10:00:00,45 °F,76%,82.184,338.8,0.0,0.0,1060.0
2007-01-11 11:00:00,45 °F,81%,69.11,285.2,0.0,16.0,871.0
2007-01-11 12:00:00,46 °F,81%,18.02,85.2,0.0,19.0,0.0
2007-01-11 13:00:00,48 °F,82%,23.712,110.6,0.0,0.0,0.0
2007-01-11 14:00:00,50 °F,76%,19.632,92.6,0.0,35.0,0.0
2007-01-11 15:00:00,48 °F,87%,32.498,141.8,0.0,0.0,225.0
2007-01-11 16:00:00,50 °F,82%,156.792,654.0,0.0,365.0,1065.0
2007-01-11 17:00:00,52 °F,82%,194.294,821.2,0.0,17.0,1027.0
2007-01-11 18:00:00,52 °F,82%,232.148,990.0,0.0,34.0,1026.0
2007-01-11 19:00:00,52 °F,88%,287.052,1232.2,537.0,579.0,1010.0
2007-01-11 20:00:00,52 °F,88%,222.376,957.8,0.0,833.0,1007.0
2007-01-11 21:00:00,54 °F,88%,172.822,727.2,0.0,41.0,1035.0
2007-01-11 22:00:00,52 °F,88%,86.886,358.2,0.0,33.0,121.0
2007-01-11 23:00:00,52 °F,82%,77.226,317.0,0.0,25.0,0.0
2007-01-12 00:00:00,50 °F,82%,35.126,152.8,0.0,19.0,0.0
2007-01-12 01:00:00,48 °F,87%,18.734,86.6,0.0,39.0,0.0
2007-01-12 02:00:00,48 °F,82%,18.144,84.2,0.0,10.0,0.0
2007-01-12 03:00:00,46 °F,81%,19.294,92.0,0.0,44.0,0.0
2007-01-12 04:00:00,46 °F,81%,17.582,80.2,0.0,0.0,0.0
2007-01-12 05:00:00,45 °F,81%,48.74,208.2,0.0,35.0,515.0
2007-01-12 06:00:00,43 °F,93%,87.086,365.2,0.0,0.0,675.0
2007-01-12 07:00:00,43 °F,93%,169.95,707.6,0.0,24.0,1058.0
2007-01-12 08:00:00,43 °F,93%,119.636,497.4,0.0,16.0,1061.0
2007-01-12 09:00:00,43 °F,93%,80.892,333.8,0.0,24.0,1061.0
2007-01-12 10:00:00,46 °F,87%,54.41,229.2,0.0,12.0,624.0
2007-01-12 11:00:00,48 °F,87%,16.91,76.2,0.0,16.0,0.0
2007-01-12 12:00:00,50 °F,87%,17.676,82.8,0.0,19.0,0.0
2007-01-12 13:00:00,52 °F,82%,15.232,71.0,0.0,0.0,0.0
2007-01-12 14:00:00,52 °F,82%,20.094,101.2,0.0,36.0,0.0
2007-01-12 15:00:00,54 °F,77%,15.704,73.6,0.0,0.0,0.0
2007-01-12 16:00:00,54 °F,77%,19.24,91.4,0.0,36.0,0.0
2007-01-12 17:00:00,54 °F,82%,34.362,143.4,0.0,0.0,0.0
2007-01-12 18:00:00,54 °F,82%,152.94,639.6,0.0,35.0,1038.0
2007-01-12 19:00:00,54 °F,88%,134.094,562.0,0.0,3.0,1035.0
2007-01-12 20:00:00,54 °F,88%,137.704,577.1999999999999,0.0,8.0,1042.0
2007-01-12 21:00:00,54 °F,88%,90.764,379.2,0.0,27.0,167.0
2007-01-12 22:00:00,54 °F,88%,89.026,370.8,0.0,0.0,0.0
2007-01-12 23:00:00,54 °F,88%,47.956,199.6,0.0,36.0,0.0
2007-01-13 00:00:00,54 °F,88%,53.304,223.6,0.0,0.0,613.0
2007-01-13 01:00:00,54 °F,88%,19.004,91.2,0.0,36.0,0.0
2007-01-13 02:00:00,54 °F,88%,15.386,72.8,0.0,0.0,0.0
2007-01-13 03:00:00,54 °F,88%,17.872,84.6,0.0,16.0,0.0
2007-01-13 04:00:00,54 °F,88%,17.34,80.4,0.0,19.0,0.0
2007-01-13 05:00:00,54 °F,82%,15.876,71.2,0.0,0.0,0.0
2007-01-13 06:00:00,52 °F,88%,18.91,87.0,0.0,36.0,0.0
2007-01-13 07:00:00,52 °F,88%,107.558,449.0,0.0,0.0,670.0
2007-01-13 08:00:00,50 °F,94%,159.332,673.8,575.0,343.0,388.0
2007-01-13 09:00:00,50 °F,94%,102.954,437.0,579.0,10.0,266.0
2007-01-13 10:00:00,50 °F,94%,190.202,816.4,946.0,119.0,70.0
2007-01-13 11:00:00,52 °F,88%,213.784,914.0,582.0,452.0,1025.0
2007-01-13 12:00:00,50 °F,94%,118.21,499.0,28.0,949.0,52.0
2007-01-13 13:00:00,52 °F,88%,98.352,419.0,14.0,761.0,0.0
2007-01-13 14:00:00,52 °F,88%,97.782,408.8,449.0,38.0,663.0
2007-01-13 15:00:00,52 °F,88%,124.3,512.4,487.0,52.0,877.0
2007-01-13 16:00:00,52 °F,88%,123.458,507.8,0.0,10.0,1074.0
2007-01-13 17:00:00,52 °F,82%,167.884,708.8,0.0,48.0,798.0
2007-01-13 18:00:00,52 °F,82%,113.286,477.0,0.0,8.0,0.0
2007-01-13 19:00:00,50 °F,94%,189.27,806.6,0.0,26.0,843.0
2007-01-13 20:00:00,50 °F,94%,270.726,1159.2,1157.0,12.0,1006.0
2007-01-13 21:00:00,50 °F,94%,298.888,1286.0,643.0,17.0,998.0
2007-01-13 22:00:00,50 °F,94%,348.856,1519.4,1424.0,23.0,986.0
2007-01-13 23:00:00,50 °F,94%,304.28,1307.4,922.0,0.0,1012.0
2007-01-14 00:00:00,50 °F,87%,200.434,857.0,0.0,40.0,249.0
2007-01-14 01:00:00,52 °F,82%,174.96,739.8,0.0,0.0,24.0
2007-01-14 02:00:00,50 °F,94%,172.766,738.4,647.0,36.0,737.0
2007-01-14 03:00:00,50 °F,94%,67.304,305.4,0.0,3.0,0.0
2007-01-14 04:00:00,50 °F,87%,68.054,307.0,0.0,3.0,0.0
2007-01-14 05:00:00,48 °F,82%,71.646,323.8,0.0,36.0,0.0
2007-01-14 06:00:00,43 °F,87%,94.566,414.6,0.0,0.0,0.0
2007-01-14 07:00:00,41 °F,93%,68.464,311.0,0.0,37.0,0.0
2007-01-14 08:00:00,39 °F,93%,78.91,352.2,0.0,0.0,0.0
2007-01-14 09:00:00,39 °F,93%,133.562,573.0,0.0,11.0,686.0
2007-01-14 10:00:00,45 °F,93%,104.182,448.8,0.0,79.0,730.0
2007-01-14 11:00:00,48 °F,82%,60.514,263.6,0.0,245.0,376.0
2007-01-14 12:00:00,50 °F,76%,42.75,195.0,0.0,329.0,0.0
2007-01-14 13:00:00,52 °F,62%,77.922,330.0,0.0,2.0,709.0
2007-01-14 14:00:00,52 °F,62%,109.648,459.0,0.0,28.0,1078.0
2007-01-14 15:00:00,54 °F,58%,125.824,520.2,506.0,64.0,1079.0
2007-01-14 16:00:00,54 °F,58%,205.548,867.4,623.0,1347.0,445.0
2007-01-14 17:00:00,48 °F,71%,252.668,1086.2,1.0,1604.0,705.0
2007-01-14 18:00:00,43 °F,87%,212.336,910.6,0.0,241.0,985.0
2007-01-14 19:00:00,41 °F,87%,197.49,851.8,0.0,30.0,999.0
2007-01-14 20:00:00,41 °F,87%,191.574,817.8,0.0,28.0,1005.0
2007-01-14 21:00:00,37 °F,93%,126.458,531.6,0.0,0.0,1034.0
