Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2008-01-02,5:30 AM,32 °F,28 °F,87%,E,13 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2008-01-02,6:00 AM,32 °F,28 °F,87%,E,12 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2008-01-02,6:30 AM,32 °F,28 °F,87%,E,12 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2008-01-02,7:00 AM,32 °F,28 °F,87%,E,12 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2008-01-02,7:30 AM,32 °F,28 °F,87%,E,15 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2008-01-02,8:00 AM,32 °F,28 °F,87%,E,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2008-01-02,8:30 AM,32 °F,27 °F,80%,E,15 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2008-01-02,9:00 AM,32 °F,28 °F,87%,E,13 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2008-01-02,9:30 AM,32 °F,27 °F,80%,E,13 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2008-01-02,10:00 AM,32 °F,27 °F,80%,E,12 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2008-01-02,11:00 AM,32 °F,28 °F,87%,E,13 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2008-01-02,11:30 AM,34 °F,28 °F,81%,E,14 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2008-01-02,12:00 PM,34 °F,28 °F,81%,E,16 mph,0 mph,29.60 in,0.0 in,Partly Cloudy
2008-01-02,12:30 PM,34 °F,28 °F,81%,E,15 mph,0 mph,29.60 in,0.0 in,Partly Cloudy
2008-01-02,1:00 PM,34 °F,27 °F,75%,E,12 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
2008-01-02,1:30 PM,34 °F,27 °F,75%,E,13 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
2008-01-02,2:00 PM,36 °F,28 °F,75%,E,13 mph,0 mph,29.55 in,0.0 in,Partly Cloudy
2008-01-02,3:00 PM,34 °F,27 °F,75%,E,14 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2008-01-02,3:30 PM,34 °F,27 °F,75%,E,9 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2008-01-02,4:00 PM,34 °F,27 °F,75%,E,12 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2008-01-02,4:30 PM,32 °F,27 °F,80%,E,9 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2008-01-02,5:00 PM,32 °F,27 °F,80%,E,10 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy
2008-01-02,5:30 PM,32 °F,27 °F,80%,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2008-01-02,6:00 PM,32 °F,25 °F,75%,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2008-01-02,6:30 PM,32 °F,25 °F,75%,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2008-01-02,7:00 PM,30 °F,25 °F,80%,E,8 mph,0 mph,29.46 in,0.0 in,Fair
2008-01-02,7:30 PM,32 °F,25 °F,75%,E,8 mph,0 mph,29.46 in,0.0 in,Fair
2008-01-02,8:00 PM,30 °F,25 °F,80%,E,8 mph,0 mph,29.43 in,0.0 in,Fair
2008-01-02,8:30 PM,30 °F,25 °F,80%,E,9 mph,0 mph,29.43 in,0.0 in,Fair
2008-01-02,9:00 PM,30 °F,25 °F,80%,ENE,8 mph,0 mph,29.43 in,0.0 in,Fair
2008-01-02,9:30 PM,30 °F,25 °F,80%,ENE,8 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-02,10:00 PM,30 °F,25 °F,80%,ENE,7 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-02,10:30 PM,30 °F,25 °F,80%,E,8 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-02,11:00 PM,30 °F,25 °F,80%,ENE,6 mph,0 mph,29.37 in,0.0 in,Fair
2008-01-02,11:30 PM,30 °F,25 °F,80%,ENE,6 mph,0 mph,29.37 in,0.0 in,Fair
2008-01-03,12:00 AM,28 °F,25 °F,86%,ENE,6 mph,0 mph,29.37 in,0.0 in,Fair
2008-01-03,12:30 AM,28 °F,25 °F,86%,ENE,6 mph,0 mph,29.37 in,0.0 in,Fair
2008-01-03,1:00 AM,28 °F,25 °F,86%,ENE,5 mph,0 mph,29.34 in,0.0 in,Fair
2008-01-03,1:30 AM,28 °F,25 °F,86%,ENE,3 mph,0 mph,29.34 in,0.0 in,Fair
2008-01-03,2:00 AM,28 °F,25 °F,86%,ENE,6 mph,0 mph,29.31 in,0.0 in,Fair
2008-01-03,2:30 AM,30 °F,25 °F,80%,ENE,7 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-03,3:00 AM,30 °F,25 °F,80%,E,6 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-03,3:30 AM,30 °F,25 °F,80%,E,6 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-03,4:00 AM,30 °F,27 °F,86%,E,6 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-03,5:00 AM,30 °F,27 °F,86%,E,8 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-03,5:30 AM,30 °F,28 °F,93%,E,7 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy
2008-01-03,6:00 AM,30 °F,28 °F,93%,E,6 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy
2008-01-03,6:30 AM,30 °F,28 °F,93%,E,6 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2008-01-03,7:00 AM,30 °F,30 °F,100%,E,6 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2008-01-03,7:30 AM,32 °F,30 °F,93%,E,7 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2008-01-03,8:00 AM,32 °F,30 °F,93%,E,6 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2008-01-03,8:30 AM,32 °F,30 °F,93%,E,5 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2008-01-03,9:00 AM,32 °F,0 °F,100%,E,7 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2008-01-03,9:30 AM,32 °F,0 °F,100%,E,7 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2008-01-03,10:00 AM,34 °F,0 °F,93%,E,5 mph,0 mph,29.17 in,0.0 in,Cloudy
2008-01-03,10:30 AM,34 °F,34 °F,100%,E,3 mph,0 mph,29.17 in,0.0 in,Cloudy
2008-01-03,11:00 AM,34 °F,34 °F,100%,E,6 mph,0 mph,29.17 in,0.0 in,Cloudy
2008-01-03,11:30 AM,36 °F,34 °F,93%,E,7 mph,0 mph,29.17 in,0.0 in,Cloudy
2008-01-03,12:00 PM,36 °F,36 °F,100%,E,3 mph,0 mph,29.14 in,0.0 in,Cloudy
2008-01-03,12:30 PM,37 °F,36 °F,93%,E,5 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
2008-01-03,1:00 PM,37 °F,36 °F,93%,E,6 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
2008-01-03,1:30 PM,37 °F,36 °F,93%,E,5 mph,0 mph,29.11 in,0.0 in,Mostly Cloudy
2008-01-03,2:00 PM,39 °F,37 °F,93%,E,6 mph,0 mph,29.11 in,0.0 in,Mostly Cloudy
2008-01-03,2:30 PM,39 °F,37 °F,93%,E,7 mph,0 mph,29.11 in,0.0 in,Mostly Cloudy
2008-01-03,3:00 PM,39 °F,37 °F,93%,E,6 mph,0 mph,29.11 in,0.0 in,Mostly Cloudy
2008-01-03,3:30 PM,39 °F,37 °F,93%,E,5 mph,0 mph,29.11 in,0.0 in,Cloudy
2008-01-03,4:00 PM,39 °F,37 °F,93%,E,7 mph,0 mph,29.11 in,0.0 in,Cloudy
2008-01-03,4:30 PM,39 °F,37 °F,93%,E,7 mph,0 mph,29.11 in,0.0 in,Cloudy
2008-01-03,5:00 PM,39 °F,37 °F,93%,E,6 mph,0 mph,29.14 in,0.0 in,Fair
2008-01-03,6:00 PM,39 °F,37 °F,93%,ENE,6 mph,0 mph,29.14 in,0.0 in,Fair
2008-01-03,6:30 PM,39 °F,36 °F,87%,E,7 mph,0 mph,29.17 in,0.0 in,Fair
2008-01-03,7:00 PM,37 °F,36 °F,93%,E,7 mph,0 mph,29.17 in,0.0 in,Fair
2008-01-03,7:30 PM,37 °F,36 °F,93%,E,7 mph,0 mph,29.17 in,0.0 in,Fair
2008-01-03,8:00 PM,37 °F,36 °F,93%,E,5 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2008-01-03,8:30 PM,39 °F,36 °F,87%,ENE,5 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2008-01-03,9:00 PM,39 °F,36 °F,87%,ENE,5 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2008-01-03,9:30 PM,39 °F,36 °F,87%,ENE,5 mph,0 mph,29.17 in,0.0 in,Fair
2008-01-03,10:00 PM,39 °F,36 °F,87%,ENE,5 mph,0 mph,29.20 in,0.0 in,Fair
2008-01-03,10:30 PM,39 °F,36 °F,87%,ENE,5 mph,0 mph,29.20 in,0.0 in,Fair
2008-01-03,11:00 PM,39 °F,36 °F,87%,E,5 mph,0 mph,29.22 in,0.0 in,Fair
2008-01-03,11:30 PM,39 °F,36 °F,87%,ESE,3 mph,0 mph,29.22 in,0.0 in,Fair
2008-01-04,12:00 AM,39 °F,36 °F,87%,VAR,1 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy
2008-01-04,12:30 AM,39 °F,37 °F,93%,CALM,0 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy
2008-01-04,1:00 AM,39 °F,37 °F,93%,CALM,0 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-04,1:30 AM,39 °F,37 °F,93%,VAR,1 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-04,2:00 AM,39 °F,37 °F,93%,CALM,0 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-04,2:30 AM,39 °F,37 °F,93%,E,5 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-04,3:00 AM,41 °F,39 °F,93%,VAR,2 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-04,3:30 AM,41 °F,39 °F,93%,E,1 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-04,4:00 AM,41 °F,39 °F,93%,CALM,0 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-04,4:30 AM,41 °F,39 °F,93%,CALM,0 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-04,5:00 AM,41 °F,39 °F,93%,ENE,2 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-04,5:30 AM,41 °F,39 °F,93%,E,3 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-04,6:00 AM,43 °F,41 °F,93%,VAR,2 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-04,6:30 AM,43 °F,41 °F,93%,SSE,3 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-04,7:00 AM,43 °F,41 °F,93%,VAR,2 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,7:30 AM,43 °F,41 °F,93%,SE,9 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,8:00 AM,43 °F,41 °F,93%,SE,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,8:30 AM,43 °F,41 °F,93%,ESE,6 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,9:00 AM,43 °F,41 °F,93%,ESE,3 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,9:30 AM,43 °F,41 °F,93%,ESE,5 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,10:00 AM,43 °F,41 °F,93%,SE,5 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,10:30 AM,45 °F,41 °F,87%,SE,6 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-04,11:00 AM,45 °F,41 °F,87%,SSE,7 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-04,11:30 AM,46 °F,41 °F,81%,SSE,8 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-04,12:00 PM,48 °F,41 °F,76%,SSE,9 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,12:30 PM,48 °F,41 °F,76%,SSE,9 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,1:00 PM,48 °F,41 °F,76%,SSE,8 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,1:30 PM,50 °F,41 °F,71%,S,12 mph,0 mph,29.37 in,0.0 in,Partly Cloudy
2008-01-04,2:00 PM,50 °F,41 °F,71%,S,13 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,2:30 PM,50 °F,43 °F,76%,S,14 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,3:00 PM,50 °F,43 °F,76%,S,12 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,3:30 PM,50 °F,43 °F,76%,S,16 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,4:00 PM,48 °F,43 °F,82%,S,13 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,4:30 PM,48 °F,43 °F,82%,S,13 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,5:00 PM,48 °F,43 °F,82%,S,14 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,5:30 PM,48 °F,43 °F,82%,S,13 mph,0 mph,29.37 in,0.0 in,Cloudy
2008-01-04,6:00 PM,48 °F,43 °F,82%,S,14 mph,0 mph,29.37 in,0.0 in,Cloudy
2008-01-04,6:30 PM,48 °F,45 °F,87%,S,15 mph,29 mph,29.37 in,0.0 in,Cloudy
2008-01-04,7:00 PM,48 °F,45 °F,87%,S,14 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,7:30 PM,48 °F,45 °F,87%,S,16 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,8:00 PM,48 °F,45 °F,87%,S,13 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,8:30 PM,48 °F,45 °F,87%,S,15 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,9:00 PM,48 °F,45 °F,87%,SSW,15 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-04,9:30 PM,48 °F,46 °F,93%,SSW,16 mph,28 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,10:00 PM,48 °F,46 °F,93%,SSW,16 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,10:30 PM,48 °F,45 °F,87%,SSW,18 mph,32 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,11:00 PM,48 °F,46 °F,93%,SSW,16 mph,28 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-04,11:30 PM,48 °F,46 °F,93%,SSW,20 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,12:00 AM,48 °F,46 °F,93%,SSW,18 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,12:30 AM,48 °F,46 °F,93%,SSW,20 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,1:00 AM,48 °F,46 °F,93%,SSW,20 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-05,1:30 AM,48 °F,46 °F,93%,SSW,24 mph,36 mph,29.28 in,0.0 in,Mostly Cloudy / Windy
2008-01-05,2:00 AM,48 °F,46 °F,93%,SSW,20 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-05,2:30 AM,48 °F,46 °F,93%,SSW,22 mph,36 mph,29.28 in,0.0 in,Mostly Cloudy / Windy
2008-01-05,3:00 AM,48 °F,45 °F,87%,SSW,23 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy / Windy
2008-01-05,3:30 AM,48 °F,45 °F,87%,S,20 mph,31 mph,29.25 in,0.0 in,Mostly Cloudy
2008-01-05,4:00 AM,48 °F,46 °F,93%,S,21 mph,32 mph,29.25 in,0.0 in,Mostly Cloudy / Windy
2008-01-05,4:30 AM,48 °F,46 °F,93%,WSW,20 mph,36 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-05,5:00 AM,46 °F,45 °F,93%,WSW,12 mph,0 mph,29.28 in,0.0 in,Cloudy
2008-01-05,5:30 AM,45 °F,43 °F,93%,S,13 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2008-01-05,6:00 AM,43 °F,41 °F,93%,SSW,10 mph,0 mph,29.28 in,0.0 in,Partly Cloudy
2008-01-05,6:30 AM,43 °F,41 °F,93%,SSW,10 mph,0 mph,29.31 in,0.0 in,Partly Cloudy
2008-01-05,7:00 AM,43 °F,41 °F,93%,SSW,8 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-05,7:30 AM,43 °F,41 °F,93%,SSW,8 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
2008-01-05,8:00 AM,43 °F,43 °F,100%,SSW,10 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,8:30 AM,45 °F,43 °F,93%,SW,10 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,9:00 AM,45 °F,43 °F,93%,SW,12 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,9:30 AM,45 °F,43 °F,93%,SSW,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,10:00 AM,45 °F,43 °F,93%,SSW,9 mph,0 mph,29.37 in,0.0 in,Partly Cloudy
2008-01-05,10:30 AM,46 °F,43 °F,87%,SSW,12 mph,0 mph,29.40 in,0.0 in,Partly Cloudy
2008-01-05,11:00 AM,46 °F,43 °F,87%,SW,12 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,11:30 AM,46 °F,43 °F,87%,SW,15 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-05,12:00 PM,48 °F,45 °F,87%,SW,15 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-05,12:30 PM,48 °F,43 °F,82%,SW,15 mph,26 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,1:00 PM,48 °F,43 °F,82%,SW,13 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,1:30 PM,48 °F,43 °F,82%,SW,12 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,2:00 PM,48 °F,43 °F,82%,SW,12 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,2:30 PM,48 °F,45 °F,87%,SW,14 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,3:00 PM,48 °F,45 °F,87%,SW,16 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,3:30 PM,48 °F,45 °F,87%,SW,14 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2008-01-05,4:00 PM,48 °F,45 °F,87%,SW,10 mph,0 mph,29.40 in,0.0 in,Fair
2008-01-05,4:30 PM,48 °F,43 °F,82%,SSW,12 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,5:00 PM,48 °F,43 °F,82%,SSW,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,5:30 PM,48 °F,45 °F,87%,S,8 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,6:00 PM,48 °F,46 °F,93%,SSW,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,6:30 PM,48 °F,46 °F,93%,SSW,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,7:00 PM,48 °F,46 °F,93%,SSW,9 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2008-01-05,7:30 PM,48 °F,45 °F,87%,SSW,10 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,8:00 PM,48 °F,45 °F,87%,SSW,12 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,8:30 PM,48 °F,45 °F,87%,SSW,12 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2008-01-05,9:00 PM,48 °F,45 °F,87%,SW,12 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
