Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2007-01-02,9:00 PM,45 °F,39 °F,81 %,W,12 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2007-01-02,9:30 PM,45 °F,39 °F,81 %,W,10 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2007-01-02,10:00 PM,45 °F,39 °F,81 %,WSW,8 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2007-01-02,10:30 PM,45 °F,41 °F,87 %,WSW,8 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2007-01-02,11:00 PM,45 °F,41 °F,87 %,W,10 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-02,11:30 PM,45 °F,41 °F,87 %,W,8 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,12:00 AM,45 °F,41 °F,87 %,W,8 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,12:30 AM,45 °F,41 °F,87 %,W,9 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,1:00 AM,45 °F,41 °F,87 %,W,9 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,1:30 AM,45 °F,41 °F,87 %,W,8 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,2:00 AM,43 °F,39 °F,87 %,W,9 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,2:30 AM,43 °F,39 °F,87 %,W,9 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,3:00 AM,41 °F,37 °F,87 %,W,9 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,3:30 AM,39 °F,37 °F,93 %,WSW,7 mph,0 mph,30.19 in,0.0 in,Partly Cloudy
2007-01-03,4:00 AM,41 °F,37 °F,87 %,WSW,9 mph,0 mph,30.19 in,0.0 in,Mostly Cloudy
2007-01-03,4:30 AM,41 °F,37 °F,87 %,W,8 mph,0 mph,30.19 in,0.0 in,Mostly Cloudy
2007-01-03,5:00 AM,39 °F,37 °F,93 %,WSW,6 mph,0 mph,30.16 in,0.0 in,Partly Cloudy
2007-01-03,5:30 AM,39 °F,37 °F,93 %,SW,6 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,6:00 AM,39 °F,37 °F,93 %,WSW,7 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,6:30 AM,39 °F,37 °F,93 %,SW,8 mph,0 mph,30.16 in,0.0 in,Mostly Cloudy
2007-01-03,7:00 AM,41 °F,37 °F,87 %,SW,5 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,7:30 AM,41 °F,37 °F,87 %,WSW,6 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,8:00 AM,39 °F,37 °F,93 %,SW,5 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,8:30 AM,39 °F,37 °F,93 %,SW,7 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,9:00 AM,39 °F,37 °F,93 %,SW,6 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,9:30 AM,41 °F,37 °F,87 %,SSW,5 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,10:00 AM,41 °F,37 °F,87 %,S,6 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,10:30 AM,41 °F,37 °F,87 %,S,8 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,11:00 AM,43 °F,39 °F,87 %,S,10 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,11:30 AM,43 °F,39 °F,87 %,S,10 mph,0 mph,30.16 in,0.0 in,Fair
2007-01-03,12:00 PM,43 °F,39 °F,87 %,S,13 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,12:30 PM,45 °F,41 °F,87 %,S,9 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,1:00 PM,45 °F,41 °F,87 %,S,9 mph,0 mph,30.13 in,0.0 in,Mostly Cloudy
2007-01-03,1:34 PM,45 °F,41 °F,87 %,S,10 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2007-01-03,2:00 PM,45 °F,41 °F,87 %,SSW,12 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2007-01-03,2:30 PM,45 °F,41 °F,87 %,S,9 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2007-01-03,3:00 PM,45 °F,41 °F,87 %,SSW,10 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2007-01-03,3:30 PM,45 °F,43 °F,93 %,SSW,8 mph,0 mph,30.04 in,0.0 in,Cloudy
2007-01-03,4:10 PM,46 °F,43 °F,87 %,SSW,10 mph,0 mph,30.01 in,0.0 in,Cloudy
2007-01-03,4:30 PM,46 °F,43 °F,87 %,SSW,10 mph,0 mph,30.01 in,0.0 in,Cloudy
2007-01-03,5:00 PM,46 °F,43 °F,87 %,S,12 mph,0 mph,30.01 in,0.0 in,Cloudy
2007-01-03,5:30 PM,45 °F,43 °F,93 %,S,13 mph,0 mph,29.98 in,0.0 in,Cloudy
2007-01-03,6:04 PM,45 °F,41 °F,87 %,S,12 mph,0 mph,29.98 in,0.0 in,Cloudy
2007-01-03,6:30 PM,45 °F,41 °F,87 %,S,15 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2007-01-03,7:00 PM,45 °F,41 °F,87 %,S,13 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
2007-01-03,7:30 PM,45 °F,41 °F,87 %,S,13 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
2007-01-03,8:00 PM,45 °F,41 °F,87 %,S,14 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2007-01-03,8:30 PM,45 °F,41 °F,87 %,S,13 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2007-01-03,9:00 PM,45 °F,41 °F,87 %,S,14 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-03,9:30 PM,45 °F,41 °F,87 %,S,16 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-03,10:00 PM,46 °F,41 °F,81 %,SSW,14 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-03,10:30 PM,46 °F,41 °F,81 %,SSW,10 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-03,11:00 PM,46 °F,43 °F,87 %,SSW,16 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-03,11:30 PM,46 °F,43 °F,87 %,SSW,15 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2007-01-04,12:00 AM,46 °F,43 °F,87 %,SSW,14 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2007-01-04,12:30 AM,46 °F,43 °F,87 %,SSW,15 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2007-01-04,1:00 AM,46 °F,43 °F,87 %,SSW,15 mph,28 mph,29.78 in,0.0 in,Mostly Cloudy
2007-01-04,1:30 AM,46 °F,43 °F,87 %,SSW,13 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2007-01-04,2:00 AM,46 °F,43 °F,87 %,S,12 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2007-01-04,2:30 AM,46 °F,43 °F,87 %,SSW,15 mph,26 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,3:00 AM,45 °F,43 °F,93 %,SSW,15 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,3:30 AM,45 °F,43 °F,93 %,SSW,17 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,4:00 AM,45 °F,43 °F,93 %,SSW,15 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,4:30 AM,45 °F,43 °F,93 %,SSW,14 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,5:00 AM,45 °F,43 °F,93 %,SSW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,5:30 AM,46 °F,45 °F,93 %,SSW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,6:00 AM,46 °F,45 °F,93 %,SSW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,6:30 AM,46 °F,45 °F,93 %,SSW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,7:00 AM,46 °F,45 °F,93 %,SSW,10 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2007-01-04,7:30 AM,48 °F,46 °F,93 %,SW,10 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2007-01-04,8:00 AM,48 °F,46 °F,93 %,SSW,12 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2007-01-04,8:30 AM,48 °F,46 °F,93 %,SW,12 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2007-01-04,9:00 AM,50 °F,46 °F,87 %,SW,13 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,9:30 AM,50 °F,46 °F,87 %,W,8 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-01-04,10:00 AM,48 °F,46 °F,93 %,WSW,12 mph,0 mph,29.66 in,0.0 in,Partly Cloudy
2007-01-04,10:30 AM,50 °F,45 °F,82 %,WSW,10 mph,0 mph,29.66 in,0.0 in,Fair
2007-01-04,11:00 AM,52 °F,46 °F,82 %,WSW,12 mph,0 mph,29.69 in,0.0 in,Partly Cloudy
2007-01-04,11:30 AM,52 °F,46 °F,82 %,WSW,13 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,12:00 PM,52 °F,45 °F,76 %,WSW,13 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,12:30 PM,52 °F,45 °F,76 %,W,14 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,1:00 PM,52 °F,45 °F,76 %,W,16 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,1:30 PM,52 °F,43 °F,71 %,W,15 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,2:00 PM,52 °F,45 °F,76 %,W,14 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,2:30 PM,52 °F,43 °F,71 %,W,14 mph,25 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,3:00 PM,52 °F,43 °F,71 %,W,15 mph,28 mph,29.69 in,0.0 in,Mostly Cloudy
2007-01-04,3:30 PM,50 °F,43 °F,76 %,W,14 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,4:00 PM,50 °F,41 °F,71 %,WSW,12 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,4:30 PM,50 °F,43 °F,76 %,W,13 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,5:00 PM,48 °F,43 °F,82 %,W,13 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2007-01-04,5:30 PM,50 °F,41 °F,71 %,W,13 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2007-01-04,6:00 PM,50 °F,41 °F,71 %,W,13 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2007-01-04,6:30 PM,50 °F,39 °F,66 %,W,13 mph,0 mph,29.78 in,0.0 in,Fair
2007-01-04,7:00 PM,50 °F,39 °F,66 %,W,10 mph,0 mph,29.78 in,0.0 in,Fair
2007-01-04,7:30 PM,48 °F,41 °F,76 %,WSW,10 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2007-01-04,8:00 PM,48 °F,41 °F,76 %,W,9 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2007-01-04,8:30 PM,48 °F,41 °F,76 %,W,10 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2007-01-04,9:00 PM,48 °F,41 °F,76 %,W,14 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2007-01-04,9:30 PM,48 °F,41 °F,76 %,W,9 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-04,10:00 PM,48 °F,41 °F,76 %,W,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-04,10:30 PM,48 °F,41 °F,76 %,W,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-04,11:00 PM,48 °F,41 °F,76 %,WSW,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-04,11:30 PM,48 °F,41 °F,76 %,WSW,6 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-05,12:00 AM,48 °F,41 °F,76 %,SW,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2007-01-05,12:30 AM,48 °F,43 °F,82 %,SW,8 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,1:00 AM,48 °F,43 °F,82 %,SW,8 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,1:30 AM,48 °F,43 °F,82 %,SW,9 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,2:00 AM,48 °F,43 °F,82 %,SW,12 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,2:30 AM,48 °F,43 °F,82 %,WSW,13 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,3:00 AM,48 °F,43 °F,82 %,WSW,9 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,3:30 AM,48 °F,43 °F,82 %,WSW,9 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,4:00 AM,48 °F,43 °F,82 %,WSW,7 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,4:30 AM,48 °F,43 °F,82 %,SW,6 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,5:00 AM,48 °F,45 °F,87 %,SW,6 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,5:30 AM,48 °F,45 °F,87 %,SW,9 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,6:00 AM,48 °F,45 °F,87 %,SW,9 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,6:30 AM,48 °F,45 °F,87 %,SW,8 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,7:00 AM,48 °F,45 °F,87 %,SW,8 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,7:30 AM,48 °F,45 °F,87 %,SW,10 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,8:00 AM,48 °F,45 °F,87 %,SW,10 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,8:30 AM,48 °F,45 °F,87 %,SW,9 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,9:30 AM,48 °F,45 °F,87 %,SSW,9 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,10:00 AM,48 °F,45 °F,87 %,SSW,12 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,10:30 AM,48 °F,45 °F,87 %,SSW,12 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,11:00 AM,48 °F,45 °F,87 %,SW,12 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2007-01-05,11:30 AM,50 °F,45 °F,82 %,SW,13 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,12:00 PM,50 °F,45 °F,82 %,SW,14 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,12:30 PM,52 °F,45 °F,76 %,SW,13 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2007-01-05,1:00 PM,52 °F,46 °F,82 %,SW,15 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,1:30 PM,52 °F,46 °F,82 %,SW,14 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,2:00 PM,52 °F,46 °F,82 %,SW,14 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,2:30 PM,52 °F,46 °F,82 %,SW,14 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,3:00 PM,52 °F,46 °F,82 %,SW,12 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,3:30 PM,52 °F,46 °F,82 %,SW,13 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2007-01-05,4:00 PM,52 °F,46 °F,82 %,SW,13 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
