datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temperature,Humidity,season
2007-01-07 22:00,127.734,529.0,0,21,1070,48,87,winter
2007-01-07 23:00,87.832,361.8,0,59,1080,48,93,winter
2007-01-08 0:00,81.628,334.2,0,18,1079,50,87,winter
2007-01-08 1:00,81.04,334.4,0,13,1066,50,87,winter
2007-01-08 2:00,83.09,341.8,0,48,1069,50,87,winter
2007-01-08 3:00,81.414,333.8,0,10,1072,50,87,winter
2007-01-08 4:00,82.554,340.2,0,51,1069,50,87,winter
2007-01-08 5:00,66.272,275.8,0,0,828,52,82,winter
2007-01-08 6:00,28.088,125.6,0,15,0,50,94,winter
2007-01-08 7:00,60.758,258.8,0,25,131,50,94,winter
2007-01-08 8:00,128.37,538.0,0,0,1013,50,94,winter
2007-01-08 9:00,99.878,419.6,0,40,750,50,94,winter
2007-01-08 10:00,77.798,323.0,0,0,1038,50,87,winter
2007-01-08 11:00,70.506,302.0,0,25,772,52,82,winter
2007-01-08 12:00,19.736,92.2,0,14,0,52,76,winter
2007-01-08 13:00,38.592,172.6,0,0,0,52,82,winter
2007-01-08 14:00,111.054,462.8,0,39,1002,52,82,winter
2007-01-08 15:00,113.106,467.6,0,0,1081,52,82,winter
2007-01-08 16:00,127.346,533.6,0,37,1071,52,88,winter
2007-01-08 17:00,113.886,478.8,0,3,1037,50,94,winter
2007-01-08 18:00,174.478,742.4,0,0,1016,50,94,winter
2007-01-08 19:00,167.644,718.6,0,41,1015,52,94,winter
2007-01-08 20:00,205.502,871.0,0,5,1027,52,94,winter
2007-01-08 21:00,150.458,632.4,0,40,411,54,94,winter
2007-01-08 22:00,58.198,240.6,0,0,0,55,88,winter
2007-01-08 23:00,19.964,94.6,0,43,0,55,88,winter
2007-01-09 0:00,16.19,72.8,0,0,0,55,88,winter
2007-01-09 1:00,18.71,89.0,0,40,0,55,94,winter
2007-01-09 2:00,17.244,78.4,0,0,0,55,88,winter
2007-01-09 3:00,28.18,124.4,0,30,129,55,88,winter
2007-01-09 4:00,39.672,169.8,0,10,374,55,88,winter
2007-01-09 5:00,16.47,76.8,0,3,0,55,88,winter
2007-01-09 6:00,67.408,288.6,0,36,352,55,88,winter
2007-01-09 7:00,143.218,600.0,15,0,1047,54,94,winter
2007-01-09 8:00,128.136,536.0,559,39,1054,54,94,winter
2007-01-09 9:00,112.102,468.8,565,0,1043,55,88,winter
2007-01-09 10:00,80.954,337.6,0,30,1044,54,94,winter
2007-01-09 11:00,56.084,233.6,0,8,667,54,94,winter
2007-01-09 12:00,16.616,74.6,0,0,0,55,88,winter
2007-01-09 13:00,18.094,82.8,0,39,0,55,82,winter
2007-01-09 14:00,16.0,73.8,0,0,0,57,77,winter
2007-01-09 15:00,33.89,156.2,0,42,90,57,77,winter
2007-01-09 16:00,88.28,362.8,0,0,1069,57,72,winter
2007-01-09 17:00,126.376,539.6,0,23,1038,55,77,winter
2007-01-09 18:00,142.384,605.2,0,17,1035,54,82,winter
2007-01-09 19:00,137.248,581.2,194,514,171,54,82,winter
2007-01-09 20:00,192.636,818.4,355,887,189,52,88,winter
2007-01-09 21:00,197.548,838.8,0,1118,488,54,82,winter
2007-01-09 22:00,77.476,318.8,0,154,0,54,82,winter
2007-01-09 23:00,98.138,422.4,0,1277,0,52,82,winter
2007-01-10 0:00,31.074,138.0,0,63,187,52,82,winter
2007-01-10 1:00,39.234,166.2,0,9,376,52,88,winter
2007-01-10 2:00,20.422,97.2,0,51,0,52,82,winter
2007-01-10 3:00,16.162,73.4,0,10,0,52,82,winter
2007-01-10 4:00,20.814,99.0,0,50,0,52,82,winter
2007-01-10 5:00,16.078,73.0,0,11,0,50,82,winter
2007-01-10 6:00,53.856,235.4,0,36,145,48,87,winter
2007-01-10 7:00,141.774,592.0,0,12,1055,50,82,winter
2007-01-10 8:00,178.376,746.8,0,1,1046,50,82,winter
2007-01-10 9:00,119.714,501.6,0,573,1047,50,82,winter
2007-01-10 10:00,85.626,355.0,0,66,1052,50,87,winter
2007-01-10 11:00,238.246,1009.8,771,1897,960,50,87,winter
2007-01-10 12:00,85.846,357.6,0,257,887,52,88,winter
2007-01-10 13:00,33.226,152.6,0,38,30,54,82,winter
2007-01-10 14:00,101.724,434.4,0,1088,11,55,77,winter
2007-01-10 15:00,77.474,320.2,0,96,605,54,82,winter
2007-01-10 16:00,41.012,180.6,0,65,0,54,88,winter
2007-01-10 17:00,109.464,465.4,0,17,118,54,82,winter
2007-01-10 18:00,201.864,849.0,0,42,1041,50,76,winter
2007-01-10 19:00,191.414,817.0,0,2,1016,46,81,winter
2007-01-10 20:00,176.036,752.4,0,36,1016,45,81,winter
2007-01-10 21:00,101.682,424.4,0,0,420,41,87,winter
2007-01-10 22:00,51.114,212.8,0,36,0,43,87,winter
2007-01-10 23:00,22.568,101.4,0,0,0,41,87,winter
2007-01-11 0:00,20.19,97.8,0,35,0,41,87,winter
2007-01-11 1:00,15.276,70.6,0,0,0,39,93,winter
2007-01-11 2:00,18.52,88.4,0,28,0,39,93,winter
2007-01-11 3:00,53.53,224.4,0,7,614,39,93,winter
2007-01-11 4:00,16.23,74.6,0,6,0,39,93,winter
2007-01-11 5:00,17.856,82.8,0,29,0,39,93,winter
2007-01-11 6:00,44.182,193.0,0,0,175,41,87,winter
2007-01-11 7:00,162.13,676.2,0,34,1054,41,87,winter
2007-01-11 8:00,150.316,630.2,841,0,1060,41,87,winter
2007-01-11 9:00,82.212,338.2,0,34,1065,43,81,winter
2007-01-11 10:00,82.184,338.8,0,0,1060,45,76,winter
2007-01-11 11:00,69.11,285.2,0,16,871,45,81,winter
2007-01-11 12:00,18.02,85.2,0,19,0,46,81,winter
2007-01-11 13:00,23.712,110.6,0,0,0,48,82,winter
2007-01-11 14:00,19.632,92.6,0,35,0,50,76,winter
2007-01-11 15:00,32.498,141.8,0,0,225,48,87,winter
2007-01-11 16:00,156.792,654.0,0,365,1065,50,82,winter
2007-01-11 17:00,194.294,821.2,0,17,1027,52,82,winter
2007-01-11 18:00,232.148,990.0,0,34,1026,52,82,winter
2007-01-11 19:00,287.052,1232.2,537,579,1010,52,88,winter
2007-01-11 20:00,222.376,957.8,0,833,1007,52,88,winter
2007-01-11 21:00,172.822,727.2,0,41,1035,54,88,winter
2007-01-11 22:00,86.886,358.2,0,33,121,52,88,winter
2007-01-11 23:00,77.226,317.0,0,25,0,52,82,winter
2007-01-12 0:00,35.126,152.8,0,19,0,50,82,winter
2007-01-12 1:00,18.734,86.6,0,39,0,48,87,winter
2007-01-12 2:00,18.144,84.2,0,10,0,48,82,winter
2007-01-12 3:00,19.294,92.0,0,44,0,46,81,winter
2007-01-12 4:00,17.582,80.2,0,0,0,46,81,winter
2007-01-12 5:00,48.74,208.2,0,35,515,45,81,winter
2007-01-12 6:00,87.086,365.2,0,0,675,43,93,winter
2007-01-12 7:00,169.95,707.6,0,24,1058,43,93,winter
2007-01-12 8:00,119.636,497.4,0,16,1061,43,93,winter
2007-01-12 9:00,80.892,333.8,0,24,1061,43,93,winter
2007-01-12 10:00,54.41,229.2,0,12,624,46,87,winter
2007-01-12 11:00,16.91,76.2,0,16,0,48,87,winter
2007-01-12 12:00,17.676,82.8,0,19,0,50,87,winter
2007-01-12 13:00,15.232,71.0,0,0,0,52,82,winter
2007-01-12 14:00,20.094,101.2,0,36,0,52,82,winter
2007-01-12 15:00,15.704,73.6,0,0,0,54,77,winter
2007-01-12 16:00,19.24,91.4,0,36,0,54,77,winter
2007-01-12 17:00,34.362,143.4,0,0,0,54,82,winter
2007-01-12 18:00,152.94,639.6,0,35,1038,54,82,winter
2007-01-12 19:00,134.094,562.0,0,3,1035,54,88,winter
2007-01-12 20:00,137.704,577.2,0,8,1042,54,88,winter
2007-01-12 21:00,90.764,379.2,0,27,167,54,88,winter
2007-01-12 22:00,89.026,370.8,0,0,0,54,88,winter
2007-01-12 23:00,47.956,199.6,0,36,0,54,88,winter
2007-01-13 0:00,53.304,223.6,0,0,613,54,88,winter
2007-01-13 1:00,19.004,91.2,0,36,0,54,88,winter
2007-01-13 2:00,15.386,72.8,0,0,0,54,88,winter
2007-01-13 3:00,17.872,84.6,0,16,0,54,88,winter
2007-01-13 4:00,17.34,80.4,0,19,0,54,88,winter
2007-01-13 5:00,15.876,71.2,0,0,0,54,82,winter
2007-01-13 6:00,18.91,87.0,0,36,0,52,88,winter
2007-01-13 7:00,107.558,449.0,0,0,670,52,88,winter
2007-01-13 8:00,159.332,673.8,575,343,388,50,94,winter
2007-01-13 9:00,102.954,437.0,579,10,266,50,94,winter
2007-01-13 10:00,190.202,816.4,946,119,70,50,94,winter
2007-01-13 11:00,213.784,914.0,582,452,1025,52,88,winter
2007-01-13 12:00,118.21,499.0,28,949,52,50,94,winter
2007-01-13 13:00,98.352,419.0,14,761,0,52,88,winter
2007-01-13 14:00,97.782,408.8,449,38,663,52,88,winter
2007-01-13 15:00,124.3,512.4,487,52,877,52,88,winter
2007-01-13 16:00,123.458,507.8,0,10,1074,52,88,winter
2007-01-13 17:00,167.884,708.8,0,48,798,52,82,winter
2007-01-13 18:00,113.286,477.0,0,8,0,52,82,winter
2007-01-13 19:00,189.27,806.6,0,26,843,50,94,winter
2007-01-13 20:00,270.726,1159.2,1157,12,1006,50,94,winter
2007-01-13 21:00,298.888,1286.0,643,17,998,50,94,winter
2007-01-13 22:00,348.856,1519.4,1424,23,986,50,94,winter
2007-01-13 23:00,304.28,1307.4,922,0,1012,50,94,winter
2007-01-14 0:00,200.434,857.0,0,40,249,50,87,winter
2007-01-14 1:00,174.96,739.8,0,0,24,52,82,winter
2007-01-14 2:00,172.766,738.4,647,36,737,50,94,winter
2007-01-14 3:00,67.304,305.4,0,3,0,50,94,winter
2007-01-14 4:00,68.054,307.0,0,3,0,50,87,winter
2007-01-14 5:00,71.646,323.8,0,36,0,48,82,winter
2007-01-14 6:00,94.566,414.6,0,0,0,43,87,winter
2007-01-14 7:00,68.464,311.0,0,37,0,41,93,winter
2007-01-14 8:00,78.91,352.2,0,0,0,39,93,winter
2007-01-14 9:00,133.562,573.0,0,11,686,39,93,winter
2007-01-14 10:00,104.182,448.8,0,79,730,45,93,winter
2007-01-14 11:00,60.514,263.6,0,245,376,48,82,winter
2007-01-14 12:00,42.75,195.0,0,329,0,50,76,winter
2007-01-14 13:00,77.922,330.0,0,2,709,52,62,winter
2007-01-14 14:00,109.648,459.0,0,28,1078,52,62,winter
2007-01-14 15:00,125.824,520.2,506,64,1079,54,58,winter
2007-01-14 16:00,205.548,867.4,623,1347,445,54,58,winter
2007-01-14 17:00,252.668,1086.2,1,1604,705,48,71,winter
2007-01-14 18:00,212.336,910.6,0,241,985,43,87,winter
2007-01-14 19:00,197.49,851.8,0,30,999,41,87,winter
2007-01-14 20:00,191.574,817.8,0,28,1005,41,87,winter
2007-01-14 21:00,126.458,531.6,0,0,1034,37,93,winter
2007-01-14 22:00,87.764,364.2,0,27,1055,37,93,winter
2007-01-14 23:00,82.472,337.0,0,25,1079,37,93,winter
2007-01-15 0:00,81.438,331.6,0,0,1076,34,93,winter
2007-01-15 1:00,80.504,331.6,0,26,1062,34,93,winter
2007-01-15 2:00,27.72,117.6,0,12,191,34,100,winter
2007-01-15 3:00,17.392,78.0,0,13,0,0,100,winter
2007-01-15 4:00,17.496,77.6,0,25,0,0,93,winter
2007-01-15 5:00,14.64,61.4,0,0,0,0,93,winter
2007-01-15 6:00,18.5,84.6,0,24,0,0,100,winter
2007-01-15 7:00,116.694,490.8,0,0,725,30,93,winter
2007-01-15 8:00,155.744,654.2,277,24,1041,0,93,winter
2007-01-15 9:00,95.7,397.2,294,2,1043,0,93,winter
2007-01-15 10:00,111.316,467.0,528,23,1043,36,93,winter
2007-01-15 11:00,82.286,340.2,0,11,1062,37,93,winter
2007-01-15 12:00,67.862,282.8,0,13,763,43,87,winter
2007-01-15 13:00,39.126,187.6,0,20,0,45,81,winter
2007-01-15 14:00,89.048,374.0,0,5,783,46,81,winter
2007-01-15 15:00,97.394,401.6,0,25,1095,46,81,winter
2007-01-15 16:00,92.54,380.0,0,0,1091,46,81,winter
2007-01-15 17:00,107.518,453.6,0,25,1042,45,87,winter
2007-01-15 18:00,134.87,566.2,0,0,1039,46,87,winter
2007-01-15 19:00,178.304,758.6,0,479,1019,46,87,winter
2007-01-15 20:00,164.554,694.2,0,0,1041,46,87,winter
2007-01-15 21:00,97.41,407.8,0,26,47,46,87,winter
2007-01-15 22:00,111.434,458.0,0,0,0,46,87,winter
2007-01-15 23:00,149.188,620.4,0,1486,0,46,87,winter
2007-01-16 0:00,23.242,106.4,0,104,0,46,87,winter
2007-01-16 1:00,17.956,78.0,0,43,0,46,87,winter
2007-01-16 2:00,18.51,84.0,0,37,0,45,93,winter
2007-01-16 3:00,17.62,79.0,0,10,0,45,87,winter
2007-01-16 4:00,47.026,198.2,0,37,492,43,93,winter
2007-01-16 5:00,24.518,106.0,0,10,133,43,93,winter
2007-01-16 6:00,42.046,182.8,0,37,36,43,93,winter
2007-01-16 7:00,149.054,620.6,1,2,1057,43,93,winter
2007-01-16 8:00,65.094,275.4,513,25,225,43,87,winter
2007-01-16 9:00,53.256,227.2,547,0,0,41,93,winter
2007-01-16 10:00,24.028,113.8,0,25,0,41,87,winter
2007-01-16 11:00,38.422,172.0,0,0,0,41,93,winter
2007-01-16 12:00,116.08,498.2,996,46,0,43,87,winter
2007-01-16 13:00,56.698,244.2,6,57,68,45,87,winter
2007-01-16 14:00,115.012,476.2,0,46,1075,46,81,winter
2007-01-16 15:00,53.408,225.8,0,35,282,48,82,winter
2007-01-16 16:00,98.938,408.6,0,30,927,48,82,winter
2007-01-16 17:00,171.69,726.8,0,25,1039,48,87,winter
2007-01-16 18:00,187.57,791.2,0,0,1032,50,82,winter
2007-01-16 19:00,117.57,497.4,0,25,217,48,87,winter
2007-01-16 20:00,83.81,361.2,0,0,0,48,87,winter
2007-01-16 21:00,84.166,354.2,0,25,0,48,87,winter
2007-01-16 22:00,57.286,237.4,0,16,0,48,87,winter
2007-01-16 23:00,23.404,100.8,0,9,0,48,93,winter
2007-01-17 0:00,17.96,80.6,0,25,0,48,93,winter
2007-01-17 1:00,14.788,61.8,0,0,0,48,93,winter
2007-01-17 2:00,51.604,214.4,0,25,563,50,94,winter
2007-01-17 3:00,16.038,67.6,0,0,0,50,94,winter
2007-01-17 4:00,17.202,76.4,0,25,0,50,94,winter
2007-01-17 5:00,15.81,67.6,0,0,0,50,94,winter
2007-01-17 6:00,52.608,227.8,0,25,123,52,88,winter
2007-01-17 7:00,134.148,558.8,0,0,1052,52,88,winter
2007-01-17 8:00,187.196,782.4,260,427,1069,52,88,winter
2007-01-17 9:00,193.628,816.6,1062,62,1059,52,88,winter
2007-01-17 10:00,245.146,1041.8,536,1843,1035,52,88,winter
2007-01-17 11:00,146.736,612.8,552,88,1058,54,82,winter
2007-01-17 12:00,104.832,435.6,0,38,1073,54,82,winter
2007-01-17 13:00,85.542,350.8,0,38,1086,55,82,winter
2007-01-17 14:00,91.782,373.6,0,75,1095,55,77,winter
2007-01-17 15:00,232.318,963.2,0,1836,1081,55,77,winter
2007-01-17 16:00,113.31,460.8,0,92,1099,54,88,winter
2007-01-17 17:00,184.012,772.4,0,1039,912,54,88,winter
2007-01-17 18:00,100.122,417.8,0,20,0,54,88,winter
2007-01-17 19:00,156.392,665.2,0,27,0,54,88,winter
2007-01-17 20:00,193.25,822.0,0,0,599,52,94,winter
2007-01-17 21:00,212.684,896.8,148,26,1013,54,88,winter
2007-01-17 22:00,163.24,680.0,387,2,1063,54,88,winter
2007-01-17 23:00,117.34,482.0,555,24,1084,52,94,winter
2007-01-18 0:00,84.1,344.8,0,19,1079,52,94,winter
2007-01-18 1:00,67.714,277.8,0,7,861,54,94,winter
2007-01-18 2:00,17.948,81.8,0,26,0,54,94,winter
2007-01-18 3:00,17.122,76.8,0,0,0,54,94,winter
2007-01-18 4:00,17.156,81.8,0,26,0,54,94,winter
2007-01-18 5:00,16.354,70.4,0,0,0,55,88,winter
2007-01-18 6:00,44.84,192.8,0,26,206,55,88,winter
2007-01-18 7:00,157.304,659.8,0,0,1044,55,94,winter
2007-01-18 8:00,99.496,416.6,0,26,1045,55,94,winter
2007-01-18 9:00,79.594,328.0,0,0,1056,57,82,winter
2007-01-18 10:00,51.968,218.8,0,26,558,55,88,winter
2007-01-18 11:00,16.778,77.8,0,6,0,57,82,winter
2007-01-18 12:00,18.302,85.2,0,20,0,57,82,winter
2007-01-18 13:00,30.366,141.2,0,14,0,57,82,winter
2007-01-18 14:00,22.322,102.4,0,12,0,57,82,winter
2007-01-18 15:00,36.77,157.6,0,23,263,57,82,winter
2007-01-18 16:00,97.984,406.4,0,2,1076,57,88,winter
2007-01-18 17:00,129.2,543.4,0,26,1032,57,88,winter
2007-01-18 18:00,188.008,796.8,0,0,1022,59,82,winter
2007-01-18 19:00,167.58,705.4,0,25,876,57,88,winter
