datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max
2007-01-28 12:00:00,914.428,3840.0,1177,1305,5829,41,45,71,87
2007-01-28 18:00:00,653.34,2780.8,1051,83,2935,43,43,81,81
2007-01-29 00:00:00,164.208,701.6,0,74,747,41,43,81,87
2007-01-29 06:00:00,550.058,2310.8,0,73,5409,39,48,82,93
2007-01-29 12:00:00,632.4200000000001,2638.2,0,74,6373,46,52,67,82
2007-01-29 18:00:00,642.286,2714.0,1123,73,2810,37,46,81,100
2007-01-30 00:00:00,150.07999999999998,649.8,0,73,550,39,45,93,100
2007-01-30 06:00:00,402.062,1716.2,0,74,2516,45,46,87,93
2007-01-30 12:00:00,519.708,2186.6,0,192,3695,46,48,71,87
2007-01-30 18:00:00,647.364,2732.0,1123,1099,1303,45,46,81,93
2007-01-31 00:00:00,149.9,646.0,0,76,533,43,45,87,93
2007-01-31 06:00:00,800.094,3393.0,0,2834,5651,43,46,76,93
2007-01-31 12:00:00,857.142,3582.6,0,2950,6340,46,48,62,66
2007-01-31 18:00:00,538.988,2276.8,0,76,2528,39,46,66,81
2007-02-01 00:00:00,246.088,1041.8000000000002,0,111,1326,43,43,76,93
2007-02-01 06:00:00,712.272,2989.8,1170,73,5522,43,50,87,93
2007-02-01 12:00:00,277.49199999999996,1187.4,0,120,1023,50,52,82,87
2007-02-01 18:00:00,618.228,2579.2,0,82,5741,50,50,87,87
2007-02-02 00:00:00,163.358,709.5999999999999,0,117,392,48,50,87,93
2007-02-02 06:00:00,534.498,2238.2,0,77,5133,48,50,93,100
2007-02-02 12:00:00,347.296,1469.4,0,97,2585,50,50,87,94
2007-02-02 18:00:00,799.434,3331.6,0,94,3815,48,50,87,93
2007-02-03 00:00:00,956.788,4016.4,0,74,2046,41,48,82,87
2007-02-03 06:00:00,627.744,2641.8,0,252,3547,39,46,62,87
2007-02-03 12:00:00,1076.8,4547.8,1977,2731,6040,46,50,54,62
2007-02-03 18:00:00,1449.908,6155.8,3533,1536,6199,39,43,76,87
2007-02-04 00:00:00,921.8779999999999,3942.4,718,96,1414,37,39,87,93
2007-02-04 06:00:00,759.098,3201.8,673,599,3329,36,45,76,93
2007-02-04 12:00:00,867.5219999999999,3650.0,1236,2405,6331,46,52,54,71
2007-02-04 18:00:00,767.494,3255.2,0,1527,2346,37,45,76,93
2007-02-05 00:00:00,191.986,830.2,0,142,774,37,41,81,87
2007-02-05 06:00:00,505.56600000000003,2127.8,896,76,3500,41,43,87,93
2007-02-05 12:00:00,355.346,1474.6,0,117,1948,43,43,76,81
2007-02-05 18:00:00,592.026,2505.4,0,2178,1720,39,43,81,93
2007-02-06 00:00:00,154.90800000000002,669.8,0,113,475,39,39,93,93
2007-02-06 06:00:00,367.416,1594.0,1185,90,1121,37,43,81,93
2007-02-06 12:00:00,337.664,1422.0,0,122,1270,43,45,71,81
2007-02-06 18:00:00,408.002,1725.6,0,84,1558,39,43,76,87
2007-02-07 00:00:00,222.886,947.4000000000001,0,81,1121,34,37,81,87
2007-02-07 06:00:00,753.86,3164.2,1158,610,6294,32,36,93,100
2007-02-07 12:00:00,652.942,2714.0,1041,2708,2570,36,39,75,87
2007-02-07 18:00:00,697.94,2952.4,1100,111,2001,32,36,81,93
2007-02-08 00:00:00,188.584,810.2,0,93,642,34,34,93,93
2007-02-08 06:00:00,549.136,2269.0,0,93,6041,34,34,93,93
2007-02-08 12:00:00,331.84000000000003,1387.8,0,86,1685,34,34,93,93
2007-02-08 18:00:00,732.8720000000001,3093.4,2226,80,1789,34,39,93,93
2007-02-09 00:00:00,154.746,667.8,0,84,410,37,39,87,93
2007-02-09 06:00:00,545.164,2266.8,0,76,5943,37,45,87,93
2007-02-09 12:00:00,261.18,1100.8,0,78,2050,46,50,62,87
2007-02-09 18:00:00,662.21,2784.8,0,2838,1367,46,46,81,87
2007-02-10 00:00:00,156.77,683.2,0,154,564,46,46,87,87
2007-02-10 06:00:00,752.568,3176.6,1035,2404,2901,46,46,87,87
2007-02-10 12:00:00,746.0219999999999,3115.6000000000004,893,171,6361,46,46,87,87
2007-02-10 18:00:00,1291.1119999999999,5475.6,3143,87,4579,46,48,87,87
2007-02-11 00:00:00,794.524,3437.8,0,89,715,48,50,87,94
2007-02-11 06:00:00,1024.526,4332.4,1151,597,3074,48,50,76,87
2007-02-11 12:00:00,860.252,3632.8,1279,3957,4085,50,54,67,82
2007-02-11 18:00:00,838.608,3518.2000000000003,0,131,6312,48,50,71,87
2007-02-12 00:00:00,213.71,934.8,0,95,861,48,52,87,94
2007-02-12 06:00:00,616.212,2574.2,1158,90,5808,50,52,67,94
2007-02-12 12:00:00,356.508,1498.4,0,89,2284,50,54,58,71
2007-02-12 18:00:00,621.5699999999999,2635.4,1069,85,1492,45,48,71,93
2007-02-13 00:00:00,144.788,634.8,0,116,0,46,46,81,87
2007-02-13 06:00:00,289.79,1211.0,0,78,1205,45,48,71,87
2007-02-13 12:00:00,390.924,1627.8,0,76,2904,48,52,58,71
2007-02-13 18:00:00,593.34,2515.6,0,2620,2147,46,48,66,76
2007-02-14 00:00:00,186.31,802.8,0,139,619,43,48,66,93
2007-02-14 06:00:00,831.484,3477.2,2118,416,6327,45,50,93,94
2007-02-14 12:00:00,891.61,3724.3999999999996,111,3038,3304,48,52,87,94
2007-02-14 18:00:00,593.622,2541.4,1066,138,1329,45,48,76,82
2007-02-15 00:00:00,247.82,1057.4,0,125,1331,34,41,81,93
2007-02-15 06:00:00,563.468,2333.6,0,97,6347,34,48,66,100
2007-02-15 12:00:00,262.11400000000003,1149.2,0,506,1088,46,50,62,71
2007-02-15 18:00:00,980.474,4122.6,0,1635,6337,41,45,76,81
2007-02-16 00:00:00,375.398,1631.4,586,129,1464,37,41,81,87
2007-02-16 06:00:00,286.574,1218.8,562,63,755,36,45,70,87
2007-02-16 12:00:00,191.086,852.2,0,130,188,48,55,54,67
2007-02-16 18:00:00,846.556,3550.8,0,597,6272,48,52,57,67
2007-02-17 00:00:00,180.662,770.1999999999999,0,67,837,41,48,57,76
2007-02-17 06:00:00,431.76599999999996,1831.6000000000001,0,1788,2463,41,55,47,76
2007-02-17 12:00:00,467.512,2014.0,1100,199,1776,55,64,42,63
2007-02-17 18:00:00,1174.054,4955.4,1300,134,1789,48,54,62,82
2007-02-18 00:00:00,744.9259999999999,3112.8,632,114,1448,45,48,82,87
2007-02-18 06:00:00,1173.624,4925.2,970,2667,4660,41,54,67,100
2007-02-18 12:00:00,974.134,4160.6,1782,4935,4263,55,61,52,67
2007-02-18 18:00:00,691.178,2967.6,2088,333,1985,43,50,82,100
2007-02-19 00:00:00,212.10999999999999,912.8,0,120,1144,43,43,93,93
2007-02-19 06:00:00,573.534,2397.6,0,143,6238,43,45,93,100
2007-02-19 12:00:00,356.908,1530.2,0,761,1778,46,50,76,87
2007-02-19 18:00:00,1171.386,4949.2,1634,1869,3925,41,46,87,100
2007-02-20 00:00:00,934.608,3862.4,0,140,795,37,41,93,100
2007-02-20 06:00:00,939.53,3937.8,1,88,6265,37,50,76,93
2007-02-20 12:00:00,345.29,1473.6,1083,223,1690,52,57,63,72
2007-02-20 18:00:00,800.35,3398.4,974,4716,963,48,50,76,87
2007-02-21 00:00:00,164.82999999999998,714.0,0,188,715,48,50,82,87
2007-02-21 06:00:00,467.426,1960.2,0,74,4475,48,52,82,93
2007-02-21 12:00:00,551.924,2316.2,853,583,3535,52,55,47,77
2007-02-21 18:00:00,988.786,4170.0,2794,1450,2921,43,48,66,81
2007-02-22 00:00:00,915.92,3805.4,0,106,676,37,41,87,93
2007-02-22 06:00:00,826.454,3450.2,0,70,6250,37,48,82,93
2007-02-22 12:00:00,267.72,1126.0,0,108,195,50,54,67,82
2007-02-22 18:00:00,1301.134,5566.599999999999,1289,3919,5708,46,48,82,87
2007-02-23 00:00:00,105.64599999999999,455.6,0,148,0,45,46,87,93
2007-02-23 06:00:00,614.85,2586.4,0,101,5422,46,52,76,93
2007-02-23 12:00:00,405.662,1683.4,0,103,4688,50,52,76,87
2007-02-23 18:00:00,149.23000000000002,627.0,0,77,0,48,50,82,87
2007-02-24 00:00:00,161.722,678.6,0,109,944,48,50,87,93
2007-02-24 06:00:00,309.93,1292.8,0,73,2033,48,52,71,93
2007-02-24 12:00:00,138.21,587.2,0,109,585,52,54,71,82
2007-02-24 18:00:00,98.918,420.0,0,72,0,48,52,76,93
2007-02-25 00:00:00,148.0,616.6,0,108,762,46,52,81,94
2007-02-25 06:00:00,99.928,423.6,0,71,0,43,48,71,81
2007-02-25 12:00:00,154.01600000000002,643.2,0,81,898,45,48,76,87
2007-02-25 18:00:00,115.328,490.2,0,93,238,46,46,87,93
2007-02-26 00:00:00,140.294,583.4,0,69,691,45,46,87,93
2007-02-26 06:00:00,157.198,660.2,0,103,954,46,48,82,93
2007-02-26 12:00:00,99.446,425.6,0,68,0,50,54,54,76
2007-02-26 18:00:00,154.77599999999998,646.0,0,67,947,41,48,62,87
2007-02-27 00:00:00,100.838,426.4,0,101,0,41,43,87,93
2007-02-27 06:00:00,157.30599999999998,661.4,0,68,954,41,46,87,93
2007-02-27 12:00:00,101.638,447.2,0,81,0,48,55,82,94
2007-02-27 18:00:00,160.248,672.4,0,91,970,52,54,88,94
2007-02-28 00:00:00,105.412,453.8,0,70,76,50,52,82,94
2007-02-28 06:00:00,155.95,647.6,0,104,910,48,55,77,88
2007-02-28 12:00:00,158.298,662.4,0,70,987,52,57,72,88
2007-02-28 18:00:00,99.082,424.0,0,69,0,50,52,76,87
2007-03-01 00:00:00,160.69,678.8,0,105,970,48,50,87,87
2007-03-01 06:00:00,99.274,417.0,0,70,0,48,52,71,93
2007-03-01 12:00:00,159.964,663.4,0,78,1010,50,52,67,71
2007-03-01 18:00:00,99.372,424.8,0,95,0,45,50,71,81
2007-03-02 00:00:00,157.82,659.4,0,68,977,39,43,87,93
2007-03-02 06:00:00,99.56,419.4,0,87,0,39,50,76,93
2007-03-02 12:00:00,158.65,661.8,0,83,992,48,52,67,87
2007-03-02 18:00:00,100.0,431.2,0,70,0,46,54,93,100
2007-03-03 00:00:00,162.672,683.4,0,105,985,50,54,71,94
2007-03-03 06:00:00,124.878,534.4,0,69,370,50,54,62,76
2007-03-03 12:00:00,146.514,621.8,0,89,615,54,55,51,58
2007-03-03 18:00:00,383.152,1604.8,0,86,2627,43,54,58,93
2007-03-04 00:00:00,126.396,532.4,0,74,404,39,45,87,100
2007-03-04 06:00:00,126.838,538.4,0,99,368,39,55,72,100
2007-03-04 12:00:00,914.4879999999999,3865.0,889,4335,5010,59,61,59,63
2007-03-04 18:00:00,928.172,3963.2000000000003,587,4245,3626,55,59,59,77
2007-03-05 00:00:00,181.706,772.2,0,130,823,46,52,87,93
2007-03-05 06:00:00,671.648,2826.4,1064,2027,5595,46,52,62,81
2007-03-05 12:00:00,836.526,3562.6000000000004,1602,6457,1783,54,55,47,62
2007-03-05 18:00:00,967.03,4107.4,3061,3462,1825,48,54,62,76
2007-03-06 00:00:00,180.398,759.6,0,104,577,48,48,71,76
2007-03-06 06:00:00,398.40999999999997,1720.4,0,481,1732,48,50,66,82
2007-03-06 12:00:00,197.934,861.0,0,449,566,48,48,87,87
2007-03-06 18:00:00,492.406,2074.8,0,733,2102,48,48,87,93
2007-03-07 00:00:00,191.204,801.4,0,76,753,0,48,0,87
2007-03-07 06:00:00,658.43,2762.0,1076,111,6298,43,52,62,93
2007-03-07 12:00:00,510.23400000000004,2123.6,0,1911,3826,52,54,54,62
2007-03-07 18:00:00,997.042,4228.8,0,2709,4359,45,50,62,76
2007-03-08 00:00:00,184.848,790.5999999999999,0,445,682,36,43,81,93
2007-03-08 06:00:00,403.92999999999995,1717.2,1073,452,2528,36,54,62,93
2007-03-08 12:00:00,181.514,800.8,80,235,651,52,59,42,62
2007-03-08 18:00:00,796.744,3384.0,1027,2169,2794,43,46,76,87
2007-03-09 00:00:00,136.93599999999998,596.8,0,105,166,43,45,81,93
2007-03-09 06:00:00,670.424,2815.6,1093,71,6168,45,46,81,93
2007-03-09 12:00:00,222.374,946.2,0,101,1615,48,54,47,93
2007-03-09 18:00:00,246.256,1032.4,0,102,682,39,50,50,87
2007-03-10 00:00:00,147.5,631.2,0,66,691,36,45,81,93
2007-03-10 06:00:00,676.61,2884.2,2704,697,4682,34,52,62,93
2007-03-10 12:00:00,743.924,3170.6,11,4553,3357,54,59,39,54
2007-03-10 18:00:00,1043.546,4412.8,1415,106,2249,41,54,54,87
2007-03-11 00:00:00,906.206,3735.2,0,66,0,34,37,93,100
2007-03-11 06:00:00,734.826,3085.6,752,101,1432,34,55,54,100
2007-03-11 12:00:00,826.394,3490.8,2089,3115,4153,55,59,44,55
2007-03-11 18:00:00,884.798,3729.2,1969,139,3915,43,52,62,87
2007-03-12 00:00:00,138.046,589.8,0,68,545,34,39,87,93
2007-03-12 06:00:00,700.768,2969.0,1403,100,5713,36,55,54,93
2007-03-12 12:00:00,438.154,1847.4,0,99,2885,57,61,42,48
2007-03-12 18:00:00,673.7280000000001,2841.2,0,2586,3210,41,54,51,81
2007-03-13 00:00:00,160.82,692.4,0,120,296,36,39,87,93
2007-03-13 06:00:00,271.024,1137.0,0,105,2528,36,55,58,93
2007-03-13 12:00:00,235.762,1003.0,123,133,1726,57,61,34,59
2007-03-13 18:00:00,629.17,2679.6,1227,3530,773,48,57,59,87
2007-03-14 00:00:00,220.482,952.0,0,150,653,41,46,87,93
2007-03-14 06:00:00,487.948,2033.2,0,83,5401,41,55,67,93
2007-03-14 12:00:00,276.826,1161.8,1099,103,1157,55,59,39,63
2007-03-14 18:00:00,817.956,3474.0,2386,102,1396,45,52,47,71
2007-03-15 00:00:00,222.576,930.4,0,68,1188,39,43,70,81
2007-03-15 06:00:00,504.264,2125.2,0,532,4956,39,55,54,81
2007-03-15 12:00:00,445.22999999999996,1904.2,0,2532,1750,55,59,45,59
2007-03-15 18:00:00,724.99,3040.8,0,123,3142,43,52,54,70
2007-03-16 00:00:00,305.91200000000003,1251.0,0,77,542,34,43,76,93
2007-03-16 06:00:00,415.884,1766.6,1106,698,2646,34,50,71,93
2007-03-16 12:00:00,330.106,1412.6,0,993,609,54,57,51,62
2007-03-16 18:00:00,633.774,2694.0,0,2810,1573,43,52,62,87
2007-03-17 00:00:00,123.184,527.4000000000001,0,105,339,43,45,87,87
2007-03-17 06:00:00,543.816,2291.2000000000003,0,104,4510,45,52,76,87
2007-03-17 12:00:00,645.962,2719.2,2208,69,4686,50,52,82,87
2007-03-17 18:00:00,703.208,2977.2,0,105,2740,50,50,82,87
2007-03-18 00:00:00,205.95999999999998,878.5999999999999,0,94,578,48,50,82,87
2007-03-18 06:00:00,1034.164,4389.8,3230,5316,3121,46,48,82,93
2007-03-18 12:00:00,355.198,1531.4,1390,571,722,48,50,50,93
2007-03-18 18:00:00,810.156,3437.2,2504,1413,1435,39,46,53,81
2007-03-19 00:00:00,190.432,812.0,0,108,828,36,39,81,87
2007-03-19 06:00:00,530.734,2237.2,0,111,4558,36,43,70,87
2007-03-19 12:00:00,496.004,2052.0,0,72,5442,39,45,61,81
2007-03-19 18:00:00,900.7379999999999,3797.3999999999996,1088,2371,3290,36,39,75,87
2007-03-20 00:00:00,188.30599999999998,790.6,0,70,983,32,36,87,93
2007-03-20 06:00:00,752.914,3178.0,1099,103,6262,36,39,81,93
2007-03-20 12:00:00,189.292,813.8,328,69,550,41,46,62,81
2007-03-20 18:00:00,1020.752,4338.2,2318,2613,4534,37,39,75,87
2007-03-21 00:00:00,202.178,855.0,0,122,1247,36,37,81,87
2007-03-21 06:00:00,592.9839999999999,2486.3999999999996,835,94,5656,36,41,76,87
2007-03-21 12:00:00,487.734,2030.8000000000002,175,2143,2590,39,45,66,87
2007-03-21 18:00:00,899.6800000000001,3779.2,1208,2069,2849,41,43,57,70
2007-03-22 00:00:00,182.888,768.2,0,160,502,39,41,65,75
2007-03-22 06:00:00,489.546,2029.8,0,105,5210,39,43,53,70
2007-03-22 12:00:00,182.578,767.6,0,67,760,46,48,43,50
2007-03-22 18:00:00,559.2520000000001,2340.6,0,99,3994,39,45,46,65
2007-03-23 00:00:00,198.058,813.5999999999999,0,67,1384,34,39,65,87
2007-03-23 06:00:00,346.764,1446.8,0,100,3452,30,43,76,87
2007-03-23 12:00:00,213.058,887.0,0,68,674,41,43,81,87
2007-03-23 18:00:00,484.284,2062.0,1127,544,1774,39,41,76,87
2007-03-24 00:00:00,135.158,561.6,0,69,631,36,39,87,87
2007-03-24 06:00:00,647.752,2732.6,0,1931,5085,36,43,81,87
2007-03-24 12:00:00,944.8679999999999,3951.6,1266,2196,6370,43,45,81,93
2007-03-24 18:00:00,1366.54,5809.0,2441,1601,4326,43,45,87,93
2007-03-25 00:00:00,890.116,3677.8,0,112,0,43,43,93,93
2007-03-25 06:00:00,748.962,3146.6,1098,68,1286,43,48,66,93
2007-03-25 12:00:00,596.672,2514.2,1487,1892,2859,48,50,62,66
2007-03-25 18:00:00,1033.6399999999999,4372.6,2045,1528,6132,41,46,62,81
2007-03-26 00:00:00,125.09800000000001,556.8,0,69,57,36,37,87,93
2007-03-26 06:00:00,610.062,2571.2000000000003,0,101,5648,37,54,62,87
2007-03-26 12:00:00,207.168,893.6,0,70,1319,55,59,51,63
2007-03-26 18:00:00,416.426,1770.8,1088,104,1123,41,55,58,81
2007-03-27 00:00:00,158.3,687.2,0,68,608,37,41,87,93
2007-03-27 06:00:00,237.948,1005.0,0,102,1689,37,59,55,93
2007-03-27 12:00:00,155.526,672.6,0,72,637,59,63,39,52
2007-03-27 18:00:00,552.404,2378.2000000000003,0,2769,763,46,57,48,76
2007-03-28 00:00:00,201.916,871.2,0,150,1225,39,43,87,93
2007-03-28 06:00:00,667.362,2793.4,1122,588,6293,39,63,48,93
2007-03-28 12:00:00,736.866,3093.0,0,5838,4174,55,64,39,58
2007-03-28 18:00:00,729.006,3117.2000000000003,0,1934,2196,46,54,58,81
2007-03-29 00:00:00,225.168,968.4,0,160,1198,45,46,81,87
2007-03-29 06:00:00,376.55,1591.0,0,109,3517,45,52,71,87
2007-03-29 12:00:00,220.618,945.5999999999999,0,72,1277,52,54,58,67
2007-03-29 18:00:00,770.154,3242.2,1162,161,4732,45,46,81,87
2007-03-30 00:00:00,161.094,706.5999999999999,0,102,282,39,43,87,93
2007-03-30 06:00:00,533.372,2274.0,0,91,4128,37,39,87,93
2007-03-30 12:00:00,234.05,1002.6,0,122,1686,41,46,62,87
2007-03-30 18:00:00,475.454,2057.4,1094,120,2121,37,45,76,87
2007-03-31 00:00:00,704.182,2934.2,0,105,555,34,37,87,93
2007-03-31 06:00:00,954.124,4056.0,1507,2487,5587,36,46,71,93
2007-03-31 12:00:00,893.586,3754.2,1102,2656,6314,46,46,71,81
2007-03-31 18:00:00,1074.608,4512.8,518,2471,6289,39,46,81,87
2007-04-01 00:00:00,349.502,1455.0,580,124,2915,45,46,87,93
2007-04-01 06:00:00,613.76,2572.2,0,114,5477,45,55,58,93
2007-04-01 12:00:00,727.25,3081.8,2464,2113,4850,59,61,48,59
2007-04-01 18:00:00,1038.632,4386.6,1078,3029,6281,43,57,67,93
