datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max,Temp_Avg,Temp_Range,Humidity_Avg,Humidity_Range
2007-01-10 12:00:00,817.592,3440.6,771,2585,5305,48,50,82,87,49.0,2,84.5,5
2007-01-10 18:00:00,448.746,1910.8,0,1561,1651,52,55,77,88,53.5,3,82.5,11
2007-01-11 00:00:00,744.678,3157.0,0,116,3493,41,50,76,87,45.5,9,81.5,11
2007-01-11 06:00:00,141.602,638.6,0,105,614,39,41,87,93,40.0,2,90.0,6
2007-01-11 12:00:00,590.134,2461.6,841,84,5285,41,45,76,87,43.0,4,81.5,11
2007-01-11 18:00:00,444.948,1905.4,0,436,2317,46,52,76,87,49.0,6,81.5,11
2007-01-12 00:00:00,1078.51,4582.4,537,1545,4199,52,54,82,88,53.0,2,85.0,6
2007-01-12 06:00:00,157.62,704.0,0,147,515,45,50,81,87,47.5,5,84.0,6
2007-01-12 12:00:00,528.884,2209.4,0,92,4479,43,48,87,93,45.5,5,90.0,6
2007-01-12 18:00:00,122.308,563.4,0,91,0,50,54,77,87,52.0,4,82.0,10
2007-01-13 00:00:00,652.484,2728.4,0,109,3282,54,54,82,88,54.0,0,85.0,6
2007-01-13 06:00:00,138.782,623.8,0,71,613,54,54,82,88,54.0,0,85.0,6
2007-01-13 12:00:00,792.74,3377.2,2682,960,2419,50,52,88,94,51.0,2,91.0,6
2007-01-13 18:00:00,729.986,3055.8,978,1858,3464,50,52,82,94,51.0,2,88.0,12
2007-01-14 00:00:00,1525.306,6555.6,4146,86,4845,50,52,82,94,51.0,2,88.0,12
2007-01-14 06:00:00,755.164,3271.4,647,118,1010,48,52,82,94,50.0,4,88.0,12
2007-01-14 12:00:00,540.198,2363.2,0,372,1792,39,48,82,93,43.5,9,87.5,11
2007-01-14 18:00:00,814.36,3457.8,1130,3374,4016,48,54,58,76,51.0,6,67.0,18
2007-01-15 00:00:00,898.094,3813.0,0,351,6157,37,43,87,93,40.0,6,90.0,6
2007-01-15 06:00:00,239.19,997.8,0,76,2329,0,34,93,100,17.0,34,96.5,7
2007-01-15 12:00:00,580.24,2434.0,1099,84,4914,0,37,93,100,18.5,37,96.5,7
2007-01-15 18:00:00,493.488,2079.6,0,88,4774,43,46,81,87,44.5,3,84.0,6
2007-01-16 00:00:00,835.76,3505.2,0,1991,3146,46,46,87,87,46.0,0,87.0,0
2007-01-16 06:00:00,148.872,651.6,0,241,625,43,46,87,93,44.5,3,90.0,6
2007-01-16 12:00:00,371.9,1591.8,1061,89,1318,41,43,87,93,42.0,2,90.0,6
2007-01-16 18:00:00,611.826,2579.8,1002,239,3391,43,48,81,87,45.5,5,84.0,6
2007-01-17 00:00:00,553.806,2342.2,0,75,1249,48,50,82,93,49.0,2,87.5,11
2007-01-17 06:00:00,133.40200000000002,568.4,0,75,563,48,50,93,94,49.0,2,93.5,1
2007-01-17 12:00:00,959.462,4040.2,2410,2445,5396,52,54,82,88,53.0,2,85.0,6
2007-01-17 18:00:00,811.796,3356.4,0,3118,6346,54,55,77,88,54.5,1,82.5,11
2007-01-18 00:00:00,943.028,3963.8,1090,99,3759,52,54,88,94,53.0,2,91.0,6
2007-01-18 06:00:00,220.394,933.4,0,78,1940,52,55,88,94,53.5,3,91.0,6
2007-01-18 12:00:00,449.98,1893.8,0,84,3909,55,57,82,94,56.0,2,88.0,12
2007-01-18 18:00:00,334.944,1436.1999999999998,0,97,2371,57,57,82,88,57.0,0,85.0,6
2007-01-19 00:00:00,816.144,3429.8,0,77,5271,55,59,82,94,57.0,4,88.0,12
2007-01-19 06:00:00,111.164,496.8,0,77,0,55,57,88,94,56.0,2,91.0,6
2007-01-19 12:00:00,540.182,2279.2,1079,76,3839,55,57,82,88,56.0,2,85.0,6
2007-01-19 18:00:00,230.366,995.4,0,96,1300,57,59,77,82,58.0,2,79.5,5
2007-01-20 00:00:00,598.728,2530.4,1024,81,2033,55,57,88,94,56.0,2,91.0,6
2007-01-20 06:00:00,426.838,1907.6,0,76,0,54,55,88,94,54.5,1,91.0,6
2007-01-20 12:00:00,699.5740000000001,3019.6,1485,551,1978,54,55,72,94,54.5,1,83.0,22
2007-01-20 18:00:00,926.818,3910.2,1967,2616,5954,50,57,72,94,53.5,7,83.0,22
2007-01-21 00:00:00,1080.502,4623.8,872,1979,3508,46,50,76,87,48.0,4,81.5,11
2007-01-21 06:00:00,481.132,2136.0,0,103,750,45,46,81,87,45.5,1,84.0,6
2007-01-21 12:00:00,702.696,3013.6,1248,74,3155,43,46,76,87,44.5,3,81.5,11
2007-01-21 18:00:00,793.01,3372.4,3209,1843,3674,46,50,54,76,48.0,4,65.0,22
2007-01-22 00:00:00,1430.424,6152.6,5889,3547,4020,39,45,76,87,42.0,6,81.5,11
2007-01-22 06:00:00,102.794,457.0,0,77,0,37,39,87,93,38.0,2,90.0,6
2007-01-22 12:00:00,696.178,2900.2,1054,85,4953,36,39,87,93,37.5,3,90.0,6
2007-01-22 18:00:00,458.862,1892.4,0,87,4809,41,45,81,87,43.0,4,84.0,6
2007-01-23 00:00:00,922.66,3902.0,0,2734,1599,41,45,81,93,43.0,4,87.0,12
2007-01-23 06:00:00,267.23,1192.4,0,838,642,36,41,44,81,38.5,5,62.5,37
2007-01-23 12:00:00,379.252,1602.8,0,103,2517,32,34,32,51,33.0,2,41.5,19
2007-01-23 18:00:00,207.694,876.4,0,63,544,34,36,20,33,35.0,2,26.5,13
2007-01-24 00:00:00,923.464,3904.0,0,60,1358,32,34,41,75,33.0,2,58.0,34
2007-01-24 06:00:00,557.282,2384.4,0,73,581,32,32,75,87,32.0,0,81.0,12
2007-01-24 12:00:00,982.344,4166.2,1272,2209,4819,34,34,87,93,34.0,0,90.0,6
2007-01-24 18:00:00,794.114,3271.2,2192,125,5204,34,37,81,93,35.5,3,87.0,12
2007-01-25 00:00:00,654.114,2754.6,0,73,1140,30,36,75,87,33.0,6,81.0,12
2007-01-25 06:00:00,119.562,524.0,0,73,281,28,30,86,86,29.0,2,86.0,0
2007-01-25 12:00:00,336.448,1404.8,0,71,2547,27,30,69,86,28.5,3,77.5,17
2007-01-25 18:00:00,409.554,1686.6,104,59,4049,30,32,64,69,31.0,2,66.5,5
2007-01-26 00:00:00,730.78,3050.8,1054,59,4362,28,30,74,75,29.0,2,74.5,1
2007-01-26 06:00:00,100.652,451.4,0,71,0,23,28,74,86,25.5,5,80.0,12
2007-01-26 12:00:00,481.012,2029.2,0,47,2559,23,30,75,93,26.5,7,84.0,18
2007-01-26 18:00:00,383.866,1604.4,0,71,3660,30,37,56,75,33.5,7,65.5,19
2007-01-27 00:00:00,652.442,2713.8,1163,72,2019,36,36,70,81,36.0,0,75.5,11
2007-01-27 06:00:00,123.982,536.6,36,46,0,34,37,81,93,35.5,3,87.0,12
2007-01-27 12:00:00,562.572,2363.8,0,688,3910,34,41,87,93,37.5,7,90.0,6
2007-01-27 18:00:00,705.364,2922.8,1134,1740,6419,43,48,66,87,45.5,5,76.5,21
2007-01-28 00:00:00,652.154,2744.6,0,1422,2045,34,43,76,93,38.5,9,84.5,17
2007-01-28 06:00:00,617.818,2645.8,0,1416,507,0,36,93,100,18.0,36,96.5,7
2007-01-28 12:00:00,669.4839999999999,2866.4,99,83,1761,36,39,93,100,37.5,3,96.5,7
2007-01-28 18:00:00,968.608,4083.4,2316,2406,5824,41,45,71,87,43.0,4,79.0,16
2007-01-29 00:00:00,834.294,3547.8,1051,92,3953,43,43,81,81,43.0,0,81.0,0
2007-01-29 06:00:00,151.15800000000002,645.2,0,74,747,41,43,81,87,42.0,2,84.0,6
2007-01-29 12:00:00,484.352,2036.6,0,73,4360,39,45,81,93,42.0,6,87.0,12
2007-01-29 18:00:00,584.172,2430.4,0,74,6405,48,52,67,82,50.0,4,74.5,15
2007-01-30 00:00:00,762.982,3223.8,1123,73,3742,37,46,81,93,41.5,9,87.0,12
2007-01-30 06:00:00,115.946,513.8,0,73,85,37,45,93,100,41.0,8,96.5,7
2007-01-30 12:00:00,420.504,1781.2,0,63,3066,45,46,87,93,45.5,1,90.0,6
2007-01-30 18:00:00,365.456,1536.6,0,66,2662,46,48,71,87,47.0,2,79.0,16
2007-01-31 00:00:00,805.892,3409.0,1123,1222,2336,45,46,81,93,45.5,1,87.0,12
2007-01-31 06:00:00,158.834,679.2,0,80,533,45,45,87,93,45.0,0,90.0,6
2007-01-31 12:00:00,587.9100000000001,2488.2,0,897,4623,43,45,87,93,44.0,2,90.0,6
2007-01-31 18:00:00,912.988,3823.8,0,4849,6357,46,48,62,76,47.0,2,69.0,14
2007-02-01 00:00:00,704.02,2978.8,0,124,3539,39,46,66,81,42.5,7,73.5,15
2007-02-01 06:00:00,129.634,559.6,0,74,401,43,43,76,93,43.0,0,84.5,17
2007-02-01 12:00:00,808.5260000000001,3387.0,1170,110,6133,43,48,87,93,45.5,5,90.0,6
2007-02-01 18:00:00,159.548,693.4,0,75,314,50,52,82,87,51.0,2,84.5,5
2007-02-02 00:00:00,727.052,3038.8,0,127,6297,50,52,82,87,51.0,2,84.5,5
2007-02-02 06:00:00,134.144,577.6,0,80,467,48,50,87,93,49.0,2,90.0,6
2007-02-02 12:00:00,570.814,2395.6,0,114,5516,48,50,93,100,49.0,2,96.5,7
2007-02-02 18:00:00,248.88,1060.0,0,78,1575,50,50,94,94,50.0,0,94.0,0
2007-02-03 00:00:00,713.898,2980.8,0,84,3780,48,50,87,93,49.0,2,90.0,6
2007-02-03 06:00:00,1054.844,4415.4,0,103,3100,43,48,82,87,45.5,5,84.5,5
2007-02-03 12:00:00,657.802,2772.8,0,244,2499,39,45,66,87,42.0,6,76.5,21
2007-02-03 18:00:00,870.3,3644.0,1215,2077,6092,46,50,54,62,48.0,4,58.0,8
2007-02-04 00:00:00,1446.776,6182.8,3531,2149,6143,39,46,62,87,42.5,7,74.5,25
2007-02-04 06:00:00,1050.608,4480.8,1482,145,2466,37,39,87,93,38.0,2,90.0,6
2007-02-04 12:00:00,806.004,3391.2,0,595,2283,36,43,76,93,39.5,7,84.5,17
2007-02-04 18:00:00,835.7139999999999,3512.2000000000003,1909,2119,6359,45,52,54,76,48.5,7,65.0,22
2007-02-05 00:00:00,903.614,3830.0,0,1738,3364,37,48,66,93,42.5,11,79.5,27
2007-02-05 06:00:00,179.78199999999998,778.4,0,212,774,37,41,81,87,39.0,4,84.0,6
2007-02-05 12:00:00,496.58,2086.4,896,85,3500,41,41,87,93,41.0,0,90.0,6
2007-02-05 18:00:00,341.084,1423.8,0,77,1948,43,43,76,87,43.0,0,81.5,11
2007-02-06 00:00:00,627.834,2652.8,0,2190,1627,39,43,76,93,41.0,4,84.5,17
2007-02-06 06:00:00,143.20600000000002,624.2,0,141,568,39,39,93,93,39.0,0,93.0,0
2007-02-06 12:00:00,370.316,1588.6,1185,86,1121,37,41,87,93,39.0,4,90.0,6
2007-02-06 18:00:00,330.40200000000004,1408.0,0,90,1270,43,45,71,81,44.0,2,76.0,10
2007-02-07 00:00:00,429.556,1810.8,0,88,1558,41,43,76,81,42.0,2,78.5,5
2007-02-07 06:00:00,107.578,479.4,0,113,36,36,39,81,87,37.5,3,84.0,6
2007-02-07 12:00:00,763.058,3190.6,1158,567,6327,32,34,87,100,33.0,2,93.5,13
2007-02-07 18:00:00,671.334,2790.2,1041,2721,3622,36,39,75,93,37.5,3,84.0,18
2007-02-08 00:00:00,786.048,3319.8,1100,112,2001,32,36,81,93,34.0,4,87.0,12
2007-02-08 06:00:00,136.608,592.2,0,89,298,34,34,93,93,34.0,0,93.0,0
2007-02-08 12:00:00,536.038,2227.0,0,87,5322,34,34,93,93,34.0,0,93.0,0
2007-02-08 18:00:00,308.8,1283.2,0,87,2246,34,34,93,93,34.0,0,93.0,0
2007-02-09 00:00:00,819.968,3455.2000000000003,2226,103,2291,34,34,93,93,34.0,0,93.0,0
2007-02-09 06:00:00,108.8,479.6,0,99,0,37,39,87,93,38.0,2,90.0,6
2007-02-09 12:00:00,550.994,2290.2,0,76,5664,37,43,93,93,40.0,6,93.0,0
2007-02-09 18:00:00,287.782,1206.0,0,78,2739,45,50,62,87,47.5,5,74.5,25
2007-02-10 00:00:00,672.622,2831.4,0,2792,1367,46,46,76,87,46.0,0,81.5,11
2007-02-10 06:00:00,125.83,559.2,0,198,0,46,46,87,87,46.0,0,87.0,0
2007-02-10 12:00:00,638.4480000000001,2689.4,1035,1271,2429,46,46,87,87,46.0,0,87.0,0
2007-02-10 18:00:00,702.46,2932.0,893,1261,6371,46,46,87,87,46.0,0,87.0,0
2007-02-11 00:00:00,1362.59,5776.8,3143,101,5605,46,46,87,87,46.0,0,87.0,0
2007-02-11 06:00:00,783.198,3388.6000000000004,0,117,715,48,48,87,93,48.0,0,90.0,6
2007-02-11 12:00:00,947.856,4016.2,0,473,2019,48,50,76,94,49.0,2,85.0,18
2007-02-11 18:00:00,906.122,3819.0,2430,4077,4125,48,54,67,87,51.0,6,77.0,20
2007-02-12 00:00:00,934.052,3934.8,0,98,6255,50,52,67,82,51.0,2,74.5,15
2007-02-12 06:00:00,191.062,832.2,0,93,1222,48,50,87,94,49.0,2,90.5,7
2007-02-12 12:00:00,669.728,2798.4,1158,125,5939,50,52,76,94,51.0,2,85.0,18
2007-02-12 18:00:00,350.4,1475.6,0,96,2864,50,54,58,71,52.0,4,64.5,13
2007-02-13 00:00:00,666.42,2818.8,1069,85,1492,45,50,66,93,47.5,5,79.5,27
2007-02-13 06:00:00,104.682,464.2000000000001,0,78,0,46,46,81,87,46.0,0,84.0,6
2007-02-13 12:00:00,314.608,1321.0,0,116,1205,45,48,76,87,46.5,3,81.5,11
2007-02-13 18:00:00,287.972,1193.6,0,76,1874,48,52,58,71,50.0,4,64.5,13
2007-02-14 00:00:00,707.284,2988.2,0,2558,3177,46,48,66,76,47.0,2,71.0,10
2007-02-14 06:00:00,109.05,487.6,0,170,0,43,48,66,93,45.5,5,79.5,27
2007-02-14 12:00:00,722.5160000000001,3021.4,1138,251,5875,43,48,93,93,45.5,5,93.0,0
2007-02-14 18:00:00,953.696,3974.0,1091,3227,4375,48,52,87,94,50.0,4,90.5,7
2007-02-15 00:00:00,713.41,3050.8,1066,145,1329,45,48,76,87,46.5,3,81.5,11
2007-02-15 06:00:00,171.828,740.8,0,101,712,34,45,76,93,39.5,11,84.5,17
2007-02-15 12:00:00,579.244,2405.2,0,84,5898,34,45,81,100,39.5,11,90.5,19
2007-02-15 18:00:00,240.88,1041.8,0,124,1805,48,50,62,71,49.0,2,66.5,9
2007-02-16 00:00:00,993.394,4193.4,0,2054,5613,43,46,71,81,44.5,3,76.0,10
2007-02-16 06:00:00,269.54200000000003,1189.2,0,66,1466,37,41,81,87,39.0,4,84.0,6
2007-02-16 12:00:00,466.198,1960.0,1148,126,1819,36,43,70,87,39.5,7,78.5,17
2007-02-16 18:00:00,126.442,575.6,0,130,9,45,55,54,71,50.0,10,62.5,17
2007-02-17 00:00:00,840.346,3542.2,0,537,5395,48,54,58,67,51.0,6,62.5,9
2007-02-17 06:00:00,242.252,1023.0,0,127,1902,45,48,57,66,46.5,3,61.5,9
2007-02-17 12:00:00,434.156,1832.0,0,1778,2463,41,52,47,76,46.5,11,61.5,29
2007-02-17 18:00:00,428.526,1853.2,1100,209,1675,55,64,42,52,59.5,9,47.0,10
2007-02-18 00:00:00,971.978,4117.8,665,112,1117,48,55,62,76,51.5,7,69.0,14
2007-02-18 06:00:00,797.41,3334.8,1267,87,1671,45,48,82,87,46.5,3,84.5,5
2007-02-18 12:00:00,1169.384,4891.8,970,519,4177,41,54,67,100,47.5,13,83.5,33
2007-02-18 18:00:00,989.708,4201.4,559,7087,5147,54,61,52,67,57.5,7,59.5,15
2007-02-19 00:00:00,873.26,3756.0,3311,310,2134,43,55,67,93,49.0,12,80.0,26
2007-02-19 06:00:00,150.596,665.6,0,185,505,43,43,93,100,43.0,0,96.5,7
2007-02-19 12:00:00,548.6179999999999,2293.8,0,146,5828,43,45,93,100,44.0,2,96.5,7
2007-02-19 18:00:00,260.698,1107.0,0,115,1820,45,50,76,100,47.5,5,88.0,24
2007-02-20 00:00:00,1226.702,5210.4,1634,2454,4932,43,48,82,93,45.5,5,87.5,11
2007-02-20 06:00:00,912.41,3765.4,0,159,700,39,41,93,100,40.0,2,96.5,7
2007-02-20 12:00:00,1012.764,4238.8,0,130,5288,37,45,87,100,41.0,8,93.5,13
2007-02-20 18:00:00,383.5,1628.4,1084,107,2762,50,57,63,76,53.5,7,69.5,13
2007-02-21 00:00:00,841.2539999999999,3570.0,974,4795,963,50,52,71,82,51.0,2,76.5,11
2007-02-21 06:00:00,147.088,634.2,0,178,632,48,50,82,87,49.0,2,84.5,5
2007-02-21 12:00:00,456.08,1907.4,0,121,4558,48,50,87,93,49.0,2,90.0,6
2007-02-21 18:00:00,428.632,1805.4,357,87,3216,52,55,47,82,53.5,3,64.5,35
2007-02-22 00:00:00,1041.074,4400.2,3170,1946,3142,43,52,54,81,47.5,9,67.5,27
2007-02-22 06:00:00,822.1320000000001,3411.8,120,86,98,39,43,81,93,41.0,4,87.0,12
2007-02-22 12:00:00,939.0,3923.2,0,90,5898,37,46,87,93,41.5,9,90.0,6
2007-02-22 18:00:00,271.384,1132.8,0,84,1028,48,54,67,82,51.0,6,74.5,15
2007-02-23 00:00:00,1336.962,5726.4,1289,3869,5227,48,50,82,87,49.0,2,84.5,5
2007-02-23 06:00:00,149.454,633.4,0,203,676,45,46,87,93,45.5,1,90.0,6
2007-02-23 12:00:00,544.8340000000001,2302.8,0,120,4351,46,52,76,93,49.0,6,84.5,17
2007-02-23 18:00:00,472.638,1948.4,0,72,5759,50,52,76,87,51.0,2,81.5,11
2007-02-24 00:00:00,146.554,624.0,0,108,0,48,52,82,87,50.0,4,84.5,5
2007-02-24 06:00:00,166.232,693.0,0,72,944,48,50,87,93,49.0,2,90.0,6
2007-02-24 12:00:00,312.492,1307.8,0,110,2033,48,52,76,93,50.0,4,84.5,17
2007-02-24 18:00:00,127.918,539.8,0,73,453,52,54,71,82,53.0,2,76.5,11
2007-02-25 00:00:00,108.28,463.0,0,108,132,50,52,71,82,51.0,2,76.5,11
2007-02-25 06:00:00,146.648,608.6,0,72,762,46,52,81,94,49.0,6,87.5,13
2007-02-25 12:00:00,102.26,436.8,0,107,0,43,48,71,81,45.5,5,76.0,10
2007-02-25 18:00:00,153.424,639.6,0,70,898,45,48,71,87,46.5,3,79.0,16
2007-02-26 00:00:00,99.408,420.6,0,80,0,46,48,82,87,47.0,2,84.5,5
2007-02-26 06:00:00,155.546,650.0,0,93,929,45,46,87,93,45.5,1,90.0,6
2007-02-26 12:00:00,128.85399999999998,539.6,0,68,508,46,48,82,93,47.0,2,87.5,11
2007-02-26 18:00:00,128.962,552.8,0,103,446,48,54,54,82,51.0,6,68.0,28
2007-02-27 00:00:00,155.122,646.4,0,67,947,43,50,58,87,46.5,7,72.5,29
2007-02-27 06:00:00,98.846,415.6,0,68,0,41,43,87,93,42.0,2,90.0,6
2007-02-27 12:00:00,158.62,667.8,0,101,954,41,46,87,93,43.5,5,90.0,6
2007-02-27 18:00:00,101.786,447.8,0,69,0,46,55,88,94,50.5,9,91.0,6
2007-02-28 00:00:00,158.86,664.2,0,76,970,52,55,82,94,53.5,3,88.0,12
2007-02-28 06:00:00,102.066,442.6,0,97,0,50,52,87,94,51.0,2,90.5,7
2007-02-28 12:00:00,157.75,652.1999999999999,0,69,986,48,52,82,88,50.0,4,85.0,6
2007-02-28 18:00:00,102.304,437.4,0,103,0,52,57,72,88,54.5,5,80.0,16
2007-03-01 00:00:00,158.654,668.8,0,71,987,50,52,76,87,51.0,2,81.5,11
2007-03-01 06:00:00,154.212,648.5999999999999,0,70,893,50,50,87,87,50.0,0,87.0,0
2007-03-01 12:00:00,104.66,442.2,0,105,77,48,50,76,93,49.0,2,84.5,17
2007-03-01 18:00:00,159.77599999999998,661.0,0,69,1010,50,52,67,71,51.0,2,69.0,4
2007-03-02 00:00:00,98.916,421.0,0,72,0,46,50,71,76,48.0,4,73.5,5
2007-03-02 06:00:00,159.252,669.8,0,100,977,39,45,81,93,42.0,6,87.0,12
2007-03-02 12:00:00,98.87,415.8,0,68,0,39,48,76,93,43.5,9,84.5,17
2007-03-02 18:00:00,158.13,656.6,0,79,992,50,52,67,76,51.0,2,71.5,9
2007-03-03 00:00:00,99.436,427.6,0,93,0,46,54,87,100,50.0,8,93.5,13
2007-03-03 06:00:00,161.5,676.8,0,70,985,52,54,71,94,53.0,2,82.5,23
2007-03-03 12:00:00,104.934,456.8,0,104,0,50,52,67,76,51.0,2,71.5,9
2007-03-03 18:00:00,162.886,688.2,0,70,985,54,55,51,62,54.5,1,56.5,11
2007-03-04 00:00:00,389.802,1635.8,0,103,2627,43,54,58,93,48.5,11,75.5,35
2007-03-04 06:00:00,101.318,426.8,0,71,0,39,45,87,93,42.0,6,90.0,6
2007-03-04 12:00:00,149.87,632.2,0,82,772,39,54,77,100,46.5,15,88.5,23
2007-03-04 18:00:00,685.768,2889.2,885,2995,3989,55,61,59,72,58.0,6,65.5,13
2007-03-05 00:00:00,1153.744,4919.6,591,5563,4647,55,59,59,72,57.0,4,65.5,13
2007-03-05 06:00:00,110.306,486.0,0,174,0,48,55,77,93,51.5,7,85.0,16
2007-03-05 12:00:00,720.552,3021.4,1064,1983,6068,46,52,62,87,49.0,6,74.5,25
2007-03-05 18:00:00,678.4259999999999,2887.4,1195,5728,1629,52,55,47,62,53.5,3,54.5,15
2007-03-06 00:00:00,1151.048,4895.2,3468,4224,2329,48,54,62,76,51.0,6,69.0,14
2007-03-06 06:00:00,101.514,430.4,0,115,0,48,48,71,76,48.0,0,73.5,5
2007-03-06 12:00:00,467.098,1993.0,0,396,2309,48,50,66,76,49.0,2,71.0,10
2007-03-06 18:00:00,182.28,805.4,0,445,566,48,50,82,87,49.0,2,84.5,5
2007-03-07 00:00:00,495.608,2093.0,0,784,1825,48,48,87,87,48.0,0,87.0,0
2007-03-07 06:00:00,124.35,525.6,0,114,277,0,48,0,93,24.0,48,46.5,93
2007-03-07 12:00:00,658.908,2755.4,1076,84,5989,43,50,71,93,46.5,7,82.0,22
2007-03-07 18:00:00,464.088,1924.6,0,712,4759,52,54,54,62,53.0,2,58.0,8
2007-03-08 00:00:00,1127.86,4780.8,0,3851,4488,46,52,58,76,49.0,6,67.0,18
2007-03-08 06:00:00,167.732,722.1999999999999,0,444,682,36,45,76,93,40.5,9,84.5,17
2007-03-08 12:00:00,420.36,1781.0,1073,451,2528,36,50,76,93,43.0,14,84.5,17
2007-03-08 18:00:00,167.462,739.8,0,316,651,54,59,42,62,56.5,5,52.0,20
2007-03-09 00:00:00,816.578,3474.8,1107,2174,2794,43,52,62,87,47.5,9,74.5,25
2007-03-09 06:00:00,104.84,452.8,0,70,0,43,45,81,87,44.0,2,84.0,6
2007-03-09 12:00:00,634.736,2681.8,1093,104,5274,43,46,81,93,44.5,3,87.0,12
2007-03-09 18:00:00,286.688,1207.4,0,103,2675,46,54,47,93,50.0,8,70.0,46
2007-03-10 00:00:00,246.348,1031.0,0,68,682,39,52,50,87,45.5,13,68.5,37
2007-03-10 06:00:00,150.566,648.8,0,100,691,36,45,81,93,40.5,9,87.0,12
2007-03-10 12:00:00,584.5840000000001,2489.2,2676,662,3624,34,50,62,93,42.0,16,77.5,31
2007-03-10 18:00:00,793.048,3380.2,39,4365,4415,52,59,39,62,55.5,7,50.5,23
2007-03-11 00:00:00,956.514,4054.2,1415,295,2249,45,55,51,81,50.0,10,66.0,30
2007-03-11 06:00:00,871.03,3598.0,0,100,0,36,41,87,100,38.5,5,93.5,13
2007-03-11 12:00:00,812.39,3388.2000000000003,0,85,1163,34,52,62,100,43.0,18,81.0,38
2007-03-11 18:00:00,760.52,3227.2,2656,2807,3367,55,59,44,55,57.0,4,49.5,11
