month,day,hour,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Max,Temp_Min,Humidity_Max,Humidity_Min
1,5,15,115.258,485.6,311,29,1049,48,43,100,82
1,5,16,85.946,361.6,0,0,731,48,43,100,82
1,5,17,115.588,495.4,0,21,0,48,43,100,82
1,5,18,217.098,939.6,0,8,822,48,43,100,82
1,5,19,188.012,806.6,140,0,1008,48,43,100,82
1,5,20,179.228,761.4,868,28,1028,48,43,100,82
1,5,21,96.82,408.6,0,0,1042,48,43,100,82
1,5,22,100.706,421.2,0,29,1058,48,43,100,82
1,5,23,108.22,452,0,0,1062,48,43,100,82
1,6,0,87.388,356.6,0,0,1073,48,39,100,76
1,6,1,48.954,206.4,0,29,481,48,39,100,76
1,6,2,17.32,74.6,0,0,0,48,39,100,76
1,6,3,17.884,77.4,0,28,0,48,39,100,76
1,6,4,17.858,77,0,0,0,48,39,100,76
1,6,5,16.406,70,0,0,0,48,39,100,76
1,6,6,18.36,80.2,0,28,0,48,39,100,76
1,6,7,16.982,72.4,0,0,0,48,39,100,76
1,6,8,84.858,356.8,0,29,660,48,39,100,76
1,6,9,38.592,166,0,0,222,48,39,100,76
1,6,10,66.934,283.2,0,2,489,48,39,100,76
1,6,11,48.678,206.6,0,26,297,48,39,100,76
1,6,12,78.506,335.8,0,552,0,48,39,100,76
1,6,13,102.802,434.6,409,103,758,48,39,100,76
1,6,14,99.234,413.6,237,0,1062,48,39,100,76
1,6,15,105.654,439.8,536,24,914,48,39,100,76
1,6,16,51.734,217.4,0,6,0,48,39,100,76
1,6,17,138.288,589,0,1288,0,48,39,100,76
1,6,18,142.318,614,0,231,0,48,39,100,76
1,6,19,217.74,947.4,678,41,306,48,39,100,76
1,6,20,191.914,825,106,29,776,48,39,100,76
1,6,21,142.784,606.2,0,0,786,48,39,100,76
1,6,22,55.78,237.8,0,29,0,48,39,100,76
1,6,23,18.216,74,0,0,0,48,39,100,76
1,7,0,19.366,82,0,28,0,54,45,100,62
1,7,1,18.958,78.4,0,0,0,54,45,100,62
1,7,2,19.004,79.8,0,26,0,54,45,100,62
1,7,3,17.512,72.6,0,3,0,54,45,100,62
1,7,4,27.906,116,0,0,144,54,45,100,62
1,7,5,42.404,175.4,0,28,397,54,45,100,62
1,7,6,44.56,187.8,0,0,31,54,45,100,62
1,7,7,156.19,657,0,29,1042,54,45,100,62
1,7,8,169.922,713.4,677,0,1046,54,45,100,62
1,7,9,118.088,486,611,19,1067,54,45,100,62
1,7,10,83,340,0,9,1079,54,45,100,62
1,7,11,81.576,333.8,0,0,1080,54,45,100,62
1,7,12,81.922,333.2,0,28,1072,54,45,100,62
1,7,13,30.318,124.4,0,0,213,54,45,100,62
1,7,14,18.232,80.2,0,28,0,54,45,100,62
1,7,15,16.446,67.6,0,0,0,54,45,100,62
1,7,16,17.206,73.2,0,5,0,54,45,100,62
1,7,17,29.206,125.8,0,23,0,54,45,100,62
1,7,18,55.778,233.4,0,0,0,54,45,100,62
1,7,19,117.302,498,0,28,155,54,45,100,62
1,7,20,203.956,863.8,0,0,1022,54,45,100,62
1,7,21,140.356,590.2,0,23,161,54,45,100,62
1,7,22,103.29,427,0,5,701,54,45,100,62
1,7,23,83.316,339,0,0,1084,54,45,100,62
1,8,0,78.654,324,0,28,995,45,39,100,81
1,8,1,16.222,71.4,0,0,0,45,39,100,81
1,8,2,17.388,75.6,0,29,0,45,39,100,81
1,8,3,17.33,77.2,0,0,0,45,39,100,81
1,8,4,16.582,72.6,0,6,0,45,39,100,81
1,8,5,16.774,72.2,0,22,0,45,39,100,81
1,8,6,127.456,534.4,0,0,646,45,39,100,81
1,8,7,159.39,674.4,0,27,956,45,39,100,81
1,8,8,21.134,90.6,0,0,36,45,39,100,81
1,8,9,18.886,83.8,0,20,0,45,39,100,81
1,8,10,16.466,71.6,0,8,0,45,39,100,81
1,8,11,66.066,283.6,61,427,0,45,39,100,81
1,8,12,195.836,826.4,501,754,886,45,39,100,81
1,8,13,261.902,1121.2,463,2020,1026,45,39,100,81
1,8,14,91.25,372.4,0,56,1091,45,39,100,81
1,8,15,88.592,361.6,0,9,1094,45,39,100,81
1,8,16,86.738,352.4,0,19,1090,45,39,100,81
1,8,17,63.584,264.6,0,0,528,45,39,100,81
1,8,18,78.042,329.2,0,29,0,45,39,100,81
1,8,19,111.726,474.4,0,0,0,45,39,100,81
1,8,20,127.054,536.4,222,28,0,45,39,100,81
1,8,21,251.966,1073.2,950,0,881,45,39,100,81
1,8,22,90.298,380.8,0,29,564,45,39,100,81
1,8,23,24.214,101.6,0,0,0,45,39,100,81
1,9,0,30.988,132.2,0,0,0,50,41,100,66
1,9,1,23.332,105.8,0,28,0,50,41,100,66
1,9,2,17.444,75.6,0,0,0,50,41,100,66
1,9,3,17.608,78.4,0,29,0,50,41,100,66
1,9,4,15.662,69.2,0,0,0,50,41,100,66
1,9,5,48.96,204.2,0,7,516,50,41,100,66
1,9,6,76.284,322.2,0,21,305,50,41,100,66
1,9,7,145.69,611,0,0,824,50,41,100,66
1,9,8,133.366,553.6,0,29,1059,50,41,100,66
1,9,9,83.32,344,0,0,1051,50,41,100,66
1,9,10,82.42,338,0,16,1068,50,41,100,66
1,9,11,93.762,392.4,0,12,1066,50,41,100,66
1,9,12,87.392,360.8,0,0,1066,50,41,100,66
1,9,13,43.876,191.2,0,29,311,50,41,100,66
1,9,14,17.286,75.2,0,0,0,50,41,100,66
1,9,15,21.056,90.4,0,26,0,50,41,100,66
1,9,16,60.4,254.8,607,3,0,50,41,100,66
1,9,17,49.04,205.8,555,0,0,50,41,100,66
1,9,18,111.17,469.8,0,28,0,50,41,100,66
1,9,19,144.538,612.8,0,0,278,50,41,100,66
1,9,20,166.194,705.8,0,28,577,50,41,100,66
1,9,21,188.532,790.8,0,0,768,50,41,100,66
1,9,22,97.272,404.6,0,0,74,50,41,100,66
1,9,23,32.848,145.4,0,28,0,50,41,100,66
1,10,0,27.7,124.8,0,0,0,52,37,100,82
1,10,1,28.624,130.4,0,29,0,52,37,100,82
1,10,2,26.25,118,0,0,0,52,37,100,82
1,10,3,28.144,126.6,0,7,0,52,37,100,82
1,10,4,34.972,155.2,0,21,113,52,37,100,82
1,10,5,58.658,248.8,0,0,543,52,37,100,82
1,10,6,54.384,239.4,0,29,0,52,37,100,82
1,10,7,129.186,545.8,0,0,798,52,37,100,82
1,10,8,162.232,686.8,0,8,1030,52,37,100,82
1,10,9,92.462,387.2,0,19,1050,52,37,100,82
1,10,10,90.046,374.2,0,0,1058,52,37,100,82
1,10,11,91.336,381.2,0,29,1057,52,37,100,82
1,10,12,90.64,378.8,0,0,1054,52,37,100,82
1,10,13,95.376,398.6,0,14,1055,52,37,100,82
1,10,14,90.648,377.2,0,14,1000,52,37,100,82
1,10,15,54.038,224.8,0,0,0,52,37,100,82
1,10,16,38.482,163.6,0,29,0,52,37,100,82
1,10,17,32.68,141.8,0,0,0,52,37,100,82
1,10,18,70.394,301.8,0,26,0,52,37,100,82
1,10,19,144.976,618.6,0,3,0,52,37,100,82
1,10,20,197.026,842.4,672,0,911,52,37,100,82
1,10,21,177.38,756,533,28,323,52,37,100,82
1,10,22,58.586,245.6,102,0,0,52,37,100,82
1,10,23,19.856,88.6,0,29,0,52,37,100,82
1,11,0,16.302,72.2,0,0,0,52,46,93,67
1,11,1,17.68,76,0,28,0,52,46,93,67
1,11,2,18.126,79.6,0,0,0,52,46,93,67
1,11,3,16.67,72.8,0,11,0,52,46,93,67
1,11,4,61.47,252.8,0,18,733,52,46,93,67
1,11,5,17.5,77.8,0,0,0,52,46,93,67
1,11,6,38.61,165,0,29,0,52,46,93,67
1,11,7,56.372,236.4,0,0,61,52,46,93,67
1,11,8,128.672,535.2,0,21,1050,52,46,93,67
1,11,9,99.58,416.8,0,8,1044,52,46,93,67
1,11,10,97.652,406.4,0,0,1046,52,46,93,67
1,11,11,91.63,381.8,0,29,1046,52,46,93,67
1,11,12,124.168,522.2,0,0,1034,52,46,93,67
1,11,13,88.484,368.6,0,29,802,52,46,93,67
1,11,14,36.704,148.6,0,0,0,52,46,93,67
1,11,15,36.646,147.8,0,3,0,52,46,93,67
1,11,16,37.844,154.6,0,27,0,52,46,93,67
1,11,17,59.934,250,0,0,0,52,46,93,67
1,11,18,81.814,341.2,0,29,0,52,46,93,67
1,11,19,86.762,366.2,0,0,0,52,46,93,67
1,11,20,106.032,446.4,0,15,0,52,46,93,67
1,11,21,88.884,377.2,0,14,0,52,46,93,67
1,11,22,183.448,773.6,661,0,1040,52,46,93,67
1,11,23,114.834,478.2,600,29,141,52,46,93,67
1,12,0,38.766,170,1,0,0,48,39,87,62
1,12,1,29.058,132.6,0,25,0,48,39,87,62
1,12,2,28.172,129.8,0,5,0,48,39,87,62
1,12,3,29.572,133.4,0,0,0,48,39,87,62
1,12,4,27.8,128,0,29,0,48,39,87,62
1,12,5,26.412,120.4,0,0,0,48,39,87,62
1,12,6,28.838,130.4,0,26,0,48,39,87,62
1,12,7,112.6,476.6,0,3,491,48,39,87,62
1,12,8,136.36,572,0,0,373,48,39,87,62
1,12,9,59.256,255.2,0,28,481,48,39,87,62
1,12,10,145.076,618.6,1048,330,454,48,39,87,62
1,12,11,173.824,735,1087,139,1043,48,39,87,62
1,12,12,72.486,307,0,24,717,48,39,87,62
1,12,13,36.652,171,0,29,0,48,39,87,62
1,12,14,141.932,596.6,0,1227,579,48,39,87,62
1,12,15,96.346,411.2,0,610,327,48,39,87,62
1,12,16,82.686,345.8,0,37,801,48,39,87,62
1,12,17,157.534,681.4,1152,30,0,48,39,87,62
1,12,18,311.808,1353.4,1051,11,706,48,39,87,62
1,12,19,219.842,942.8,175,6,1001,48,39,87,62
1,12,20,206.24,880.6,422,28,1016,48,39,87,62
1,12,21,192.972,812.4,0,0,1038,48,39,87,62
1,12,22,266.116,1123.8,658,34,1036,48,39,87,62
1,12,23,251.06,1046.4,0,0,1053,48,39,87,62
1,13,0,280.212,1176,762,0,1046,48,41,93,66
1,13,1,224.84,934.8,200,35,1056,48,41,93,66
1,13,2,187.616,776.2,700,0,1075,48,41,93,66
1,13,3,146.614,599.2,0,21,1080,48,41,93,66
1,13,4,123.334,505.6,0,13,708,48,41,93,66
1,13,5,81.004,328,0,0,0,48,41,93,66
1,13,6,82.604,336.4,0,34,0,48,41,93,66
1,13,7,80.472,328.6,0,0,0,48,41,93,66
1,13,8,30.534,134,0,0,0,48,41,93,66
1,13,9,94.268,396.4,0,35,0,48,41,93,66
1,13,10,59.966,257,0,0,339,48,41,93,66
1,13,11,108.05,458,959,0,527,48,41,93,66
1,13,12,141.34,617.8,1587,53,0,48,41,93,66
1,13,13,136.872,585.4,1029,0,686,48,41,93,66
1,13,14,73.944,323.2,321,0,284,48,41,93,66
1,13,15,30.996,140.6,0,41,0,48,41,93,66
1,13,16,47.966,207.8,0,5,0,48,41,93,66
1,13,17,115.352,489.8,0,0,0,48,41,93,66
1,13,18,247.294,1057.6,426,25,851,48,41,93,66
1,13,19,223.824,955.8,521,32,992,48,41,93,66
1,13,20,175.064,745.8,0,0,718,48,41,93,66
1,13,21,136.978,578.4,0,0,0,48,41,93,66
1,13,22,36.528,155.2,0,46,0,48,41,93,66
1,13,23,15.984,71,0,0,0,48,41,93,66
1,14,0,17.744,79,0,0,0,50,41,93,66
1,14,1,17.464,76.6,0,19,0,50,41,93,66
1,14,2,17.368,74.2,0,24,0,50,41,93,66
1,14,3,40.536,167,0,0,383,50,41,93,66
1,14,4,28.404,118.6,0,0,200,50,41,93,66
1,14,5,18.696,80.8,0,48,0,50,41,93,66
1,14,6,37.832,162.4,0,0,0,50,41,93,66
1,14,7,124.206,521.6,0,0,1038,50,41,93,66
1,14,8,155.768,657.2,0,35,1033,50,41,93,66
1,14,9,112.596,474.6,0,8,1043,50,41,93,66
1,14,10,91.53,383.8,0,0,1051,50,41,93,66
1,14,11,89.228,374,0,9,1047,50,41,93,66
1,14,12,92.586,388.8,0,45,1054,50,41,93,66
1,14,13,90.006,377.2,0,0,1044,50,41,93,66
1,14,14,44.4,192.2,0,0,306,50,41,93,66
1,14,15,28.968,133.6,0,36,0,50,41,93,66
1,14,16,27.73,126,0,7,0,50,41,93,66
1,14,17,38.192,170,0,0,0,50,41,93,66
1,14,18,67.456,291,0,19,0,50,41,93,66
1,14,19,180.452,774.6,629,37,0,50,41,93,66
1,14,20,308.212,1334.4,2354,0,789,50,41,93,66
1,14,21,284.712,1218.2,2460,0,419,50,41,93,66
1,14,22,66.99,296.4,473,52,0,50,41,93,66
1,14,23,43.856,188.8,2,0,331,50,41,93,66
1,15,0,43.894,188.8,0,0,340,48,46,87,76
1,15,1,24.612,114.8,0,14,0,48,46,87,76
1,15,2,25.676,119.6,0,31,0,48,46,87,76
1,15,3,23.182,108.4,0,0,0,48,46,87,76
1,15,4,23.22,109.2,0,0,0,48,46,87,76
1,15,5,26.846,125.2,0,51,0,48,46,87,76
1,15,6,70.58,306.8,0,0,226,48,46,87,76
1,15,7,144.93,610.4,0,0,1041,48,46,87,76
1,15,8,133.878,565.4,0,32,1039,48,46,87,76
1,15,9,88.862,368,0,21,1071,48,46,87,76
1,15,10,93.204,386,0,92,1071,48,46,87,76
1,15,11,159.864,667.6,0,898,1058,48,46,87,76
1,15,12,314.236,1336,782,2532,1036,48,46,87,76
1,15,13,221.294,938,0,1747,1038,48,46,87,76
1,15,14,196.394,819,0,1215,1067,48,46,87,76
1,15,15,128.524,530.6,0,79,1081,48,46,87,76
1,15,16,114.768,474.6,0,10,1074,48,46,87,76
1,15,17,123.79,518,0,32,1051,48,46,87,76
1,15,18,157.07,666.2,0,45,207,48,46,87,76
1,15,19,101.076,434.2,0,9,0,48,46,87,76
1,15,20,99.766,423,0,11,0,48,46,87,76
1,15,21,151.542,641.4,0,64,220,48,46,87,76
1,15,22,141.28,587.4,0,0,1071,48,46,87,76
1,15,23,78.424,324.8,0,0,821,48,46,87,76
1,16,0,29.662,134.2,0,51,0,48,41,93,76
1,16,1,27.42,125,0,2,0,48,41,93,76
1,16,2,26.292,119.2,0,0,0,48,41,93,76
1,16,3,27.918,127.8,0,19,0,48,41,93,76
1,16,4,28.844,132.2,0,37,0,48,41,93,76
1,16,5,26.676,121.2,0,0,0,48,41,93,76
1,16,6,67.236,287.8,0,0,246,48,41,93,76
1,16,7,153.316,645.8,0,44,1046,48,41,93,76
1,16,8,119.054,499.2,0,0,1046,48,41,93,76
1,16,9,93.786,391.2,0,0,1054,48,41,93,76
1,16,10,94.172,396.2,0,29,1051,48,41,93,76
1,16,11,113.066,479.4,0,335,1046,48,41,93,76
1,16,12,107.688,453,0,68,1043,48,41,93,76
1,16,13,169.736,716.2,0,1052,1041,48,41,93,76
1,16,14,196.12,825.8,451,1602,556,48,41,93,76
1,16,15,47.174,201.2,127,36,0,48,41,93,76
1,16,16,75.25,319.4,584,35,0,48,41,93,76
1,16,17,42.386,187.6,0,67,0,48,41,93,76
1,16,18,89.756,385.8,0,1,0,48,41,93,76
1,16,19,119.624,510.6,0,0,0,48,41,93,76
1,16,20,150.54,646.6,0,35,0,48,41,93,76
1,16,21,179.688,764.2,0,17,776,48,41,93,76
1,16,22,124.636,518.6,0,0,486,48,41,93,76
1,16,23,25.812,112,0,0,0,48,41,93,76
1,17,0,25.064,111.4,0,54,0,52,41,100,87
1,17,1,22.454,99,0,0,0,52,41,100,87
1,17,2,21.89,96.8,0,0,0,52,41,100,87
1,17,3,23.478,104,0,29,0,52,41,100,87
1,17,4,23.134,102.6,0,14,0,52,41,100,87
1,17,5,30.552,132.2,0,0,156,52,41,100,87
1,17,6,85.082,358.6,0,8,626,52,41,100,87
1,17,7,63.056,271,0,43,133,52,41,100,87
1,17,8,180.72,765,488,0,1036,52,41,100,87
1,17,9,117.852,493,519,0,1048,52,41,100,87
1,17,10,86.726,362,0,43,1044,52,41,100,87
1,17,11,84.31,348.2,0,0,1057,52,41,100,87
1,17,12,86.988,357.2,0,0,1076,52,41,100,87
1,17,13,77.736,320.6,0,28,904,52,41,100,87
1,17,14,32.192,146,0,25,0,52,41,100,87
1,17,15,27.898,125.8,0,0,0,52,41,100,87
1,17,16,30.45,132.4,0,0,0,52,41,100,87
1,17,17,33.93,149.2,0,54,0,52,41,100,87
1,17,18,54.824,234.2,0,0,0,52,41,100,87
1,17,19,133.304,567,0,0,594,52,41,100,87
1,17,20,166.138,707.4,0,33,983,52,41,100,87
1,17,21,84.856,363,0,18,0,52,41,100,87
1,17,22,50.196,215.6,0,0,0,52,41,100,87
1,17,23,29.452,126.6,0,1,0,52,41,100,87
1,18,0,26.42,118.6,0,52,0,55,45,100,82
1,18,1,22.084,98,0,0,0,55,45,100,82
1,18,2,22.532,103,0,0,0,55,45,100,82
1,18,3,25.27,113,0,42,0,55,45,100,82
1,18,4,64.238,272.2,0,9,688,55,45,100,82
1,18,5,22.01,103.8,0,0,0,55,45,100,82
1,18,6,62.022,269,0,4,0,55,45,100,82
1,18,7,153.594,644.8,0,38,693,55,45,100,82
1,18,8,183.672,775.4,510,0,1033,55,45,100,82
1,18,9,124.566,528.4,524,0,1026,55,45,100,82
1,18,10,86.828,365.4,0,51,1034,55,45,100,82
1,18,11,85.332,357.8,0,0,1042,55,45,100,82
1,18,12,86.276,360,0,0,1060,55,45,100,82
1,18,13,63.984,269.4,0,36,602,55,45,100,82
1,18,14,99.006,408.8,0,7,1087,55,45,100,82
1,18,15,90.488,374.4,0,0,1085,55,45,100,82
1,18,16,90.92,375.8,0,32,1077,55,45,100,82
1,18,17,98.242,411,0,11,1047,55,45,100,82
1,18,18,149.066,627.4,0,0,1030,55,45,100,82
1,18,19,212.284,903.6,0,481,1020,55,45,100,82
1,18,20,112.282,482.6,0,40,230,55,45,100,82
1,18,21,112.154,486.2,0,0,0,55,45,100,82
1,18,22,124.38,522.8,0,11,542,55,45,100,82
1,18,23,69.338,291,0,32,687,55,45,100,82
1,19,0,15.958,71,0,0,0,59,52,94,72
1,19,1,28.528,125.4,0,15,0,59,52,94,72
1,19,2,17.786,75.8,0,30,0,59,52,94,72
1,19,3,17.458,75,0,0,0,59,52,94,72
1,19,4,18.27,78.4,0,15,0,59,52,94,72
1,19,5,17.708,74.6,0,30,0,59,52,94,72
1,19,6,49.47,202.8,0,0,527,59,52,94,72
1,19,7,49.416,206.4,0,16,154,59,52,94,72
1,19,8,158.196,675.8,0,1382,0,59,52,94,72
1,19,9,147.13,623.4,0,2011,89,59,52,94,72
1,19,10,75.202,316.8,0,228,735,59,52,94,72
1,19,11,22.326,100.8,0,37,0,59,52,94,72
1,19,12,188.156,802.4,963,1348,271,59,52,94,72
1,19,13,158.984,679.8,531,790,877,59,52,94,72
1,19,14,123.688,514.6,927,0,855,59,52,94,72
1,19,15,25.782,112.2,100,43,0,59,52,94,72
1,19,16,17.468,74.2,0,10,0,59,52,94,72
1,19,17,185.366,787.4,0,0,658,59,52,94,72
1,19,18,154.802,656.4,0,50,1020,59,52,94,72
1,19,19,172.136,724.2,0,6,1034,59,52,94,72
1,19,20,157.844,666.2,0,0,1030,59,52,94,72
1,19,21,79.678,333.8,0,39,765,59,52,94,72
1,19,22,30.932,133.4,0,4,0,59,52,94,72
1,19,23,68.022,282.8,0,0,0,59,52,94,72
1,20,0,50.734,216.6,0,52,0,55,52,82,67
1,20,1,19.402,82.8,0,3,0,55,52,82,67
1,20,2,17.706,73.8,0,0,0,55,52,82,67
1,20,3,20.2,88.8,0,40,0,55,52,82,67
1,20,4,19.564,83.4,0,15,19,55,52,82,67
1,20,5,53.172,218,0,0,593,55,52,82,67
1,20,6,18.91,81.2,0,23,0,55,52,82,67
1,20,7,18.318,78.4,0,21,0,55,52,82,67
1,20,8,37.052,160.4,0,0,0,55,52,82,67
1,20,9,26.578,115.6,0,30,0,55,52,82,67
1,20,10,44.936,198.6,0,13,277,55,52,82,67
1,20,11,128.688,543.4,762,0,1040,55,52,82,67
1,20,12,51.366,237,0,43,22,55,52,82,67
1,20,13,95.57,404.6,0,12,541,55,52,82,67
1,20,14,107.44,448,0,0,1066,55,52,82,67
1,20,15,67.068,283.2,0,31,74,55,52,82,67
1,20,16,81.112,340.6,0,12,0,55,52,82,67
1,20,17,159.38,678.2,0,0,570,55,52,82,67
1,20,18,157.338,667.2,0,42,0,55,52,82,67
1,20,19,136.79,593.8,248,0,330,55,52,82,67
1,20,20,186.03,792.2,765,0,408,55,52,82,67
1,20,21,131.024,554,0,43,0,55,52,82,67
1,20,22,81.252,341.8,0,0,0,55,52,82,67
1,20,23,30.738,132.8,0,0,0,55,52,82,67
1,21,0,26.216,119,0,44,0,52,48,88,67
1,21,1,22.734,106.8,0,0,0,52,48,88,67
1,21,2,22.744,107,0,6,0,52,48,88,67
1,21,3,57.908,247.2,0,47,543,52,48,88,67
1,21,4,23.122,108.6,0,0,0,52,48,88,67
1,21,5,22.756,107,0,0,0,52,48,88,67
1,21,6,78.662,338.2,0,53,488,52,48,88,67
1,21,7,146.792,616.2,0,0,1058,52,48,88,67
1,21,8,98.438,412.4,0,0,1051,52,48,88,67
1,21,9,94.584,398.6,0,41,1049,52,48,88,67
1,21,10,94.862,401,0,0,1041,52,48,88,67
1,21,11,96.998,415.4,0,0,1022,52,48,88,67
1,21,12,90.632,382.4,0,44,1034,52,48,88,67
1,21,13,85.002,358.6,0,0,1041,52,48,88,67
1,21,14,86.558,355.6,0,0,1062,52,48,88,67
