datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,year,month,day,Temp_Max,Temp_Min,Humidity_Max,Humidity_Min
2008-01-04 4:00,16.602,2.776,14761.03,70,0,0,0,2008,1,4,50,39,93,71
2008-01-04 5:00,19.79,6.328,14761.81,86.4,0,30,0,2008,1,4,50,39,93,71
2008-01-04 6:00,74.718,3.3,14654.67,314.8,0,0,263,2008,1,4,50,39,93,71
2008-01-04 7:00,174.526,4.82,14264.32,730.8,0,16,1041,2008,1,4,50,39,93,71
2008-01-04 8:00,177.818,5.428,14183.62,757.8,0,1491,1030,2008,1,4,50,39,93,71
2008-01-04 9:00,102.83,5.148,14353.47,428,0,84,1054,2008,1,4,50,39,93,71
2008-01-04 10:00,108.756,3.916,14280.33,457.4,0,40,1043,2008,1,4,50,39,93,71
2008-01-04 11:00,89.318,3,14358.33,378.2,0,9,695,2008,1,4,50,39,93,71
2008-01-04 12:00,48.748,5.588,14560.86,211,0,41,0,2008,1,4,50,39,93,71
2008-01-04 13:00,100.024,3.572,14529.07,417.8,0,9,1048,2008,1,4,50,39,93,71
2008-01-04 14:00,47.238,6.312,14571.18,207.4,0,40,250,2008,1,4,50,39,93,71
2008-01-04 15:00,195.208,8.996,14524.39,814.6,0,1770,540,2008,1,4,50,39,93,71
2008-01-04 16:00,149.622,13.062,14586.36,623.2,0,91,1086,2008,1,4,50,39,93,71
2008-01-04 17:00,228.838,11.182,14176.91,979.4,0,1519,1028,2008,1,4,50,39,93,71
2008-01-04 18:00,112.23,5.256,14197.05,475.6,0,57,1031,2008,1,4,50,39,93,71
2008-01-04 19:00,106.252,8.536,14132.48,455.6,0,34,25,2008,1,4,50,39,93,71
2008-01-04 20:00,167.56,8.99,14151.44,715.8,571,36,668,2008,1,4,50,39,93,71
2008-01-04 21:00,125.674,3.112,14323.29,526.6,312,0,400,2008,1,4,50,39,93,71
2008-01-04 22:00,94.638,7.378,14539.58,390.8,358,29,0,2008,1,4,50,39,93,71
2008-01-04 23:00,48.688,3.63,14642.89,198.4,0,0,0,2008,1,4,50,39,93,71
2008-01-05 0:00,21.76,5.494,14620.01,92.2,0,27,0,2008,1,5,48,43,100,82
2008-01-05 1:00,18.28,3.766,14565.19,76.4,0,1,0,2008,1,5,48,43,100,82
2008-01-05 2:00,16.812,3.204,14600,70.8,0,0,0,2008,1,5,48,43,100,82
2008-01-05 3:00,35.564,5.608,14578.88,150.6,0,29,281,2008,1,5,48,43,100,82
2008-01-05 4:00,29.794,3.266,14569.08,123.8,0,0,213,2008,1,5,48,43,100,82
2008-01-05 5:00,18.486,5.63,14581.65,81,0,29,0,2008,1,5,48,43,100,82
2008-01-05 6:00,17.118,3.2,14644.99,71.4,0,0,0,2008,1,5,48,43,100,82
2008-01-05 7:00,17.888,3.316,14518.52,76.4,0,0,0,2008,1,5,48,43,100,82
2008-01-05 8:00,116.458,7.122,14369.27,492.8,0,28,560,2008,1,5,48,43,100,82
2008-01-05 9:00,89.576,2.868,14232.19,375.6,0,0,620,2008,1,5,48,43,100,82
2008-01-05 10:00,95.992,6.982,14061.84,410.4,0,28,1012,2008,1,5,48,43,100,82
2008-01-05 11:00,85.126,6.142,14047.45,363.4,0,0,1010,2008,1,5,48,43,100,82
2008-01-05 12:00,146.93,8.636,14091.56,638.4,0,13,1017,2008,1,5,48,43,100,82
2008-01-05 13:00,126.426,9.994,14181.33,537.6,9,16,1029,2008,1,5,48,43,100,82
2008-01-05 14:00,140.162,5.31,14321.68,590.6,785,0,1049,2008,1,5,48,43,100,82
2008-01-05 15:00,115.258,6.926,14324.47,485.6,311,29,1049,2008,1,5,48,43,100,82
2008-01-05 16:00,85.946,5.47,14360,361.6,0,0,731,2008,1,5,48,43,100,82
2008-01-05 17:00,115.588,6.466,14104.3,495.4,0,21,0,2008,1,5,48,43,100,82
2008-01-05 18:00,217.098,3.714,13854.82,939.6,0,8,822,2008,1,5,48,43,100,82
2008-01-05 19:00,188.012,8.372,14034.11,806.6,140,0,1008,2008,1,5,48,43,100,82
2008-01-05 20:00,179.228,4.834,14169.74,761.4,868,28,1028,2008,1,5,48,43,100,82
2008-01-05 21:00,96.82,3.642,14272.84,408.6,0,0,1042,2008,1,5,48,43,100,82
2008-01-05 22:00,100.706,5.89,14388.49,421.2,0,29,1058,2008,1,5,48,43,100,82
2008-01-05 23:00,108.22,3.612,14412.63,452,0,0,1062,2008,1,5,48,43,100,82
2008-01-06 0:00,87.388,3.432,14495.17,356.6,0,0,1073,2008,1,6,48,39,100,76
2008-01-06 1:00,48.954,5.73,14411.36,206.4,0,29,481,2008,1,6,48,39,100,76
2008-01-06 2:00,17.32,4.036,14678,74.6,0,0,0,2008,1,6,48,39,100,76
2008-01-06 3:00,17.884,4.716,14657.35,77.4,0,28,0,2008,1,6,48,39,100,76
2008-01-06 4:00,17.858,4.474,14652.11,77,0,0,0,2008,1,6,48,39,100,76
2008-01-06 5:00,16.406,2.744,14634.3,70,0,0,0,2008,1,6,48,39,100,76
2008-01-06 6:00,18.36,4.882,14561.2,80.2,0,28,0,2008,1,6,48,39,100,76
2008-01-06 7:00,16.982,2.982,14449.48,72.4,0,0,0,2008,1,6,48,39,100,76
2008-01-06 8:00,84.858,6.228,14514.98,356.8,0,29,660,2008,1,6,48,39,100,76
2008-01-06 9:00,38.592,2.908,14464.37,166,0,0,222,2008,1,6,48,39,100,76
2008-01-06 10:00,66.934,3.3,14236.71,283.2,0,2,489,2008,1,6,48,39,100,76
2008-01-06 11:00,48.678,5.238,14381.22,206.6,0,26,297,2008,1,6,48,39,100,76
2008-01-06 12:00,78.506,10.562,14343.39,335.8,0,552,0,2008,1,6,48,39,100,76
2008-01-06 13:00,102.802,6.376,14340.09,434.6,409,103,758,2008,1,6,48,39,100,76
2008-01-06 14:00,99.234,3.57,14415.01,413.6,237,0,1062,2008,1,6,48,39,100,76
2008-01-06 15:00,105.654,4.752,14408.45,439.8,536,24,914,2008,1,6,48,39,100,76
2008-01-06 16:00,51.734,7.038,14413.04,217.4,0,6,0,2008,1,6,48,39,100,76
2008-01-06 17:00,138.288,4.74,14088.59,589,0,1288,0,2008,1,6,48,39,100,76
2008-01-06 18:00,142.318,5.382,13957.91,614,0,231,0,2008,1,6,48,39,100,76
2008-01-06 19:00,217.74,8.77,13866.41,947.4,678,41,306,2008,1,6,48,39,100,76
2008-01-06 20:00,191.914,5.012,14018.38,825,106,29,776,2008,1,6,48,39,100,76
2008-01-06 21:00,142.784,2.476,14114.49,606.2,0,0,786,2008,1,6,48,39,100,76
2008-01-06 22:00,55.78,4.4,14214.02,237.8,0,29,0,2008,1,6,48,39,100,76
2008-01-06 23:00,18.216,3.21,14430.47,74,0,0,0,2008,1,6,48,39,100,76
2008-01-07 0:00,19.366,5.66,14448.2,82,0,28,0,2008,1,7,54,45,100,62
2008-01-07 1:00,18.958,4.988,14496.58,78.4,0,0,0,2008,1,7,54,45,100,62
2008-01-07 2:00,19.004,5.318,14656.75,79.8,0,26,0,2008,1,7,54,45,100,62
2008-01-07 3:00,17.512,4.508,14611.81,72.6,0,3,0,2008,1,7,54,45,100,62
2008-01-07 4:00,27.906,5.048,14510.6,116,0,0,144,2008,1,7,54,45,100,62
2008-01-07 5:00,42.404,3.68,14494.94,175.4,0,28,397,2008,1,7,54,45,100,62
2008-01-07 6:00,44.56,3.288,14548.64,187.8,0,0,31,2008,1,7,54,45,100,62
2008-01-07 7:00,156.19,6.136,14264.05,657,0,29,1042,2008,1,7,54,45,100,62
2008-01-07 8:00,169.922,4.196,14299.9,713.4,677,0,1046,2008,1,7,54,45,100,62
2008-01-07 9:00,118.088,4.04,14444.39,486,611,19,1067,2008,1,7,54,45,100,62
2008-01-07 10:00,83,5.05,14528.89,340,0,9,1079,2008,1,7,54,45,100,62
2008-01-07 11:00,81.576,3.744,14537.93,333.8,0,0,1080,2008,1,7,54,45,100,62
2008-01-07 12:00,81.922,4.88,14483.54,333.2,0,28,1072,2008,1,7,54,45,100,62
2008-01-07 13:00,30.318,4.502,14517.01,124.4,0,0,213,2008,1,7,54,45,100,62
2008-01-07 14:00,18.232,5.834,14682.57,80.2,0,28,0,2008,1,7,54,45,100,62
2008-01-07 15:00,16.446,3.128,14530.25,67.6,0,0,0,2008,1,7,54,45,100,62
2008-01-07 16:00,17.206,3.976,14514.18,73.2,0,5,0,2008,1,7,54,45,100,62
2008-01-07 17:00,29.206,4.94,14308.74,125.8,0,23,0,2008,1,7,54,45,100,62
2008-01-07 18:00,55.778,2.612,14238.55,233.4,0,0,0,2008,1,7,54,45,100,62
2008-01-07 19:00,117.302,9.038,14158.21,498,0,28,155,2008,1,7,54,45,100,62
2008-01-07 20:00,203.956,6.012,14133.32,863.8,0,0,1022,2008,1,7,54,45,100,62
2008-01-07 21:00,140.356,5.08,14263.71,590.2,0,23,161,2008,1,7,54,45,100,62
2008-01-07 22:00,103.29,5.936,14433.4,427,0,5,701,2008,1,7,54,45,100,62
2008-01-07 23:00,83.316,4.578,14565.11,339,0,0,1084,2008,1,7,54,45,100,62
2008-01-08 0:00,78.654,7.452,14578.83,324,0,28,995,2008,1,8,45,39,100,81
2008-01-08 1:00,16.222,3.154,14521.7,71.4,0,0,0,2008,1,8,45,39,100,81
2008-01-08 2:00,17.388,4.484,14651.06,75.6,0,29,0,2008,1,8,45,39,100,81
2008-01-08 3:00,17.33,4.28,14701.45,77.2,0,0,0,2008,1,8,45,39,100,81
2008-01-08 4:00,16.582,3.278,14635.07,72.6,0,6,0,2008,1,8,45,39,100,81
2008-01-08 5:00,16.774,3.634,14600.48,72.2,0,22,0,2008,1,8,45,39,100,81
2008-01-08 6:00,127.456,4.892,14499.61,534.4,0,0,646,2008,1,8,45,39,100,81
2008-01-08 7:00,159.39,5.15,14144.89,674.4,0,27,956,2008,1,8,45,39,100,81
2008-01-08 8:00,21.134,2.602,14375.48,90.6,0,0,36,2008,1,8,45,39,100,81
2008-01-08 9:00,18.886,6.514,14404.48,83.8,0,20,0,2008,1,8,45,39,100,81
2008-01-08 10:00,16.466,3.508,14467.73,71.6,0,8,0,2008,1,8,45,39,100,81
2008-01-08 11:00,66.066,4.146,14348.92,283.6,61,427,0,2008,1,8,45,39,100,81
2008-01-08 12:00,195.836,7.914,14263.43,826.4,501,754,886,2008,1,8,45,39,100,81
2008-01-08 13:00,261.902,9.238,14155.21,1121.2,463,2020,1026,2008,1,8,45,39,100,81
2008-01-08 14:00,91.25,5.244,14621.2,372.4,0,56,1091,2008,1,8,45,39,100,81
2008-01-08 15:00,88.592,5.818,14629.92,361.6,0,9,1094,2008,1,8,45,39,100,81
2008-01-08 16:00,86.738,3.676,14615.6,352.4,0,19,1090,2008,1,8,45,39,100,81
2008-01-08 17:00,63.584,3.156,14465.27,264.6,0,0,528,2008,1,8,45,39,100,81
2008-01-08 18:00,78.042,4.944,14290.16,329.2,0,29,0,2008,1,8,45,39,100,81
2008-01-08 19:00,111.726,3.654,14232.96,474.4,0,0,0,2008,1,8,45,39,100,81
2008-01-08 20:00,127.054,6.696,14342.89,536.4,222,28,0,2008,1,8,45,39,100,81
2008-01-08 21:00,251.966,13.856,14136.73,1073.2,950,0,881,2008,1,8,45,39,100,81
2008-01-08 22:00,90.298,6.666,14466.5,380.8,0,29,564,2008,1,8,45,39,100,81
2008-01-08 23:00,24.214,3.496,14633.83,101.6,0,0,0,2008,1,8,45,39,100,81
2008-01-09 0:00,30.988,2.8,14543.7,132.2,0,0,0,2008,1,9,50,41,100,66
2008-01-09 1:00,23.332,4.144,14514.15,105.8,0,28,0,2008,1,9,50,41,100,66
2008-01-09 2:00,17.444,4.042,14618.07,75.6,0,0,0,2008,1,9,50,41,100,66
2008-01-09 3:00,17.608,5.002,14568.46,78.4,0,29,0,2008,1,9,50,41,100,66
2008-01-09 4:00,15.662,2.2,14534.2,69.2,0,0,0,2008,1,9,50,41,100,66
2008-01-09 5:00,48.96,5.11,14543.51,204.2,0,7,516,2008,1,9,50,41,100,66
2008-01-09 6:00,76.284,3.598,14525.86,322.2,0,21,305,2008,1,9,50,41,100,66
2008-01-09 7:00,145.69,4.12,14267.2,611,0,0,824,2008,1,9,50,41,100,66
2008-01-09 8:00,133.366,6.466,14386.46,553.6,0,29,1059,2008,1,9,50,41,100,66
2008-01-09 9:00,83.32,4.262,14341.76,344,0,0,1051,2008,1,9,50,41,100,66
2008-01-09 10:00,82.42,5.454,14454.56,338,0,16,1068,2008,1,9,50,41,100,66
2008-01-09 11:00,93.762,11.538,14440.08,392.4,0,12,1066,2008,1,9,50,41,100,66
2008-01-09 12:00,87.392,6.884,14441.61,360.8,0,0,1066,2008,1,9,50,41,100,66
2008-01-09 13:00,43.876,7.892,14518.75,191.2,0,29,311,2008,1,9,50,41,100,66
2008-01-09 14:00,17.286,3.51,14781.18,75.2,0,0,0,2008,1,9,50,41,100,66
2008-01-09 15:00,21.056,4.952,14735.6,90.4,0,26,0,2008,1,9,50,41,100,66
2008-01-09 16:00,60.4,6.228,14610.76,254.8,607,3,0,2008,1,9,50,41,100,66
2008-01-09 17:00,49.04,3.214,14419.07,205.8,555,0,0,2008,1,9,50,41,100,66
2008-01-09 18:00,111.17,6.146,14196.96,469.8,0,28,0,2008,1,9,50,41,100,66
2008-01-09 19:00,144.538,5.374,14177.09,612.8,0,0,278,2008,1,9,50,41,100,66
2008-01-09 20:00,166.194,8.314,14161.76,705.8,0,28,577,2008,1,9,50,41,100,66
2008-01-09 21:00,188.532,5.398,14305.99,790.8,0,0,768,2008,1,9,50,41,100,66
2008-01-09 22:00,97.272,4.468,14661.52,404.6,0,0,74,2008,1,9,50,41,100,66
2008-01-09 23:00,32.848,4.22,14664.14,145.4,0,28,0,2008,1,9,50,41,100,66
2008-01-10 0:00,27.7,3.644,14673.97,124.8,0,0,0,2008,1,10,52,37,100,82
2008-01-10 1:00,28.624,5.084,14546.73,130.4,0,29,0,2008,1,10,52,37,100,82
2008-01-10 2:00,26.25,2.048,14691.66,118,0,0,0,2008,1,10,52,37,100,82
2008-01-10 3:00,28.144,4.136,14715.63,126.6,0,7,0,2008,1,10,52,37,100,82
2008-01-10 4:00,34.972,4.592,14640.27,155.2,0,21,113,2008,1,10,52,37,100,82
2008-01-10 5:00,58.658,2.454,14583.72,248.8,0,0,543,2008,1,10,52,37,100,82
2008-01-10 6:00,54.384,5.536,14541.44,239.4,0,29,0,2008,1,10,52,37,100,82
2008-01-10 7:00,129.186,3.454,14300.84,545.8,0,0,798,2008,1,10,52,37,100,82
2008-01-10 8:00,162.232,3.284,14182.67,686.8,0,8,1030,2008,1,10,52,37,100,82
2008-01-10 9:00,92.462,4.84,14334.33,387.2,0,19,1050,2008,1,10,52,37,100,82
2008-01-10 10:00,90.046,3.592,14383.62,374.2,0,0,1058,2008,1,10,52,37,100,82
2008-01-10 11:00,91.336,5.206,14375.16,381.2,0,29,1057,2008,1,10,52,37,100,82
2008-01-10 12:00,90.64,3.524,14358.73,378.8,0,0,1054,2008,1,10,52,37,100,82
2008-01-10 13:00,95.376,3.766,14364.19,398.6,0,14,1055,2008,1,10,52,37,100,82
2008-01-10 14:00,90.648,3.418,14508.26,377.2,0,14,1000,2008,1,10,52,37,100,82
2008-01-10 15:00,54.038,4.908,14716.14,224.8,0,0,0,2008,1,10,52,37,100,82
2008-01-10 16:00,38.482,5.308,14719.41,163.6,0,29,0,2008,1,10,52,37,100,82
2008-01-10 17:00,32.68,3.73,14438.74,141.8,0,0,0,2008,1,10,52,37,100,82
2008-01-10 18:00,70.394,7.314,14220.03,301.8,0,26,0,2008,1,10,52,37,100,82
2008-01-10 19:00,144.976,10.718,14096.89,618.6,0,3,0,2008,1,10,52,37,100,82
2008-01-10 20:00,197.026,5.09,14084.9,842.4,672,0,911,2008,1,10,52,37,100,82
2008-01-10 21:00,177.38,11.368,14112.02,756,533,28,323,2008,1,10,52,37,100,82
2008-01-10 22:00,58.586,5.714,14509.33,245.6,102,0,0,2008,1,10,52,37,100,82
2008-01-10 23:00,19.856,7.776,14663.6,88.6,0,29,0,2008,1,10,52,37,100,82
2008-01-11 0:00,16.302,3.122,14649.06,72.2,0,0,0,2008,1,11,52,46,93,67
2008-01-11 1:00,17.68,4.786,14591.57,76,0,28,0,2008,1,11,52,46,93,67
2008-01-11 2:00,18.126,5.352,14687.43,79.6,0,0,0,2008,1,11,52,46,93,67
2008-01-11 3:00,16.67,3.464,14707.61,72.8,0,11,0,2008,1,11,52,46,93,67
2008-01-11 4:00,61.47,4.15,14614.95,252.8,0,18,733,2008,1,11,52,46,93,67
2008-01-11 5:00,17.5,4.528,14580.46,77.8,0,0,0,2008,1,11,52,46,93,67
2008-01-11 6:00,38.61,5.516,14618.79,165,0,29,0,2008,1,11,52,46,93,67
2008-01-11 7:00,56.372,3.598,14330.83,236.4,0,0,61,2008,1,11,52,46,93,67
2008-01-11 8:00,128.672,5.182,14319.79,535.2,0,21,1050,2008,1,11,52,46,93,67
2008-01-11 9:00,99.58,2.826,14288.8,416.8,0,8,1044,2008,1,11,52,46,93,67
2008-01-11 10:00,97.652,1.748,14302.73,406.4,0,0,1046,2008,1,11,52,46,93,67
2008-01-11 11:00,91.63,3.912,14305.18,381.8,0,29,1046,2008,1,11,52,46,93,67
2008-01-11 12:00,124.168,2.192,14217.36,522.2,0,0,1034,2008,1,11,52,46,93,67
2008-01-11 13:00,88.484,4.486,14366.14,368.6,0,29,802,2008,1,11,52,46,93,67
2008-01-11 14:00,36.704,3.416,14550.08,148.6,0,0,0,2008,1,11,52,46,93,67
2008-01-11 15:00,36.646,3.406,14540.24,147.8,0,3,0,2008,1,11,52,46,93,67
2008-01-11 16:00,37.844,5.544,14426.69,154.6,0,27,0,2008,1,11,52,46,93,67
2008-01-11 17:00,59.934,3.052,14197.7,250,0,0,0,2008,1,11,52,46,93,67
2008-01-11 18:00,81.814,4.926,14243.47,341.2,0,29,0,2008,1,11,52,46,93,67
2008-01-11 19:00,86.762,3.05,14214.63,366.2,0,0,0,2008,1,11,52,46,93,67
2008-01-11 20:00,106.032,3.702,14282.68,446.4,0,15,0,2008,1,11,52,46,93,67
2008-01-11 21:00,88.884,6.114,14371.83,377.2,0,14,0,2008,1,11,52,46,93,67
2008-01-11 22:00,183.448,3.016,14254.44,773.6,661,0,1040,2008,1,11,52,46,93,67
2008-01-11 23:00,114.834,4.396,14528.01,478.2,600,29,141,2008,1,11,52,46,93,67
2008-01-12 0:00,38.766,3.496,14614.18,170,1,0,0,2008,1,12,48,39,87,62
2008-01-12 1:00,29.058,3.752,14587.45,132.6,0,25,0,2008,1,12,48,39,87,62
2008-01-12 2:00,28.172,3.48,14673.18,129.8,0,5,0,2008,1,12,48,39,87,62
2008-01-12 3:00,29.572,3.388,14647.8,133.4,0,0,0,2008,1,12,48,39,87,62
2008-01-12 4:00,27.8,5.534,14621.36,128,0,29,0,2008,1,12,48,39,87,62
2008-01-12 5:00,26.412,3.226,14630.86,120.4,0,0,0,2008,1,12,48,39,87,62
2008-01-12 6:00,28.838,5.88,14725.67,130.4,0,26,0,2008,1,12,48,39,87,62
2008-01-12 7:00,112.6,3.108,14523.99,476.6,0,3,491,2008,1,12,48,39,87,62
2008-01-12 8:00,136.36,3.704,14350.55,572,0,0,373,2008,1,12,48,39,87,62
2008-01-12 9:00,59.256,4.64,14343.14,255.2,0,28,481,2008,1,12,48,39,87,62
2008-01-12 10:00,145.076,6.538,14286.64,618.6,1048,330,454,2008,1,12,48,39,87,62
2008-01-12 11:00,173.824,12.954,14281.08,735,1087,139,1043,2008,1,12,48,39,87,62
2008-01-12 12:00,72.486,4.082,14448.67,307,0,24,717,2008,1,12,48,39,87,62
2008-01-12 13:00,36.652,8.358,14495.92,171,0,29,0,2008,1,12,48,39,87,62
2008-01-12 14:00,141.932,9.188,14445.1,596.6,0,1227,579,2008,1,12,48,39,87,62
2008-01-12 15:00,96.346,16.732,14551.91,411.2,0,610,327,2008,1,12,48,39,87,62
2008-01-12 16:00,82.686,4.28,14422.01,345.8,0,37,801,2008,1,12,48,39,87,62
2008-01-12 17:00,157.534,15.788,14121.28,681.4,1152,30,0,2008,1,12,48,39,87,62
