Datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-04 17:00:00,164.478,697.0,0.0,248.0,1038.0
2007-01-04 18:00:00,156.33,655.8,0.0,78.0,1035.0
2007-01-04 19:00:00,171.244,723.0,0.0,10.0,1013.0
2007-01-04 20:00:00,89.912,380.0,0.0,50.0,0.0
2007-01-04 21:00:00,28.728,123.8,0.0,10.0,0.0
2007-01-04 22:00:00,25.18,113.8,0.0,45.0,0.0
2007-01-04 23:00:00,32.108,138.8,0.0,15.0,0.0
2007-01-05 00:00:00,118.082,487.6,0.0,15.0,536.0
2007-01-05 01:00:00,143.21,591.6,0.0,26.0,0.0
2007-01-05 02:00:00,143.684,589.0,0.0,0.0,0.0
2007-01-05 03:00:00,144.942,598.0,0.0,38.0,0.0
2007-01-05 04:00:00,143.822,588.4,0.0,0.0,0.0
2007-01-05 05:00:00,144.442,595.4,0.0,36.0,0.0
2007-01-05 06:00:00,142.068,583.6,0.0,0.0,0.0
2007-01-05 07:00:00,141.092,585.8000000000001,0.0,13.0,0.0
2007-01-05 08:00:00,139.016,578.6,0.0,24.0,0.0
2007-01-05 09:00:00,141.852,593.0,0.0,0.0,42.0
2007-01-05 10:00:00,159.362,670.2,0.0,37.0,573.0
2007-01-05 11:00:00,21.35,99.2,0.0,0.0,0.0
2007-01-05 12:00:00,21.264,99.0,0.0,37.0,0.0
2007-01-05 13:00:00,20.506,92.8,0.0,0.0,0.0
2007-01-05 14:00:00,22.64,99.4,0.0,9.0,0.0
2007-01-05 15:00:00,28.67,131.6,0.0,29.0,0.0
2007-01-05 16:00:00,50.19,216.4,0.0,0.0,375.0
2007-01-05 17:00:00,134.444,567.0,0.0,36.0,1036.0
2007-01-05 18:00:00,143.976,608.6,0.0,0.0,1015.0
2007-01-05 19:00:00,122.334,522.6,5.0,35.0,331.0
2007-01-05 20:00:00,178.542,752.6,880.0,7.0,534.0
2007-01-05 21:00:00,160.464,675.1999999999999,502.0,6.0,1036.0
2007-01-05 22:00:00,143.082,599.2,96.0,31.0,1052.0
2007-01-05 23:00:00,104.33,429.8,0.0,0.0,1072.0
2007-01-06 00:00:00,89.584,370.4,0.0,37.0,1064.0
2007-01-06 01:00:00,26.008,114.0,0.0,0.0,131.0
2007-01-06 02:00:00,20.0,94.0,0.0,34.0,0.0
2007-01-06 03:00:00,18.772,87.4,0.0,5.0,0.0
2007-01-06 04:00:00,18.214,82.4,0.0,3.0,0.0
2007-01-06 05:00:00,20.116,93.8,0.0,34.0,0.0
2007-01-06 06:00:00,17.924,80.2,0.0,0.0,0.0
2007-01-06 07:00:00,20.22,96.4,0.0,38.0,0.0
2007-01-06 08:00:00,17.724,80.2,0.0,0.0,0.0
2007-01-06 09:00:00,37.388,160.8,0.0,26.0,0.0
2007-01-06 10:00:00,91.534,386.8,0.0,14.0,0.0
2007-01-06 11:00:00,155.532,664.4,0.0,0.0,971.0
2007-01-06 12:00:00,240.176,1049.8,1329.0,37.0,989.0
2007-01-06 13:00:00,113.426,485.2,7.0,0.0,1037.0
2007-01-06 14:00:00,101.974,431.8,0.0,38.0,1055.0
2007-01-06 15:00:00,68.922,293.6,0.0,0.0,268.0
2007-01-06 16:00:00,52.876,229.6,0.0,23.0,0.0
2007-01-06 17:00:00,53.938,235.2,0.0,15.0,0.0
2007-01-06 18:00:00,51.332,221.6,0.0,0.0,0.0
2007-01-06 19:00:00,110.042,480.4,0.0,38.0,0.0
2007-01-06 20:00:00,60.908,271.2,0.0,0.0,0.0
2007-01-06 21:00:00,60.752,269.8,0.0,38.0,0.0
2007-01-06 22:00:00,30.7,132.6,0.0,0.0,0.0
2007-01-06 23:00:00,30.316,131.6,0.0,22.0,163.0
2007-01-07 00:00:00,54.192,227.8,0.0,16.0,589.0
2007-01-07 01:00:00,17.785999999999998,78.6,0.0,0.0,0.0
2007-01-07 02:00:00,21.144,102.6,0.0,38.0,0.0
2007-01-07 03:00:00,17.92,85.8,0.0,0.0,0.0
2007-01-07 04:00:00,21.352,104.6,0.0,38.0,0.0
2007-01-07 05:00:00,17.122,80.0,0.0,0.0,0.0
2007-01-07 06:00:00,20.298,96.4,0.0,10.0,0.0
2007-01-07 07:00:00,18.764,84.4,0.0,27.0,0.0
2007-01-07 08:00:00,18.602,83.8,0.0,0.0,0.0
2007-01-07 09:00:00,22.536,107.6,0.0,38.0,0.0
2007-01-07 10:00:00,62.486,267.8,0.0,0.0,622.0
2007-01-07 11:00:00,64.106,283.2,0.0,450.0,234.0
2007-01-07 12:00:00,33.094,151.4,0.0,4.0,0.0
2007-01-07 13:00:00,199.916,854.2,493.0,1433.0,949.0
2007-01-07 14:00:00,151.986,630.0,498.0,495.0,1082.0
2007-01-07 15:00:00,226.246,950.4,0.0,1977.0,1069.0
2007-01-07 16:00:00,136.846,572.0,0.0,49.0,1061.0
2007-01-07 17:00:00,144.284,611.4,0.0,194.0,1018.0
2007-01-07 18:00:00,312.692,1357.2,0.0,1913.0,987.0
2007-01-07 19:00:00,174.988,750.6,40.0,33.0,1013.0
2007-01-07 20:00:00,211.392,905.4,445.0,27.0,1014.0
2007-01-07 21:00:00,284.302,1211.0,511.0,1355.0,1022.0
2007-01-07 22:00:00,127.734,529.0,0.0,21.0,1070.0
2007-01-07 23:00:00,87.832,361.8,0.0,59.0,1080.0
2007-01-08 00:00:00,81.628,334.2,0.0,18.0,1079.0
2007-01-08 01:00:00,81.04,334.4,0.0,13.0,1066.0
2007-01-08 02:00:00,83.09,341.8,0.0,48.0,1069.0
2007-01-08 03:00:00,81.414,333.8,0.0,10.0,1072.0
2007-01-08 04:00:00,82.554,340.2,0.0,51.0,1069.0
2007-01-08 05:00:00,66.272,275.8,0.0,0.0,828.0
2007-01-08 06:00:00,28.088,125.6,0.0,15.0,0.0
2007-01-08 07:00:00,60.758,258.8,0.0,25.0,131.0
2007-01-08 08:00:00,128.37,538.0,0.0,0.0,1013.0
2007-01-08 09:00:00,99.878,419.6,0.0,40.0,750.0
2007-01-08 10:00:00,77.798,323.0,0.0,0.0,1038.0
2007-01-08 11:00:00,70.506,302.0,0.0,25.0,772.0
2007-01-08 12:00:00,19.736,92.2,0.0,14.0,0.0
2007-01-08 13:00:00,38.592,172.6,0.0,0.0,0.0
2007-01-08 14:00:00,111.054,462.8,0.0,39.0,1002.0
2007-01-08 15:00:00,113.106,467.6,0.0,0.0,1081.0
2007-01-08 16:00:00,127.346,533.6,0.0,37.0,1071.0
2007-01-08 17:00:00,113.886,478.8,0.0,3.0,1037.0
2007-01-08 18:00:00,174.478,742.4,0.0,0.0,1016.0
2007-01-08 19:00:00,167.644,718.6,0.0,41.0,1015.0
2007-01-08 20:00:00,205.502,871.0,0.0,5.0,1027.0
2007-01-08 21:00:00,150.458,632.4,0.0,40.0,411.0
2007-01-08 22:00:00,58.198,240.6,0.0,0.0,0.0
2007-01-08 23:00:00,19.964,94.6,0.0,43.0,0.0
2007-01-09 00:00:00,16.19,72.8,0.0,0.0,0.0
2007-01-09 01:00:00,18.71,89.0,0.0,40.0,0.0
2007-01-09 02:00:00,17.244,78.39999999999999,0.0,0.0,0.0
2007-01-09 03:00:00,28.18,124.4,0.0,30.0,129.0
2007-01-09 04:00:00,39.672,169.79999999999998,0.0,10.0,374.0
2007-01-09 05:00:00,16.47,76.8,0.0,3.0,0.0
2007-01-09 06:00:00,67.408,288.6,0.0,36.0,352.0
2007-01-09 07:00:00,143.218,600.0,15.0,0.0,1047.0
2007-01-09 08:00:00,128.136,536.0,559.0,39.0,1054.0
2007-01-09 09:00:00,112.102,468.8,565.0,0.0,1043.0
2007-01-09 10:00:00,80.95400000000001,337.6,0.0,30.0,1044.0
2007-01-09 11:00:00,56.084,233.6,0.0,8.0,667.0
2007-01-09 12:00:00,16.616,74.6,0.0,0.0,0.0
2007-01-09 13:00:00,18.094,82.8,0.0,39.0,0.0
2007-01-09 14:00:00,16.0,73.8,0.0,0.0,0.0
2007-01-09 15:00:00,33.89,156.2,0.0,42.0,90.0
2007-01-09 16:00:00,88.28,362.8,0.0,0.0,1069.0
2007-01-09 17:00:00,126.376,539.6,0.0,23.0,1038.0
2007-01-09 18:00:00,142.384,605.2,0.0,17.0,1035.0
2007-01-09 19:00:00,137.248,581.2,194.0,514.0,171.0
2007-01-09 20:00:00,192.636,818.4,355.0,887.0,189.0
2007-01-09 21:00:00,197.548,838.8,0.0,1118.0,488.0
2007-01-09 22:00:00,77.476,318.8,0.0,154.0,0.0
2007-01-09 23:00:00,98.138,422.4,0.0,1277.0,0.0
2007-01-10 00:00:00,31.074,138.0,0.0,63.0,187.0
2007-01-10 01:00:00,39.234,166.20000000000002,0.0,9.0,376.0
2007-01-10 02:00:00,20.422,97.2,0.0,51.0,0.0
2007-01-10 03:00:00,16.162,73.4,0.0,10.0,0.0
2007-01-10 04:00:00,20.814,99.0,0.0,50.0,0.0
2007-01-10 05:00:00,16.078,73.0,0.0,11.0,0.0
2007-01-10 06:00:00,53.856,235.4,0.0,36.0,145.0
2007-01-10 07:00:00,141.774,592.0,0.0,12.0,1055.0
2007-01-10 08:00:00,178.376,746.8,0.0,1.0,1046.0
2007-01-10 09:00:00,119.714,501.6,0.0,573.0,1047.0
2007-01-10 10:00:00,85.626,355.0,0.0,66.0,1052.0
2007-01-10 11:00:00,238.246,1009.8,771.0,1897.0,960.0
2007-01-10 12:00:00,85.846,357.6,0.0,257.0,887.0
2007-01-10 13:00:00,33.226,152.6,0.0,38.0,30.0
2007-01-10 14:00:00,101.724,434.4,0.0,1088.0,11.0
2007-01-10 15:00:00,77.474,320.2,0.0,96.0,605.0
2007-01-10 16:00:00,41.012,180.6,0.0,65.0,0.0
2007-01-10 17:00:00,109.464,465.4,0.0,17.0,118.0
2007-01-10 18:00:00,201.864,849.0,0.0,42.0,1041.0
2007-01-10 19:00:00,191.414,817.0,0.0,2.0,1016.0
2007-01-10 20:00:00,176.036,752.4,0.0,36.0,1016.0
2007-01-10 21:00:00,101.682,424.4,0.0,0.0,420.0
2007-01-10 22:00:00,51.114,212.8,0.0,36.0,0.0
2007-01-10 23:00:00,22.568,101.4,0.0,0.0,0.0
2007-01-11 00:00:00,20.19,97.8,0.0,35.0,0.0
2007-01-11 01:00:00,15.276,70.6,0.0,0.0,0.0
2007-01-11 02:00:00,18.52,88.4,0.0,28.0,0.0
2007-01-11 03:00:00,53.53,224.4,0.0,7.0,614.0
2007-01-11 04:00:00,16.23,74.6,0.0,6.0,0.0
2007-01-11 05:00:00,17.855999999999998,82.8,0.0,29.0,0.0
2007-01-11 06:00:00,44.182,193.0,0.0,0.0,175.0
2007-01-11 07:00:00,162.13,676.2,0.0,34.0,1054.0
2007-01-11 08:00:00,150.316,630.2,841.0,0.0,1060.0
2007-01-11 09:00:00,82.212,338.2,0.0,34.0,1065.0
2007-01-11 10:00:00,82.184,338.8,0.0,0.0,1060.0
2007-01-11 11:00:00,69.11,285.2,0.0,16.0,871.0
2007-01-11 12:00:00,18.02,85.2,0.0,19.0,0.0
2007-01-11 13:00:00,23.712,110.6,0.0,0.0,0.0
2007-01-11 14:00:00,19.632,92.6,0.0,35.0,0.0
2007-01-11 15:00:00,32.498,141.8,0.0,0.0,225.0
2007-01-11 16:00:00,156.792,654.0,0.0,365.0,1065.0
2007-01-11 17:00:00,194.294,821.2,0.0,17.0,1027.0
2007-01-11 18:00:00,232.148,990.0,0.0,34.0,1026.0
2007-01-11 19:00:00,287.052,1232.2,537.0,579.0,1010.0
2007-01-11 20:00:00,222.376,957.8,0.0,833.0,1007.0
2007-01-11 21:00:00,172.822,727.2,0.0,41.0,1035.0
2007-01-11 22:00:00,86.886,358.2,0.0,33.0,121.0
2007-01-11 23:00:00,77.226,317.0,0.0,25.0,0.0
2007-01-12 00:00:00,35.126,152.8,0.0,19.0,0.0
2007-01-12 01:00:00,18.734,86.6,0.0,39.0,0.0
2007-01-12 02:00:00,18.144,84.2,0.0,10.0,0.0
2007-01-12 03:00:00,19.294,92.0,0.0,44.0,0.0
2007-01-12 04:00:00,17.582,80.2,0.0,0.0,0.0
2007-01-12 05:00:00,48.74,208.2,0.0,35.0,515.0
2007-01-12 06:00:00,87.086,365.2,0.0,0.0,675.0
2007-01-12 07:00:00,169.95,707.6,0.0,24.0,1058.0
2007-01-12 08:00:00,119.636,497.4,0.0,16.0,1061.0
2007-01-12 09:00:00,80.892,333.8,0.0,24.0,1061.0
2007-01-12 10:00:00,54.41,229.2,0.0,12.0,624.0
2007-01-12 11:00:00,16.91,76.2,0.0,16.0,0.0
2007-01-12 12:00:00,17.676,82.8,0.0,19.0,0.0
2007-01-12 13:00:00,15.232,71.0,0.0,0.0,0.0
2007-01-12 14:00:00,20.094,101.2,0.0,36.0,0.0
2007-01-12 15:00:00,15.704,73.6,0.0,0.0,0.0
2007-01-12 16:00:00,19.24,91.4,0.0,36.0,0.0
2007-01-12 17:00:00,34.362,143.4,0.0,0.0,0.0
2007-01-12 18:00:00,152.94,639.6,0.0,35.0,1038.0
2007-01-12 19:00:00,134.094,562.0,0.0,3.0,1035.0
2007-01-12 20:00:00,137.704,577.1999999999999,0.0,8.0,1042.0
2007-01-12 21:00:00,90.764,379.2,0.0,27.0,167.0
2007-01-12 22:00:00,89.026,370.8,0.0,0.0,0.0
2007-01-12 23:00:00,47.956,199.6,0.0,36.0,0.0
2007-01-13 00:00:00,53.304,223.6,0.0,0.0,613.0
2007-01-13 01:00:00,19.004,91.2,0.0,36.0,0.0
2007-01-13 02:00:00,15.386,72.8,0.0,0.0,0.0
2007-01-13 03:00:00,17.872,84.6,0.0,16.0,0.0
2007-01-13 04:00:00,17.34,80.4,0.0,19.0,0.0
2007-01-13 05:00:00,15.876,71.2,0.0,0.0,0.0
2007-01-13 06:00:00,18.91,87.0,0.0,36.0,0.0
2007-01-13 07:00:00,107.558,449.0,0.0,0.0,670.0
2007-01-13 08:00:00,159.332,673.8,575.0,343.0,388.0
2007-01-13 09:00:00,102.954,437.0,579.0,10.0,266.0
2007-01-13 10:00:00,190.202,816.4,946.0,119.0,70.0
2007-01-13 11:00:00,213.784,914.0,582.0,452.0,1025.0
2007-01-13 12:00:00,118.21,499.0,28.0,949.0,52.0
2007-01-13 13:00:00,98.352,419.0,14.0,761.0,0.0
2007-01-13 14:00:00,97.782,408.8,449.0,38.0,663.0
2007-01-13 15:00:00,124.3,512.4,487.0,52.0,877.0
2007-01-13 16:00:00,123.458,507.8,0.0,10.0,1074.0
2007-01-13 17:00:00,167.884,708.8,0.0,48.0,798.0
2007-01-13 18:00:00,113.286,477.0,0.0,8.0,0.0
2007-01-13 19:00:00,189.27,806.6,0.0,26.0,843.0
2007-01-13 20:00:00,270.726,1159.2,1157.0,12.0,1006.0
2007-01-13 21:00:00,298.888,1286.0,643.0,17.0,998.0
2007-01-13 22:00:00,348.856,1519.4,1424.0,23.0,986.0
2007-01-13 23:00:00,304.28,1307.4,922.0,0.0,1012.0
2007-01-14 00:00:00,200.434,857.0,0.0,40.0,249.0
2007-01-14 01:00:00,174.96,739.8,0.0,0.0,24.0
2007-01-14 02:00:00,172.766,738.4,647.0,36.0,737.0
2007-01-14 03:00:00,67.304,305.4,0.0,3.0,0.0
2007-01-14 04:00:00,68.054,307.0,0.0,3.0,0.0
2007-01-14 05:00:00,71.646,323.8,0.0,36.0,0.0
2007-01-14 06:00:00,94.566,414.6,0.0,0.0,0.0
2007-01-14 07:00:00,68.464,311.0,0.0,37.0,0.0
2007-01-14 08:00:00,78.91,352.2,0.0,0.0,0.0
2007-01-14 09:00:00,133.562,573.0,0.0,11.0,686.0
2007-01-14 10:00:00,104.182,448.8,0.0,79.0,730.0
2007-01-14 11:00:00,60.514,263.6,0.0,245.0,376.0
2007-01-14 12:00:00,42.75,195.0,0.0,329.0,0.0
2007-01-14 13:00:00,77.922,330.0,0.0,2.0,709.0
2007-01-14 14:00:00,109.648,459.0,0.0,28.0,1078.0
2007-01-14 15:00:00,125.824,520.2,506.0,64.0,1079.0
2007-01-14 16:00:00,205.548,867.4,623.0,1347.0,445.0
2007-01-14 17:00:00,252.668,1086.2,1.0,1604.0,705.0
2007-01-14 18:00:00,212.336,910.6,0.0,241.0,985.0
2007-01-14 19:00:00,197.49,851.8,0.0,30.0,999.0
2007-01-14 20:00:00,191.574,817.8,0.0,28.0,1005.0
2007-01-14 21:00:00,126.458,531.6,0.0,0.0,1034.0
2007-01-14 22:00:00,87.764,364.2,0.0,27.0,1055.0
2007-01-14 23:00:00,82.472,337.0,0.0,25.0,1079.0
2007-01-15 00:00:00,81.438,331.6,0.0,0.0,1076.0
2007-01-15 01:00:00,80.504,331.6,0.0,26.0,1062.0
2007-01-15 02:00:00,27.72,117.6,0.0,12.0,191.0
2007-01-15 03:00:00,17.392,78.0,0.0,13.0,0.0
2007-01-15 04:00:00,17.496,77.6,0.0,25.0,0.0
2007-01-15 05:00:00,14.64,61.4,0.0,0.0,0.0
2007-01-15 06:00:00,18.5,84.6,0.0,24.0,0.0
2007-01-15 07:00:00,116.694,490.8,0.0,0.0,725.0
2007-01-15 08:00:00,155.744,654.2,277.0,24.0,1041.0
2007-01-15 09:00:00,95.7,397.2,294.0,2.0,1043.0
2007-01-15 10:00:00,111.316,467.0,528.0,23.0,1043.0
2007-01-15 11:00:00,82.286,340.2,0.0,11.0,1062.0
2007-01-15 12:00:00,67.862,282.8,0.0,13.0,763.0
2007-01-15 13:00:00,39.126,187.6,0.0,20.0,0.0
2007-01-15 14:00:00,89.048,374.0,0.0,5.0,783.0
2007-01-15 15:00:00,97.394,401.6,0.0,25.0,1095.0
2007-01-15 16:00:00,92.54,380.0,0.0,0.0,1091.0
2007-01-15 17:00:00,107.518,453.6,0.0,25.0,1042.0
2007-01-15 18:00:00,134.87,566.2,0.0,0.0,1039.0
2007-01-15 19:00:00,178.304,758.6,0.0,479.0,1019.0
2007-01-15 20:00:00,164.554,694.2,0.0,0.0,1041.0
2007-01-15 21:00:00,97.41,407.8,0.0,26.0,47.0
2007-01-15 22:00:00,111.434,458.0,0.0,0.0,0.0
2007-01-15 23:00:00,149.188,620.4,0.0,1486.0,0.0
2007-01-16 00:00:00,23.242,106.4,0.0,104.0,0.0
2007-01-16 01:00:00,17.956,78.0,0.0,43.0,0.0
2007-01-16 02:00:00,18.51,84.0,0.0,37.0,0.0
2007-01-16 03:00:00,17.62,79.0,0.0,10.0,0.0
2007-01-16 04:00:00,47.026,198.2,0.0,37.0,492.0
2007-01-16 05:00:00,24.518,106.0,0.0,10.0,133.0
2007-01-16 06:00:00,42.046,182.8,0.0,37.0,36.0
2007-01-16 07:00:00,149.054,620.6,1.0,2.0,1057.0
2007-01-16 08:00:00,65.094,275.4,513.0,25.0,225.0
2007-01-16 09:00:00,53.256,227.2,547.0,0.0,0.0
2007-01-16 10:00:00,24.028,113.8,0.0,25.0,0.0
2007-01-16 11:00:00,38.422,172.0,0.0,0.0,0.0
2007-01-16 12:00:00,116.08,498.2,996.0,46.0,0.0
2007-01-16 13:00:00,56.698,244.2,6.0,57.0,68.0
2007-01-16 14:00:00,115.012,476.2,0.0,46.0,1075.0
2007-01-16 15:00:00,53.408,225.8,0.0,35.0,282.0
2007-01-16 16:00:00,98.938,408.6,0.0,30.0,927.0
2007-01-16 17:00:00,171.69,726.8,0.0,25.0,1039.0
2007-01-16 18:00:00,187.57,791.2,0.0,0.0,1032.0
2007-01-16 19:00:00,117.57,497.4,0.0,25.0,217.0
2007-01-16 20:00:00,83.81,361.2,0.0,0.0,0.0
2007-01-16 21:00:00,84.166,354.2,0.0,25.0,0.0
2007-01-16 22:00:00,57.286,237.4,0.0,16.0,0.0
2007-01-16 23:00:00,23.404,100.8,0.0,9.0,0.0
2007-01-17 00:00:00,17.96,80.6,0.0,25.0,0.0
2007-01-17 01:00:00,14.788,61.8,0.0,0.0,0.0
2007-01-17 02:00:00,51.604,214.4,0.0,25.0,563.0
2007-01-17 03:00:00,16.038,67.6,0.0,0.0,0.0
2007-01-17 04:00:00,17.201999999999998,76.4,0.0,25.0,0.0
2007-01-17 05:00:00,15.81,67.6,0.0,0.0,0.0
2007-01-17 06:00:00,52.608,227.8,0.0,25.0,123.0
2007-01-17 07:00:00,134.148,558.8,0.0,0.0,1052.0
2007-01-17 08:00:00,187.196,782.4,260.0,427.0,1069.0
2007-01-17 09:00:00,193.628,816.6,1062.0,62.0,1059.0
2007-01-17 10:00:00,245.146,1041.8,536.0,1843.0,1035.0
2007-01-17 11:00:00,146.736,612.8,552.0,88.0,1058.0
2007-01-17 12:00:00,104.832,435.6,0.0,38.0,1073.0
2007-01-17 13:00:00,85.542,350.8,0.0,38.0,1086.0
2007-01-17 14:00:00,91.782,373.6,0.0,75.0,1095.0
2007-01-17 15:00:00,232.318,963.2,0.0,1836.0,1081.0
2007-01-17 16:00:00,113.31,460.8,0.0,92.0,1099.0
2007-01-17 17:00:00,184.012,772.4,0.0,1039.0,912.0
2007-01-17 18:00:00,100.122,417.8,0.0,20.0,0.0
2007-01-17 19:00:00,156.392,665.2,0.0,27.0,0.0
2007-01-17 20:00:00,193.25,822.0,0.0,0.0,599.0
2007-01-17 21:00:00,212.684,896.8,148.0,26.0,1013.0
2007-01-17 22:00:00,163.24,680.0,387.0,2.0,1063.0
2007-01-17 23:00:00,117.34,482.0,555.0,24.0,1084.0
2007-01-18 00:00:00,84.1,344.8,0.0,19.0,1079.0
2007-01-18 01:00:00,67.714,277.8,0.0,7.0,861.0
2007-01-18 02:00:00,17.948,81.8,0.0,26.0,0.0
2007-01-18 03:00:00,17.122,76.8,0.0,0.0,0.0
2007-01-18 04:00:00,17.156,81.8,0.0,26.0,0.0
2007-01-18 05:00:00,16.354,70.39999999999999,0.0,0.0,0.0
2007-01-18 06:00:00,44.84,192.8,0.0,26.0,206.0
